symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231/ATCC,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
GSTZ1,0,-1,0,-1,-1,-1,0,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,-1,0,1,1,-1,1,0,1,-1,1,-1,1,0,-1,0,0,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-1
GSX1,-1,-1,-1,0,1,1,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,1,-1,-1
GSX2,-1,-1,-1,0,-1,0,0,0,-1,0,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,-1,0,0,-1,0,1,0,-1,-1,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
GTDC1,0,1,1,1,-2,0,0,0,-1,1,0,0,-2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,-1,0,1,0,1,0,0,0,-1,0,0,-1,1,0,1,1,0
GTF2A1,0,-1,1,0,-1,-1,0,0,1,1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,0,0,0,1,1,0,1,1,1,-1,1,-1,-1,1,-1,0,0,-1,0,1,0,0,0,0,1,-1,0,0,1,0
GTF2A1L,0,1,1,1,-1,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,0,-1,-1,1,0,0,1,1,1,1,0,0,1,-1,0,0,0,1,0,-1,0,1,1,0,1,-1,0,0,-1,1,0,1,1,-1
GTF2A2,0,0,1,0,-1,0,0,1,0,1,0,-1,0,-1,-1,-1,1,0,0,0,0,1,-1,-1,-1,0,1,0,0,1,-1,0,-1,1,-1,-1,1,0,0,0,1,0,-1,0,0,-1,-1,0,0,0,-1,1,1,0,-1
GTF2B,0,-1,-1,0,1,-1,0,-1,-1,1,0,0,0,-1,1,1,0,0,0,0,0,1,-1,1,1,0,0,0,0,0,1,0,1,0,1,1,-1,1,1,0,1,0,1,-1,-1,-1,1,0,0,-1,1,1,1,-1,0
GTF2E1,0,-1,0,0,0,1,0,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,1,0,-1,0,0,-1,1,-1,-1,-1,1,1,0,1,1,0,-1,-1,0,1,1,1,1,0,-1,0,0,0,0,0,0,0,1,1
GTF2E2,-1,-1,0,0,1,0,0,-1,0,-1,0,0,0,-1,-1,1,-1,1,0,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,-1,0,1,0,-1,0,0,-1,0,0,0,-1,-1,0,-1,0,0
GTF2F1,-1,0,-1,-1,-1,1,0,-1,0,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,1,1,0,-1,0,1,-1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
GTF2F2,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,1,-1,-1,0,0,-1,1,-1,0,-1,-1,0,1,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-2,0,-1,-1,1,0,1,-1,-1
GTF2H1,0,1,0,0,-1,-1,0,1,-1,-1,0,0,0,0,-1,-1,1,-1,0,0,1,0,-1,0,-1,0,0,-1,-1,-1,1,1,-1,1,-1,1,-1,0,1,-1,0,0,1,0,2,1,-1,0,1,-1,-1,0,-1,-1,1
GTF2H2,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,1,1,0,1,1,1,1,1,-1,0,0
GTF2H2B,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,1,1,0,1,1,1,1,1,-1,0,0
GTF2H2C,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,1,1,0,1,1,1,1,1,-1,0,0
GTF2H2C_2,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,1,1,0,1,1,1,1,1,-1,0,0
GTF2H3,-1,-1,0,1,-1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,1,1,0,-1,0,-1,0,0,1,-1,1,-1,-1,-1,0,1,1,-1,-1,-1,0,0,-1,0,1,0,1,-1,0,0,1,0,0,-1,0,1
GTF2H4,0,-1,-1,-1,1,-1,0,0,0,-1,0,-1,0,0,-1,1,-1,-1,1,-1,1,0,0,1,1,1,-1,0,-1,-1,1,1,1,0,1,0,1,-1,1,0,1,0,-1,-1,0,1,0,1,0,0,-1,-1,-1,-1,-1
GTF2H5,0,-1,-1,0,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,-1,0,1,0,0,-1,0,0,-1,-1,0,-1,0,0,-1,1,0,0,0,0,-1,2,-1,0,0,1,-1,-1,0,-1,-1,-1
GTF2I,1,1,0,1,-1,0,0,0,0,1,1,0,0,-1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,2,1
GTF2IP1,1,1,0,1,-1,0,0,0,0,1,1,0,2,-1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,2,1,1,-1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,2,1
GTF2IRD1,1,1,0,1,-1,0,0,0,0,1,1,0,0,-1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,2,1
GTF2IRD2,1,1,0,1,-1,0,0,0,0,1,1,0,0,-1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,2,1
GTF2IRD2B,1,1,0,1,-1,0,0,0,0,1,1,0,0,-1,1,1,1,1,1,0,0,1,1,0,-1,0,-1,1,-1,1,1,-1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,2,1
GTF2IRD2P1,1,1,0,1,-1,0,0,0,0,1,1,0,2,-1,1,1,1,1,1,0,0,-1,1,0,-1,0,-1,1,2,1,1,-1,-1,0,-1,1,1,1,1,1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,0,2,1
GTF3A,-1,-1,-1,0,1,1,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,-1,0,0,0,1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,-1,-1,1,-1,-1,-1,0,-1,-1,1,0,1,-1,-1
GTF3C1,0,1,0,1,-1,0,0,0,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,1,-1,-1,0,-1,-1,-1,1,0,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,1
GTF3C2,0,1,1,1,-1,0,0,0,0,-1,0,0,0,1,0,1,0,0,0,0,1,0,-1,-1,1,0,0,1,1,1,1,0,0,1,-1,0,0,1,1,0,1,0,1,1,0,1,-1,0,0,-1,1,0,1,1,-1
GTF3C3,0,1,0,1,-1,0,0,0,-1,0,0,0,0,1,0,1,0,0,-1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,-1,0,0,1,1,0,1,0,1,-1,0,0,-1,0,1,-1,1,0,1,1,0
GTF3C4,0,0,-1,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,0,-1,0,0,0,0,-1,-1,1,-1,-1,-1,0,1,0,1,0,-1,0,1,-1,-1,0,0,-1,1,0,-1,1,1,1,-1,-1,-1
GTF3C5,0,0,-1,-1,1,-1,0,1,0,-1,0,-1,0,-1,-1,-1,-1,0,0,0,1,0,-1,0,0,0,-1,-1,-1,1,-1,-1,-1,0,1,0,1,0,-1,0,1,-1,-1,0,0,-1,1,0,-1,1,1,1,-1,-1,-1
GTF3C6,0,-1,-1,0,1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,1,1,0,-1,-1,0,0,0,-1,0,-1,0,-1,-1,1,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,-1,-1,-1
GTPBP1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,-1,-2,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1
GTPBP2,0,-1,-1,0,1,-1,0,-1,1,-1,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,1,1,1,0,0,-1,-1,1,-1,1,0,-1,0,0,-1,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,-1,0,-1,-1
GTPBP3,-1,0,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,1,0,-1,1,0,1,0,1,1,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
GTPBP4,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,1,0,0,0,-1,0,-1,-1,1,-1,-1,0,1,-1,0,1,-1,-1,-1,-1,-1,-1,0,1,-1,0,-1,1,1,-1,-1,-1,-1
GTPBP8,0,0,0,0,0,1,0,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,1,0,-1,0,0,0,1,-1,0,0,1,1,0,1,1,0,-1,-1,0,1,1,1,1,0,-1,1,0,0,1,-1,0,0,1,1
GTPBP10,1,1,1,1,0,1,0,0,1,2,1,0,-2,0,1,1,1,1,1,0,0,1,2,0,-1,1,0,1,-1,1,1,0,2,0,1,1,1,1,1,1,-2,1,1,1,-1,-1,1,1,1,-1,1,0,1,1,2
GTSE1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,1,0,-1,-1,0,0,-1,1,-1,-1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,-1
GTSF1,-1,-1,0,1,-1,1,0,0,0,-1,0,-1,0,-1,0,-1,0,0,0,0,1,0,-1,-1,-1,0,1,1,1,1,-1,0,0,0,1,1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,1,1,0,-1,-1,0,1
GTSF1L,0,1,0,0,1,1,1,1,0,0,0,-1,0,-1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,-1,1,1,1,1,1,0,1,1,0,1,1,0,1,2,1,1,-2,1,1,1,-1,1,1,1
GUCA1A,0,-1,-1,0,1,-1,0,2,0,-1,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,2,1,1,0,0,-1,-1,1,-1,1,0,-1,0,1,-1,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,-1,0,-1,-1
GUCA1B,0,-1,-1,0,1,-1,0,2,0,-1,0,-1,0,1,-1,1,-1,-1,1,0,1,0,1,2,1,1,0,0,-1,-1,1,-1,1,0,-1,0,1,-1,1,0,1,0,-1,-1,0,1,0,0,0,0,-1,-1,0,-1,-1
GUCA1C,0,0,1,0,0,1,0,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,1,0,-1,0,0,0,1,0,0,0,2,1,0,1,1,0,-1,-1,0,1,1,1,1,0,-1,1,0,0,1,-1,0,1,1,1
GUCA2A,0,-1,-1,-1,1,0,0,0,-1,2,0,-1,0,-1,0,1,0,0,1,0,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,0,1,0,1,0,1,-1,0,0,0,0,0,-1,1,1,1,0,-1
GUCA2B,0,-1,-1,-1,1,0,0,0,-1,2,0,-1,0,-1,0,1,0,0,1,0,0,1,-1,-1,1,0,0,-1,-1,-1,1,-1,0,0,-1,0,1,0,1,0,1,0,1,-1,0,0,0,0,0,-1,1,1,1,0,-1
GUCD1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,1,-1,0,-1,0,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,2,-1,-1,0,0,-1,1,0,1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,-1
GUCY1A1,-1,0,-1,0,-1,0,0,0,-2,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,1,0,-1,1,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,1
GUCY1A2,0,-1,-1,0,0,-1,0,0,1,2,1,0,0,1,-1,1,1,0,0,0,1,0,-1,1,1,0,0,-1,-1,0,1,-1,0,1,1,1,1,0,2,0,-1,-1,-1,-1,-1,0,-1,0,1,1,-2,-1,1,0,1
GUCY1B1,-1,0,-1,0,-1,0,0,0,-2,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,1,0,-1,1,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,1
GUCY1B2,-1,-1,-1,0,0,1,0,1,-1,-1,1,0,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,0,1,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,-2,0,1,-1,1,0,1,-1,-1
GUCY2C,0,-1,1,2,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,0,-1,-1,-1,0,0,1,2,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,1,-1,-1,-1,0,1,-2,0,0,1,1,1
GUCY2D,0,1,1,1,1,-1,0,-1,0,-1,0,-1,0,-1,-1,1,-1,0,-1,0,0,0,-1,0,-1,-1,0,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-2,1,0,0,-1
GUCY2EP,0,-1,0,0,0,0,0,0,0,1,1,-1,0,-1,-1,1,1,0,0,0,1,0,1,0,1,0,0,1,1,-1,1,2,0,1,1,1,1,0,1,-1,-1,-1,-1,-1,-1,0,-1,0,1,1,1,-1,-1,-1,1
GUCY2GP,0,0,0,1,-2,0,0,0,0,0,0,2,0,-1,0,-1,0,0,-1,0,0,-1,-1,0,-1,0,-1,0,1,1,1,1,2,0,-1,-1,-1,1,-1,-1,-1,0,-1,-1,0,0,-1,0,0,-1,-1,0,-1,-1,-1
GUF1,0,0,-1,0,-1,1,0,0,1,1,0,1,0,0,0,-1,0,-1,0,0,-1,-1,1,1,-1,1,-1,1,1,0,0,0,-1,0,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,0,1
GUK1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1,0,1,0,-1,0,1,1,1,0,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1,-1
GULP1,0,1,0,1,-1,0,0,0,-1,-1,0,0,0,1,1,1,1,0,-1,0,1,0,1,0,1,0,1,0,1,1,1,0,-1,1,-1,0,1,2,1,0,1,0,1,-1,1,0,-1,0,1,-1,1,0,1,1,0
GUSB,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,-1,0,-1,0,0,1,1,1,1,0,-1,0,-1,1,1,1,1,1,1,1,-1,1,-1,-1,1,1,1,1,1,0,1,2,1
GUSBP1,2,1,1,0,1,1,0,1,1,2,0,1,-2,1,1,1,1,0,1,-1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,-1,1,0,1,0,-1,0,2,1,1,1,1,1,1,-1,1,0,1,1
GUSBP2,0,-1,-1,0,1,-1,0,0,1,-1,0,0,-2,1,-1,1,0,-1,1,-1,1,0,1,1,1,1,-1,-1,-1,-1,1,0,2,0,1,0,1,-1,1,0,1,-1,-1,1,-1,1,-2,0,0,1,-1,0,1,-1,0
GUSBP3,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,1,1,0,1,1,1,1,1,-1,0,0
GUSBP4,1,-1,-1,0,1,-1,0,1,1,-1,0,0,0,1,-1,2,0,-1,0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,-1,1,0,1,0,0,-1,1,1,1,0,0,1,-1,0,1,-1,0
GUSBP5,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
GUSBP9,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,0,1,1,0,1,1,1,1,1,-1,0,0
GUSBP10,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,-1,-1,0,2,0,0,1,1,-2,1,0,1,1,-1,1,1,1,1,1,2,1,0,1,-1,0,1,1,1,1,1,1,1,1,2
GUSBP11,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,-1,0,1,-1,0,-1,0,-1,1,-1,-1,0,0,-1,-1,0,-1,-1,1,1,2,-1,-1,0,0,-1,1,0,1,1,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,-1
GVINP1,0,1,0,0,-1,-1,0,1,-1,0,0,0,0,0,-1,-1,1,-1,0,0,1,1,0,0,-1,0,0,-1,-1,-1,1,0,-1,1,-1,1,-1,1,1,-1,-1,0,1,0,0,1,-1,0,1,-1,-1,0,-1,-1,1
GXYLT1,-1,-1,1,2,-1,1,0,0,1,-1,0,0,0,-1,0,-1,0,0,0,0,1,1,1,-1,-1,0,1,1,0,1,0,2,2,0,-1,1,1,0,0,0,1,0,1,1,1,1,-1,0,0,1,0,0,1,1,1
GXYLT2,0,-1,0,0,0,-1,0,-1,-1,-1,0,0,0,0,0,1,-1,-1,-1,0,0,2,-1,0,-1,0,0,-1,-1,0,0,0,1,0,-1,1,0,-1,-1,0,1,1,2,1,-1,0,1,0,-1,-1,-1,0,2,2,1
GYG1,0,0,0,0,0,1,0,1,1,-1,0,0,0,0,1,1,1,-1,0,0,0,2,1,-1,0,0,0,1,0,0,1,2,0,0,-1,0,2,1,-1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1
GYPA,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
GYPB,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
GYPC,0,1,0,1,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,-1,1,1,0,0,1,1,0,1,-1,1,-1,0,0,-1,0,0,-1,1,0,0,1,-1
GYPE,0,0,-1,0,-1,0,0,0,1,1,0,0,0,0,0,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,0,-1,-1,0,-1,-1,0
GYS1,-1,1,1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,0,1,0,0,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1
GYS2,0,0,1,2,0,1,0,0,-1,1,0,0,0,1,-1,-1,1,0,-1,0,1,0,0,-1,-1,0,0,1,2,0,0,1,0,0,0,-1,1,0,1,0,0,0,-1,1,-1,-1,-1,0,1,1,0,0,1,1,1
GZF1,0,1,1,0,1,-1,1,1,-1,0,0,0,0,1,1,1,0,1,-1,0,1,1,1,0,1,1,0,1,-1,1,-1,1,-1,1,-1,0,0,1,1,0,1,-1,1,1,0,-1,1,0,1,1,1,0,1,1,1
GZMA,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,1,1,0,0,0,1,1,0,0,-1,0,0,-1,-1,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,1,0,1,0,1,1,1,-1,1,-1,0,0
GZMB,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,1,1,1,0,0,-1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1
GZMH,0,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,-1,-1,0,-1,0,0,-1,-1,0,-1,0,0,1,1,1,0,0,-1,1,1,1,-1,-1,-1,-1,0,-1,-1,-1,0,0,0,0,0,-1,-1,-1,-1,0,-1
GZMK,-1,1,1,0,1,1,0,1,0,-1,0,0,0,-1,-1,1,1,0,0,0,1,1,0,0,-1,0,0,-1,0,1,1,0,-1,0,1,-1,1,1,0,1,-1,0,1,1,0,1,0,1,1,1,-1,1,-1,0,0
GZMM,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-2,0,1,-1,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1
H1F0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,1,-1,0,-1,-1,-1,0,-2,-1,-1,0,-1,-1,-1,-2,-1,-1,1,-1,-1,-1,0,0,-1,1,-1,-1,1,1,-1,-1,-1,0,-1,-1,-1,-1,-1,2,-1
H1FNT,-1,-1,0,1,-1,1,0,0,0,-1,0,-1,0,-1,0,-2,0,0,0,0,-1,1,1,-1,-1,0,1,1,0,1,0,0,0,0,-1,1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,1,1,0,-1,0,0,1
H1FOO,0,-1,-1,0,0,1,0,1,-1,-1,0,0,0,0,-1,1,1,-1,-1,0,0,1,-1,-1,0,0,0,1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,0,1,1,1,0,0,-1,0,0,0,0,0,0,-1,2,1
H1FX,0,-1,-1,0,0,1,0,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,1,-1,-1,0,0,0,1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,2,1
H1FX-AS1,0,-1,-1,0,0,1,0,1,-1,-1,0,0,0,0,0,1,1,-1,-1,0,0,1,-1,-1,0,0,0,1,-1,-1,-1,1,1,0,1,-1,0,-1,-1,0,1,1,1,0,0,-1,0,0,0,0,0,0,0,2,1
H2AFJ,0,-1,1,2,0,1,0,0,-1,0,0,0,0,1,-1,-1,0,0,-1,0,1,1,-1,-1,-1,0,0,1,2,0,0,0,0,0,0,-1,1,0,1,0,0,0,-1,1,-1,-1,-1,0,1,-2,0,0,1,1,1
H2AFV,1,1,0,1,1,1,0,-1,1,1,2,0,0,0,1,1,1,1,0,0,0,0,-1,0,1,0,1,1,0,1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,0,1,1
H2AFX,0,-1,-1,0,-1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,1,0,0,0,1,0,-1,1,1,0,0,-1,1,-1,1,-1,1,1,-1,0,-1,-1,2,0,-1,-1,-1,-1,-1,0,-1,0,1,1,-2,-1,-1,-1,1
H2AFY,0,1,0,0,1,1,0,1,-1,-1,0,-1,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,-1,0,0,-1,1,1,1,0,0,0,0,0,1,0,0,-1,1,-1,-1,-1
H2AFY2,0,0,0,1,0,1,0,0,0,-1,0,-1,0,1,1,-1,-1,0,1,0,-1,-1,-1,0,0,0,-1,0,-1,1,1,0,1,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,0,0,-1,0,1,-1,-1,-1,-2,-1,-1
H2AFZ,0,0,-1,0,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,-1,0,0,-1,-1,0,0,-1,1,-1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,-1,0,-1,-1,-1,0,-1,-1,0
H3F3A,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,-1,0,1,1,1,0,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1,-1
H3F3AP4,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-1,0,1,0,-1,0,1,1,1,0,-1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,-1,1,-1
H3F3B,0,1,1,1,-1,1,0,1,0,1,0,1,0,1,1,-1,-1,0,0,-1,1,0,1,0,1,1,0,0,-1,1,1,0,-1,1,1,1,0,-1,1,1,-1,1,0,1,0,0,-1,0,1,1,1,1,-1,0,-1
H3F3C,0,-1,0,2,0,1,0,0,-1,1,0,0,0,1,1,-1,1,0,0,0,1,0,0,-1,-1,0,0,1,2,-1,0,1,0,0,0,-1,1,0,1,0,1,0,1,1,2,-1,-1,0,1,1,0,0,0,1,1
H6PD,0,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,-1,0,1,-1,0,1,0,-1,1,-1,-1,-1,0,-1,1,-1,-1,1,2,0,0,-1,0,1,1,1,0,1,0,2,-1,0,0,0,0,0,-1,1,0,-1,0,-1
H19,0,0,-1,-1,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,1,-1,0,0,1,0,-2,-1,-1,0,-1,-1,-1,-1,1,-1,-1,1,-1,0,-1,0,1,0,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,-1,-1,-1,1
