src,dest
C00584,LHCGR
C00584,MC2R
C00584,NPR1
C00584,NPY1R
C00584,OXTR
C00584,SUCNR1
C00584,PTGER2
C00584,PTGER3
C00584,SSTR1
C00584,SSTR2
C00584,SSTR5
C00584,TSHR
C00584,VIPR2
C00584,HCAR3
C00584,GABBR2
C00780,CHRM1
C00780,CHRM2
C00780,ADCYAP1R1
C00780,ADORA1
C00780,ADORA2A
C00780,GPR119
C00780,ADRB1
C00780,ADRB2
C00780,DRD1
C00780,DRD2
C00780,DRD5
C00780,EDNRA
C00780,FSHR
C00780,GABBR1
C00780,GHSR
C00780,GIPR
C00780,HCAR1
C00780,GLP1R
C00780,FFAR2
C00780,HTR1A
C00780,HTR1B
C00780,HTR1D
C00780,HTR1E
C00780,HTR1F
C00780,HTR4
C00780,HTR6
C00780,HCAR2
C00780,LHCGR
C00780,MC2R
C00780,NPR1
C00780,NPY1R
C00780,OXTR
C00780,SUCNR1
C00780,PTGER2
C00780,PTGER3
C00780,SSTR1
C00780,SSTR2
C00780,SSTR5
C00780,TSHR
C00780,VIPR2
C00780,HCAR3
C00780,GABBR2
C00788,CHRM1
C00788,CHRM2
C00788,ADCYAP1R1
C00788,ADORA1
C00788,ADORA2A
C00788,GPR119
C00788,ADRB1
C00788,ADRB2
C00788,DRD1
C00788,DRD2
C00788,DRD5
C00788,EDNRA
C00788,FSHR
C00788,GABBR1
C00788,GHSR
C00788,GIPR
C00788,HCAR1
C00788,GLP1R
C00788,FFAR2
C00788,HTR1A
C00788,HTR1B
C00788,HTR1D
C00788,HTR1E
C00788,HTR1F
C00788,HTR4
C00788,HTR6
C00788,HCAR2
C00788,LHCGR
C00788,MC2R
C00788,NPR1
C00788,NPY1R
C00788,OXTR
C00788,SUCNR1
C00788,PTGER2
C00788,PTGER3
C00788,SSTR1
C00788,SSTR2
C00788,SSTR5
C00788,TSHR
C00788,VIPR2
C00788,HCAR3
C00788,GABBR2
C01089,CHRM1
C01089,CHRM2
C01089,ADORA1
C01089,ADRB2
C01089,DRD2
C01089,EDNRA
C01089,GABBR1
C01089,GHSR
C01089,HCAR1
C01089,FFAR2
C01089,HTR1A
C01089,HTR1B
C01089,HTR1D
C01089,HTR1E
C01089,HTR1F
C01089,HCAR2
C01089,NPY1R
C01089,OXTR
C01089,SUCNR1
C01089,PTGER3
C01089,SSTR1
C01089,SSTR2
C01089,SSTR5
C01089,HCAR3
C01089,GABBR2
C01312,ADCYAP1R1
C01312,ADORA2A
C01312,GPR119
C01312,ADRB1
C01312,DRD1
C01312,DRD5
C01312,FSHR
C01312,GIPR
C01312,GLP1R
C01312,HTR4
C01312,HTR6
C01312,LHCGR
C01312,MC2R
C01312,NPR1
C01312,PTGER2
C01312,TSHR
C01312,VIPR2
C01996,CHRM1
C01996,CHRM2
C01996,ADORA1
C01996,ADRB2
C01996,DRD2
C01996,EDNRA
C01996,GABBR1
C01996,GHSR
C01996,HCAR1
C01996,FFAR2
C01996,HTR1A
C01996,HTR1B
C01996,HTR1D
C01996,HTR1E
C01996,HTR1F
C01996,HCAR2
C01996,NPY1R
C01996,OXTR
C01996,SUCNR1
C01996,PTGER3
C01996,SSTR1
C01996,SSTR2
C01996,SSTR5
C01996,HCAR3
C01996,GABBR2
C03758,CHRM1
C03758,CHRM2
C03758,ADCYAP1R1
C03758,ADORA1
C03758,ADORA2A
C03758,GPR119
C03758,ADRB1
C03758,ADRB2
C03758,DRD1
C03758,DRD2
C03758,DRD5
C03758,EDNRA
C03758,FSHR
C03758,GABBR1
C03758,GHSR
C03758,GIPR
C03758,HCAR1
C03758,GLP1R
C03758,FFAR2
C03758,HTR1A
C03758,HTR1B
C03758,HTR1D
C03758,HTR1E
C03758,HTR1F
C03758,HTR4
C03758,HTR6
C03758,HCAR2
C03758,LHCGR
C03758,MC2R
C03758,NPR1
C03758,NPY1R
C03758,OXTR
C03758,SUCNR1
C03758,PTGER2
C03758,PTGER3
C03758,SSTR1
C03758,SSTR2
C03758,SSTR5
C03758,TSHR
C03758,VIPR2
C03758,HCAR3
C03758,GABBR2
C20792,ADCYAP1R1
C20792,ADORA2A
C20792,GPR119
C20792,ADRB1
C20792,DRD1
C20792,DRD5
C20792,FSHR
C20792,GIPR
C20792,GLP1R
C20792,HTR4
C20792,HTR6
C20792,LHCGR
C20792,MC2R
C20792,NPR1
C20792,PTGER2
C20792,TSHR
C20792,VIPR2
C20793,CHRM1
C20793,CHRM2
C20793,ADORA1
C20793,ADRB2
C20793,DRD2
C20793,EDNRA
C20793,GABBR1
C20793,GHSR
C20793,HCAR1
C20793,FFAR2
C20793,HTR1A
C20793,HTR1B
C20793,HTR1D
C20793,HTR1E
C20793,HTR1F
C20793,HCAR2
C20793,NPY1R
C20793,OXTR
C20793,SUCNR1
C20793,PTGER3
C20793,SSTR1
C20793,SSTR2
C20793,SSTR5
C20793,HCAR3
C20793,GABBR2
PLD1,C00416
PLD2,C00416
ADCY10,C00575
RAPGEF3,RRAS2
RAPGEF3,MAPK8
RAPGEF3,MAPK9
RAPGEF3,MAPK10
RAPGEF3,RRAS
CREB3,CREB1
CREB3,CREBBP
CREB3,CREB3L4
CREB3,EP300
CREB3,FOS
CREB3,JUN
CREB3,BDNF
CREB3,CREB3L2
CREB3,CREB3L3
CREB3,CREB3L1
CREB3,CREB5
CGA,ADCYAP1R1
CGA,ADORA2A
CGA,GPR119
CGA,ADRB1
CGA,DRD1
CGA,DRD5
CGA,FSHR
CGA,GIPR
CGA,GLP1R
CGA,HTR4
CGA,HTR6
CGA,LHCGR
CGA,MC2R
CGA,NPR1
CGA,PTGER2
CGA,TSHR
CGA,VIPR2
RAPGEF4,RRAS2
RAPGEF4,MAPK8
RAPGEF4,MAPK9
RAPGEF4,MAPK10
RAPGEF4,RRAS
CHRM1,GNAI1
CHRM1,GNAI2
CHRM1,GNAI3
CHRM2,GNAI1
CHRM2,GNAI2
CHRM2,GNAI3
ADCYAP1,ADCYAP1R1
ADCYAP1,ADORA2A
ADCYAP1,GPR119
ADCYAP1,ADRB1
ADCYAP1,DRD1
ADCYAP1,DRD5
ADCYAP1,FSHR
ADCYAP1,GIPR
ADCYAP1,GLP1R
ADCYAP1,HTR4
ADCYAP1,HTR6
ADCYAP1,LHCGR
ADCYAP1,MC2R
ADCYAP1,NPR1
ADCYAP1,PTGER2
ADCYAP1,TSHR
ADCYAP1,VIPR2
ADCYAP1R1,GNAS
CREB1,CREBBP
CREB1,CREB3L4
CREB1,EP300
CREB1,FOS
CREB1,JUN
CREB1,BDNF
CREB1,CREB3L2
CREB1,CREB3L3
CREB1,CREB3L1
CREB1,CREB5
CREBBP,CREB3L4
CREBBP,EP300
CREBBP,CREB3L2
CREBBP,CREB3L3
CREBBP,CREB3L1
CREBBP,CREB5
GPR119,GNAS
CREB3L4,EP300
CREB3L4,FOS
CREB3L4,JUN
CREB3L4,BDNF
CREB3L4,CREB3L2
CREB3L4,CREB3L3
CREB3L4,CREB3L1
CREB3L4,CREB5
EDN1,CHRM1
EDN1,CHRM2
EDN1,ADORA1
EDN1,ADRB2
EDN1,DRD2
EDN1,EDNRA
EDN1,GABBR1
EDN1,GHSR
EDN1,HCAR1
EDN1,FFAR2
EDN1,HTR1A
EDN1,HTR1B
EDN1,HTR1D
EDN1,HTR1E
EDN1,HTR1F
EDN1,HCAR2
EDN1,NPY1R
EDN1,OXTR
EDN1,SUCNR1
EDN1,PTGER3
EDN1,SSTR1
EDN1,SSTR2
EDN1,SSTR5
EDN1,HCAR3
EDN1,GABBR2
EDN2,CHRM1
EDN2,CHRM2
EDN2,ADORA1
EDN2,ADRB2
EDN2,DRD2
EDN2,EDNRA
EDN2,GABBR1
EDN2,GHSR
EDN2,HCAR1
EDN2,FFAR2
EDN2,HTR1A
EDN2,HTR1B
EDN2,HTR1D
EDN2,HTR1E
EDN2,HTR1F
EDN2,HCAR2
EDN2,NPY1R
EDN2,OXTR
EDN2,SUCNR1
EDN2,PTGER3
EDN2,SSTR1
EDN2,SSTR2
EDN2,SSTR5
EDN2,HCAR3
EDN2,GABBR2
EDN3,CHRM1
EDN3,CHRM2
EDN3,ADORA1
EDN3,ADRB2
EDN3,DRD2
EDN3,EDNRA
EDN3,GABBR1
EDN3,GHSR
EDN3,HCAR1
EDN3,FFAR2
EDN3,HTR1A
EDN3,HTR1B
EDN3,HTR1D
EDN3,HTR1E
EDN3,HTR1F
EDN3,HCAR2
EDN3,NPY1R
EDN3,OXTR
EDN3,SUCNR1
EDN3,PTGER3
EDN3,SSTR1
EDN3,SSTR2
EDN3,SSTR5
EDN3,HCAR3
EDN3,GABBR2
EDNRA,GNAI1
EDNRA,GNAI2
EDNRA,GNAI3
EP300,CREB3L2
EP300,CREB3L3
EP300,CREB3L1
EP300,CREB5
RRAS2,PLD1
RRAS2,PLD2
FSHB,ADCYAP1R1
FSHB,ADORA2A
FSHB,GPR119
FSHB,ADRB1
FSHB,DRD1
FSHB,DRD5
FSHB,FSHR
FSHB,GIPR
FSHB,GLP1R
FSHB,HTR4
FSHB,HTR6
FSHB,LHCGR
FSHB,MC2R
FSHB,NPR1
FSHB,PTGER2
FSHB,TSHR
FSHB,VIPR2
FSHR,GNAS
GABBR1,GNAI1
GABBR1,GNAI2
GABBR1,GNAI3
GCG,ADCYAP1R1
GCG,ADORA2A
GCG,GPR119
GCG,ADRB1
GCG,DRD1
GCG,DRD5
GCG,FSHR
GCG,GIPR
GCG,GLP1R
GCG,HTR4
GCG,HTR6
GCG,LHCGR
GCG,MC2R
GCG,NPR1
GCG,PTGER2
GCG,TSHR
GCG,VIPR2
GHSR,GNAI1
GHSR,GNAI2
GHSR,GNAI3
GIP,ADCYAP1R1
GIP,ADORA2A
GIP,GPR119
GIP,ADRB1
GIP,DRD1
GIP,DRD5
GIP,FSHR
GIP,GIPR
GIP,GLP1R
GIP,HTR4
GIP,HTR6
GIP,LHCGR
GIP,MC2R
GIP,NPR1
GIP,PTGER2
GIP,TSHR
GIP,VIPR2
GIPR,GNAS
HCAR1,GNAI1
HCAR1,GNAI2
HCAR1,GNAI3
GLI3,GLI1
GLI3,PTCH1
GLI3,HHIP
GLP1R,GNAS
GNAI1,ADCY1
GNAI1,ADCY2
GNAI1,ADCY3
GNAI1,ADCY5
GNAI1,ADCY6
GNAI1,ADCY7
GNAI1,ADCY8
GNAI1,ADCY9
GNAI1,ADCY4
GNAI2,ADCY1
GNAI2,ADCY2
GNAI2,ADCY3
GNAI2,ADCY5
GNAI2,ADCY6
GNAI2,ADCY7
GNAI2,ADCY8
GNAI2,ADCY9
GNAI2,ADCY4
GNAI3,ADCY1
GNAI3,ADCY2
GNAI3,ADCY3
GNAI3,ADCY5
GNAI3,ADCY6
GNAI3,ADCY7
GNAI3,ADCY8
GNAI3,ADCY9
GNAI3,ADCY4
FFAR2,GNAI1
FFAR2,GNAI2
FFAR2,GNAI3
HTR1A,GNAI1
HTR1A,GNAI2
HTR1A,GNAI3
HTR1B,GNAI1
HTR1B,GNAI2
HTR1B,GNAI3
HTR1D,GNAI1
HTR1D,GNAI2
HTR1D,GNAI3
HTR1E,GNAI1
HTR1E,GNAI2
HTR1E,GNAI3
HTR1F,GNAI1
HTR1F,GNAI2
HTR1F,GNAI3
HCAR2,GNAI1
HCAR2,GNAI2
HCAR2,GNAI3
LHCGR,GNAS
MC2R,GNAS
NFATC1,F2R
NFKB1,AMH
NFKB1,NFKBIA
NFKB1,RELA
NFKBIA,RELA
NPY,CHRM1
NPY,CHRM2
NPY,ADORA1
NPY,ADRB2
NPY,DRD2
NPY,EDNRA
NPY,GABBR1
NPY,GHSR
NPY,HCAR1
NPY,FFAR2
NPY,HTR1A
NPY,HTR1B
NPY,HTR1D
NPY,HTR1E
NPY,HTR1F
NPY,HCAR2
NPY,NPY1R
NPY,OXTR
NPY,SUCNR1
NPY,PTGER3
NPY,SSTR1
NPY,SSTR2
NPY,SSTR5
NPY,HCAR3
NPY,GABBR2
NPPA,ADCYAP1R1
NPPA,ADORA2A
NPPA,GPR119
NPPA,ADRB1
NPPA,DRD1
NPPA,DRD5
NPPA,FSHR
NPPA,GIPR
NPPA,GLP1R
NPPA,HTR4
NPPA,HTR6
NPPA,LHCGR
NPPA,MC2R
NPPA,PTGER2
NPPA,TSHR
NPPA,VIPR2
NPR1,GNAS
NPY1R,GNAI1
NPY1R,GNAI2
NPY1R,GNAI3
OXT,CHRM1
OXT,CHRM2
OXT,ADORA1
OXT,ADRB2
OXT,DRD2
OXT,EDNRA
OXT,GABBR1
OXT,GHSR
OXT,HCAR1
OXT,FFAR2
OXT,HTR1A
OXT,HTR1B
OXT,HTR1D
OXT,HTR1E
OXT,HTR1F
OXT,HCAR2
OXT,NPY1R
OXT,OXTR
OXT,SUCNR1
OXT,PTGER3
OXT,SSTR1
OXT,SSTR2
OXT,SSTR5
OXT,HCAR3
OXT,GABBR2
OXTR,GNAI1
OXTR,GNAI2
OXTR,GNAI3
GHRL,CHRM1
GHRL,CHRM2
GHRL,ADORA1
GHRL,ADRB2
GHRL,DRD2
GHRL,EDNRA
GHRL,GABBR1
GHRL,GHSR
GHRL,HCAR1
GHRL,FFAR2
GHRL,HTR1A
GHRL,HTR1B
GHRL,HTR1D
GHRL,HTR1E
GHRL,HTR1F
GHRL,HCAR2
GHRL,NPY1R
GHRL,OXTR
GHRL,SUCNR1
GHRL,PTGER3
GHRL,SSTR1
GHRL,SSTR2
GHRL,SSTR5
GHRL,HCAR3
GHRL,GABBR2
FXYD1,ATP1B4
FXYD1,ATP1A1
FXYD1,ATP1A2
FXYD1,ATP1A3
FXYD1,ATP1A4
FXYD1,ATP1B1
FXYD1,ATP1B2
FXYD1,ATP1B3
FXYD1,FXYD2
POMC,ADCYAP1R1
POMC,ADORA2A
POMC,GPR119
POMC,ADRB1
POMC,DRD1
POMC,DRD5
POMC,FSHR
POMC,GIPR
POMC,GLP1R
POMC,HTR4
POMC,HTR6
POMC,LHCGR
POMC,MC2R
POMC,NPR1
POMC,PTGER2
POMC,TSHR
POMC,VIPR2
PPP1CA,CREB3
PPP1CA,CREB1
PPP1CA,CREB3L4
PPP1CA,CREB3L2
PPP1CA,CREB3L3
PPP1CA,CREB3L1
PPP1CA,CREB5
PPP1CB,CREB3
PPP1CB,CREB1
PPP1CB,CREB3L4
PPP1CB,CREB3L2
PPP1CB,CREB3L3
PPP1CB,CREB3L1
PPP1CB,CREB5
PPP1CC,CREB3
PPP1CC,CREB1
PPP1CC,CREB3L4
PPP1CC,CREB3L2
PPP1CC,CREB3L3
PPP1CC,CREB3L1
PPP1CC,CREB5
PRKACA,CREB3
PRKACA,CFTR
PRKACA,PDE10A
PRKACA,GRIN3A
PRKACA,GRIN3B
PRKACA,CREB1
PRKACA,CREBBP
PRKACA,CREB3L4
PRKACA,EP300
PRKACA,GLI3
PRKACA,GRIA1
PRKACA,GRIA2
PRKACA,GRIA3
PRKACA,GRIA4
PRKACA,GRIN1
PRKACA,GRIN2A
PRKACA,GRIN2B
PRKACA,GRIN2C
PRKACA,GRIN2D
PRKACA,RHOA
PRKACA,LIPE
PRKACA,NFATC1
PRKACA,NFKB1
PRKACA,NFKBIA
PRKACA,ATP2B1
PRKACA,ATP2B2
PRKACA,ATP2B3
PRKACA,ATP2B4
PRKACA,PDE3A
PRKACA,PDE3B
PRKACA,PDE4A
PRKACA,PDE4B
PRKACA,PDE4C
PRKACA,PDE4D
PRKACA,FXYD1
PRKACA,PPARA
PRKACA,BAD
PRKACA,RAF1
PRKACA,RELA
PRKACA,RYR2
PRKACA,CREB3L2
PRKACA,SLC9A1
PRKACA,SOX9
PRKACA,TNNI3
PRKACA,CACNA1C
PRKACA,CACNA1D
PRKACA,CACNA1F
PRKACA,CACNA1S
PRKACA,PPP1R1B
PRKACA,CREB3L3
PRKACA,ORAI1
PRKACA,CREB3L1
PRKACA,CREB5
PRKACB,CREB3
PRKACB,CFTR
PRKACB,PDE10A
PRKACB,GRIN3A
PRKACB,GRIN3B
PRKACB,CREB1
PRKACB,CREBBP
PRKACB,CREB3L4
PRKACB,EP300
PRKACB,GLI3
PRKACB,GRIA1
PRKACB,GRIA2
PRKACB,GRIA3
PRKACB,GRIA4
PRKACB,GRIN1
PRKACB,GRIN2A
PRKACB,GRIN2B
PRKACB,GRIN2C
PRKACB,GRIN2D
PRKACB,RHOA
PRKACB,LIPE
PRKACB,NFATC1
PRKACB,NFKB1
PRKACB,NFKBIA
PRKACB,ATP2B1
PRKACB,ATP2B2
PRKACB,ATP2B3
PRKACB,ATP2B4
PRKACB,PDE3A
PRKACB,PDE3B
PRKACB,PDE4A
PRKACB,PDE4B
PRKACB,PDE4C
PRKACB,PDE4D
PRKACB,FXYD1
PRKACB,PPARA
PRKACB,BAD
PRKACB,RAF1
PRKACB,RELA
PRKACB,RYR2
PRKACB,CREB3L2
PRKACB,SLC9A1
PRKACB,SOX9
PRKACB,TNNI3
PRKACB,CACNA1C
PRKACB,CACNA1D
PRKACB,CACNA1F
PRKACB,CACNA1S
PRKACB,PPP1R1B
PRKACB,CREB3L3
PRKACB,ORAI1
PRKACB,CREB3L1
PRKACB,CREB5
PRKACG,CREB3
PRKACG,CFTR
PRKACG,PDE10A
PRKACG,GRIN3A
PRKACG,GRIN3B
PRKACG,CREB1
PRKACG,CREBBP
PRKACG,CREB3L4
PRKACG,EP300
PRKACG,GLI3
PRKACG,GRIA1
PRKACG,GRIA2
PRKACG,GRIA3
PRKACG,GRIA4
PRKACG,GRIN1
PRKACG,GRIN2A
PRKACG,GRIN2B
PRKACG,GRIN2C
PRKACG,GRIN2D
PRKACG,RHOA
PRKACG,LIPE
PRKACG,NFATC1
PRKACG,NFKB1
PRKACG,NFKBIA
PRKACG,ATP2B1
PRKACG,ATP2B2
PRKACG,ATP2B3
PRKACG,ATP2B4
PRKACG,PDE3A
PRKACG,PDE3B
PRKACG,PDE4A
PRKACG,PDE4B
PRKACG,PDE4C
PRKACG,PDE4D
PRKACG,FXYD1
PRKACG,PPARA
PRKACG,BAD
PRKACG,RAF1
PRKACG,RELA
PRKACG,RYR2
PRKACG,CREB3L2
PRKACG,SLC9A1
PRKACG,SOX9
PRKACG,TNNI3
PRKACG,CACNA1C
PRKACG,CACNA1D
PRKACG,CACNA1F
PRKACG,CACNA1S
PRKACG,PPP1R1B
PRKACG,CREB3L3
PRKACG,ORAI1
PRKACG,CREB3L1
PRKACG,CREB5
MAPK1,CREB3
MAPK1,CREB1
MAPK1,CREB3L4
MAPK1,CREB3L2
MAPK1,CREB3L3
MAPK1,CREB3L1
MAPK1,CREB5
MAPK3,CREB3
MAPK3,CREB1
MAPK3,CREB3L4
MAPK3,CREB3L2
MAPK3,CREB3L3
MAPK3,CREB3L1
MAPK3,CREB5
SUCNR1,GNAI1
SUCNR1,GNAI2
SUCNR1,GNAI3
PTGER2,GNAS
PTGER3,GNAI1
PTGER3,GNAI2
PTGER3,GNAI3
RAP1A,RAF1
RAP1B,RAF1
RELA,AMH
RRAS,PLD1
RRAS,PLD2
CREB3L2,FOS
CREB3L2,JUN
CREB3L2,BDNF
CREB3L2,CREB3L3
CREB3L2,CREB3L1
CREB3L2,CREB5
SOX9,AMH
SST,CHRM1
SST,CHRM2
SST,ADORA1
SST,ADRB2
SST,DRD2
SST,EDNRA
SST,GABBR1
SST,GHSR
SST,HCAR1
SST,FFAR2
SST,HTR1A
SST,HTR1B
SST,HTR1D
SST,HTR1E
SST,HTR1F
SST,HCAR2
SST,NPY1R
SST,OXTR
SST,SUCNR1
SST,PTGER3
SST,SSTR1
SST,SSTR2
SST,SSTR5
SST,HCAR3
SST,GABBR2
SSTR1,GNAI1
SSTR1,GNAI2
SSTR1,GNAI3
SSTR2,GNAI1
SSTR2,GNAI2
SSTR2,GNAI3
SSTR5,GNAI1
SSTR5,GNAI2
SSTR5,GNAI3
TSHB,ADCYAP1R1
TSHB,ADORA2A
TSHB,GPR119
TSHB,ADRB1
TSHB,DRD1
TSHB,DRD5
TSHB,FSHR
TSHB,GIPR
TSHB,GLP1R
TSHB,HTR4
TSHB,HTR6
TSHB,LHCGR
TSHB,MC2R
TSHB,NPR1
TSHB,PTGER2
TSHB,TSHR
TSHB,VIPR2
TSHR,GNAS
VIP,ADCYAP1R1
VIP,ADORA2A
VIP,GPR119
VIP,ADRB1
VIP,DRD1
VIP,DRD5
VIP,FSHR
VIP,GIPR
VIP,GLP1R
VIP,HTR4
VIP,HTR6
VIP,LHCGR
VIP,MC2R
VIP,NPR1
VIP,PTGER2
VIP,TSHR
VIP,VIPR2
VIPR2,GNAS
CAMK4,ADCY1
CAMK4,ADCY2
CAMK4,PDE10A
CAMK4,ADCY3
CAMK4,ADCY5
CAMK4,ADCY6
CAMK4,ADCY7
CAMK4,ADCY8
CAMK4,ADCY9
CAMK4,ADCY4
CAMK4,PDE3A
CAMK4,PDE3B
CAMK4,PDE4A
CAMK4,PDE4B
CAMK4,PDE4C
CAMK4,PDE4D
CAMK2A,ADCY1
CAMK2A,ADCY2
CAMK2A,PDE10A
CAMK2A,ADCY3
CAMK2A,ADCY5
CAMK2A,ADCY6
CAMK2A,ADCY7
CAMK2A,ADCY8
CAMK2A,ADCY9
CAMK2A,ADCY4
CAMK2A,PDE3A
CAMK2A,PDE3B
CAMK2A,PDE4A
CAMK2A,PDE4B
CAMK2A,PDE4C
CAMK2A,PDE4D
CAMK2B,ADCY1
CAMK2B,ADCY2
CAMK2B,PDE10A
CAMK2B,ADCY3
CAMK2B,ADCY5
CAMK2B,ADCY6
CAMK2B,ADCY7
CAMK2B,ADCY8
CAMK2B,ADCY9
CAMK2B,ADCY4
CAMK2B,PDE3A
CAMK2B,PDE3B
CAMK2B,PDE4A
CAMK2B,PDE4B
CAMK2B,PDE4C
CAMK2B,PDE4D
CAMK2D,ADCY1
CAMK2D,ADCY2
CAMK2D,PDE10A
CAMK2D,ADCY3
CAMK2D,ADCY5
CAMK2D,ADCY6
CAMK2D,ADCY7
CAMK2D,ADCY8
CAMK2D,ADCY9
CAMK2D,ADCY4
CAMK2D,PDE3A
CAMK2D,PDE3B
CAMK2D,PDE4A
CAMK2D,PDE4B
CAMK2D,PDE4C
CAMK2D,PDE4D
CAMK2G,ADCY1
CAMK2G,ADCY2
CAMK2G,PDE10A
CAMK2G,ADCY3
CAMK2G,ADCY5
CAMK2G,ADCY6
CAMK2G,ADCY7
CAMK2G,ADCY8
CAMK2G,ADCY9
CAMK2G,ADCY4
CAMK2G,PDE3A
CAMK2G,PDE3B
CAMK2G,PDE4A
CAMK2G,PDE4B
CAMK2G,PDE4C
CAMK2G,PDE4D
PPP1R1B,PPP1CA
PPP1R1B,PPP1CB
PPP1R1B,PPP1CC
CREB3L3,FOS
CREB3L3,JUN
CREB3L3,BDNF
CREB3L3,CREB3L1
CREB3L3,CREB5
HCAR3,GNAI1
HCAR3,GNAI2
HCAR3,GNAI3
CREB3L1,FOS
CREB3L1,JUN
CREB3L1,BDNF
CREB3L1,CREB5
GABBR2,GNAI1
GABBR2,GNAI2
GABBR2,GNAI3
CREB5,FOS
CREB5,JUN
CREB5,BDNF
C00076,PRKCB
C00076,PRKCD
C00165,PRKCD
C05981,PREX1
PIK3R6,C05981
PIK3R5,C05981
PIK3CG,C05981
AKT3,FOXO3
AKT3,GSK3A
CCL26,CXCR6
CCL26,CCR9
CCL26,CCR1
CCL26,CCR3
CCL26,CCR4
CCL26,CCR5
CCL26,CCR6
CCL26,CCR7
CCL26,CCR8
CCL26,CX3CR1
CCL26,CCR10
CCL26,XCR1
CCL26,CXCR3
CCL26,CXCR1
CCL26,CXCR2
CCL26,CXCR5
CCL26,CCR2
CCL26,CXCR4
VAV3,RHOA
VAV3,CDC42
CXCL13,CXCR6
CXCL13,CCR9
CXCL13,CCR1
CXCL13,CCR3
CXCL13,CCR4
CXCL13,CCR5
CXCL13,CCR6
CXCL13,CCR7
CXCL13,CCR8
CXCL13,CX3CR1
CXCL13,CCR10
CXCL13,XCR1
CXCL13,CXCR3
CXCL13,CXCR1
CXCL13,CXCR2
CXCL13,CXCR5
CXCL13,CCR2
CXCL13,CXCR4
CXCR6,GNAI1
CXCR6,GNAI2
CXCR6,GNAI3
CXCR6,GNAQ
CXCR6,JAK2
CXCR6,JAK3
GNB5,PLCB1
GNB5,PIK3CA
GNB5,PIK3CB
GNB5,PIK3CD
GNB5,PIK3R1
GNB5,PIK3R2
GNB5,PLCB2
GNB5,PLCB3
GNB5,PLCB4
GNB5,PLCG1
GNB5,PLCG2
GNB5,PREX1
GNB5,PIK3R3
ADCY1,PRKACA
ADCY1,PRKACB
ADCY1,PRKACG
ADCY2,PRKACA
ADCY2,PRKACB
ADCY2,PRKACG
CCR9,GNAI1
CCR9,GNAI2
CCR9,GNAI3
CCR9,GNAQ
CCR9,JAK2
CCR9,JAK3
CCL27,CXCR6
CCL27,CCR9
CCL27,CCR1
CCL27,CCR3
CCL27,CCR4
CCL27,CCR5
CCL27,CCR6
CCL27,CCR7
CCL27,CCR8
CCL27,CX3CR1
CCL27,CCR10
CCL27,XCR1
CCL27,CXCR3
CCL27,CXCR1
CCL27,CXCR2
CCL27,CXCR5
CCL27,CCR2
CCL27,CXCR4
ADCY3,PRKACA
ADCY3,PRKACB
ADCY3,PRKACG
ADCY5,PRKACA
ADCY5,PRKACB
ADCY5,PRKACG
ADCY6,PRKACA
ADCY6,PRKACB
ADCY6,PRKACG
ADCY7,PRKACA
ADCY7,PRKACB
ADCY7,PRKACG
ADCY8,PRKACA
ADCY8,PRKACB
ADCY8,PRKACG
CHUK,NFKBIA
CHUK,NFKBIB
ADCY9,PRKACA
ADCY9,PRKACB
ADCY9,PRKACG
CCR1,GNAI1
CCR1,GNAI2
CCR1,GNAI3
CCR1,GNAQ
CCR1,JAK2
CCR1,JAK3
CCR3,GNAI1
CCR3,GNAI2
CCR3,GNAI3
CCR3,GNAQ
CCR3,JAK2
CCR3,JAK3
CCR4,GNAI1
CCR4,GNAI2
CCR4,GNAI3
CCR4,GNAQ
CCR4,JAK2
CCR4,JAK3
CCR5,GNAI1
CCR5,GNAI2
CCR5,GNAI3
CCR5,GNAQ
CCR5,JAK2
CCR5,JAK3
CCR6,GNAI1
CCR6,GNAI2
CCR6,GNAI3
CCR6,GNAQ
CCR6,JAK2
CCR6,JAK3
CCR7,GNAI1
CCR7,GNAI2
CCR7,GNAI3
CCR7,GNAQ
CCR7,JAK2
CCR7,JAK3
CCR8,GNAI1
CCR8,GNAI2
CCR8,GNAI3
CCR8,GNAQ
CCR8,JAK2
CCR8,JAK3
GRK7,CXCR6
GRK7,CCR9
GRK7,CCR1
GRK7,CCR3
GRK7,CCR4
GRK7,CCR5
GRK7,CCR6
GRK7,CCR7
GRK7,CCR8
GRK7,CX3CR1
GRK7,CCR10
GRK7,XCR1
GRK7,CXCR3
GRK7,CXCR1
GRK7,CXCR2
GRK7,CXCR5
GRK7,CCR2
GRK7,CXCR4
CRK,CRKL
CRK,PTK2
CRK,PXN
CRK,BCAR1
CRKL,PTK2
CRKL,PXN
CRKL,BCAR1
PIK3R6,HRAS
PIK3R6,ITK
PIK3R6,KRAS
PIK3R6,NRAS
PIK3R6,PRKCZ
PIK3R6,PTK2
CX3CR1,GNAI1
CX3CR1,GNAI2
CX3CR1,GNAI3
CX3CR1,GNAQ
CX3CR1,JAK2
CX3CR1,JAK3
GRK2,CXCR6
GRK2,CCR9
GRK2,CCR1
GRK2,CCR3
GRK2,CCR4
GRK2,CCR5
GRK2,CCR6
GRK2,CCR7
GRK2,CCR8
GRK2,CX3CR1
GRK2,CCR10
GRK2,XCR1
GRK2,CXCR3
GRK2,CXCR1
GRK2,CXCR2
GRK2,CXCR5
GRK2,CCR2
GRK2,CXCR4
GRK3,CXCR6
GRK3,CCR9
GRK3,CCR1
