symbol,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MCF7,MDA-MB-231/ATCC,MDA-MB-468,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF 393,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
CLEC4E,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
CLEC4M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIP1,8,7,16,15,7,4,3,10,9,7,6,6,6,6,5,5,7,3,7,10,7,10,5,8,6,3,10,9,13,12,5,7,4,5,7,6,2,6,4,9,4,7,8,12,8,15,7,15,6,5,5,7,3,5,9
CNR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,2,3,0,0,1,8,0,0,0
CNTF,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0
CNTFR,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL1A1,0,5,2,0,105,2,2,0,0,9,1,4,0,180,2,2596,0,9,0,0,5,0,2,0,2,0,42,1,0,3,1,4,1,4,75,10,0,5,505,8,1086,0,1,0,25,0,608,0,0,13,1,35,0,0,20
COL1A2,0,0,0,0,123,0,1,0,0,0,0,0,0,1,88,1591,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,346,150,26,492,0,0,0,0,0,736,0,0,0,0,101,0,0,0
COL2A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL3A1,0,0,0,0,66,0,0,0,0,18,0,0,0,23,0,1221,0,2,0,0,1,0,0,0,0,0,0,0,0,7,198,0,1,0,0,0,0,0,8,0,1029,0,1,0,0,32,112,0,0,0,0,0,0,0,0
COL4A1,80,49,24,77,11,34,0,0,5,34,0,0,0,72,0,382,0,147,0,0,0,6,0,4,1,0,58,1,1,2,0,17,182,3,28,5,0,144,49,21,149,0,0,4,107,16,248,0,0,0,68,25,6,18,190
COL4A2,74,89,32,104,16,47,0,0,19,30,2,0,2,84,0,234,1,170,0,0,0,23,0,17,4,0,80,2,0,6,0,23,191,0,56,12,0,148,112,39,144,0,0,8,105,30,198,2,1,0,98,65,18,25,233
COL4A3,0,0,1,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,11,0,1,2,0,0,0,0,0,0,0
COL4A4,0,0,3,2,0,0,0,0,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0
COL6A1,4,38,2,5,27,15,0,0,27,14,129,30,0,155,205,518,0,7,0,1,60,8,0,25,0,0,80,4,0,13,8,7,5,49,11,162,0,177,26,165,73,5,1,3,6,49,353,0,17,1,30,181,12,14,27
COL6A2,10,52,1,9,21,30,0,0,24,5,3,32,0,150,176,532,0,4,1,0,106,1,1,11,0,0,23,2,0,0,7,5,8,30,24,256,0,254,36,98,117,1,2,5,25,49,318,0,1,0,0,192,0,9,5
COL6A3,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,658,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,0,1,33,116,110,0,0,0,0,0,8,36,0,0,0,0,0,0,0
COL6A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL9A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0
COL9A2,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,5,7,20,0,1,0,1,0,0,0,0,5,0,0,1,0,3,0,0,6,0,7,1,4,0
COL9A3,0,0,0,0,0,0,1,0,0,0,6,6,2,0,0,0,21,0,0,0,2,6,0,0,0,4,0,2,0,1,1,0,0,8,1,0,2,0,0,0,0,85,44,5,0,0,17,0,12,1,0,68,5,159,0
COMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP1,13,9,9,10,7,17,13,13,9,6,14,8,9,8,6,4,12,7,17,13,9,9,9,7,14,11,7,5,10,11,14,12,14,7,5,0,9,4,6,7,8,11,7,7,9,7,8,8,9,10,13,8,8,9,8
CPT1A,2,8,7,6,15,0,34,21,10,36,36,12,9,4,2,4,21,3,7,14,6,28,36,12,20,2,2,15,11,13,47,32,15,17,0,10,34,11,17,6,3,1,3,1,17,5,10,18,25,39,28,17,9,3,5
CPT1B,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
CPT1C,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,23,4,0,1,0,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0
CPT2,4,2,1,5,6,2,7,13,6,9,16,5,13,7,5,2,10,5,9,6,2,8,9,3,8,4,3,4,3,5,6,11,5,6,3,3,12,3,4,5,5,7,6,5,4,4,5,8,9,10,13,9,7,7,7
CREB1,7,4,5,6,4,3,11,6,4,5,4,6,3,6,3,4,5,7,5,8,5,4,5,6,6,12,2,3,5,6,5,6,4,6,2,4,4,6,4,5,4,4,4,3,7,8,5,10,5,4,6,5,4,4,5
CREB3,24,56,34,17,55,33,12,44,43,31,21,11,27,21,31,18,14,23,11,22,16,14,31,34,73,13,21,46,29,16,20,28,30,15,22,24,11,10,51,48,30,18,39,13,52,20,50,12,14,31,12,20,19,20,16
CREB3L1,1,1,0,1,8,8,0,7,0,0,10,0,0,18,14,39,56,0,4,12,0,0,0,21,0,0,0,0,0,0,0,0,0,4,7,1,0,45,39,28,41,0,0,0,0,24,22,0,0,0,0,4,0,0,3
CREB3L2,41,26,4,15,4,13,6,25,5,14,6,18,13,21,25,25,5,9,16,3,5,18,5,15,5,4,9,3,2,6,5,2,12,15,12,3,8,21,13,18,7,27,19,12,5,9,23,3,12,3,4,8,13,16,24
CREB3L3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CREB3L4,1,5,1,2,1,4,4,13,4,6,7,3,7,4,1,0,6,2,9,6,4,3,15,1,13,4,1,6,5,3,7,10,7,6,1,5,10,3,2,1,2,5,3,4,2,2,2,2,4,76,3,3,3,3,3
CREB5,15,1,0,13,2,2,0,0,0,0,0,0,0,1,4,0,1,3,1,7,2,1,0,0,0,0,1,3,1,0,0,2,2,5,0,0,0,4,1,1,0,8,1,6,1,0,1,0,0,0,11,4,0,10,8
CREBBP,4,6,2,7,5,2,7,8,7,5,7,7,6,5,3,3,6,8,4,9,7,5,7,5,5,8,7,6,7,3,12,5,3,11,4,2,6,8,6,7,5,5,5,5,13,7,6,6,7,7,7,8,4,3,8
CRK,26,21,43,38,33,18,11,20,35,38,35,33,28,21,14,18,16,26,12,22,27,32,29,27,22,7,32,37,21,24,15,19,15,21,61,15,8,20,30,40,20,12,24,23,17,31,21,16,29,21,32,35,22,22,16
CRKL,19,15,13,19,23,9,30,26,62,20,25,27,29,16,16,18,39,27,91,25,14,19,17,19,27,39,11,23,30,15,24,30,20,76,22,11,6,21,19,19,16,8,35,17,28,37,23,37,22,20,16,18,15,18,13
CRTC2,10,12,5,9,9,12,12,11,21,15,10,9,7,10,12,5,9,11,7,9,10,11,12,12,16,9,9,31,11,11,11,13,19,10,8,11,13,11,9,9,12,16,8,15,13,9,10,23,10,16,12,13,9,11,7
CSF1,34,76,6,2,17,32,1,0,34,2,0,0,3,30,34,59,0,4,4,0,1,0,0,36,7,0,11,1,0,2,1,1,0,5,0,0,0,7,11,20,88,1,0,1,19,10,51,0,0,0,43,18,0,1,27
CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,18,0,0,0,0,0,0,0
CSF2,5,0,0,0,0,31,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
CSF2RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1A1,24,23,14,11,20,24,20,25,33,15,20,26,19,23,15,20,22,16,22,19,30,17,26,17,25,22,28,16,20,17,16,18,26,27,31,26,10,20,15,27,23,21,19,15,25,25,21,33,24,29,25,35,12,16,20
CSNK1A1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1D,12,16,10,15,9,25,11,18,14,18,13,17,20,23,24,7,14,15,14,11,17,10,19,14,18,13,15,16,13,12,32,30,18,18,10,12,10,8,19,25,23,17,12,12,15,10,11,15,19,21,15,17,13,9,12
CSNK1E,16,12,6,13,17,8,11,11,31,25,18,27,26,18,13,28,16,21,12,24,27,36,9,16,16,18,7,17,12,9,29,12,18,19,22,11,30,34,15,19,12,52,29,23,16,12,20,26,35,14,12,32,10,20,21
CSNK1G1,3,3,4,4,3,2,4,5,4,6,5,5,6,3,2,1,7,4,3,4,3,6,7,2,1,5,5,3,4,2,4,7,1,4,3,1,4,4,2,4,4,3,3,4,3,2,3,4,5,4,4,8,2,2,4
CSNK1G2,14,16,6,13,16,11,44,13,28,18,27,27,34,16,14,16,22,14,23,14,21,25,9,19,14,37,15,20,11,11,16,11,8,38,14,11,24,13,17,20,15,23,11,12,20,15,15,35,27,11,23,22,17,18,21
CSNK1G3,11,5,12,7,13,12,3,12,9,6,13,15,7,11,6,8,13,6,7,14,13,9,8,8,6,6,7,6,5,7,8,8,9,14,13,3,3,6,5,8,9,13,7,5,10,11,6,3,10,6,13,12,5,9,9
CSNK2A1,27,14,40,36,30,17,50,53,36,32,30,57,33,51,15,20,35,35,25,30,39,27,20,25,28,52,14,31,11,12,30,25,18,31,34,24,23,43,26,24,15,28,30,28,22,15,19,32,74,22,43,27,26,29,36
CSNK2A2,19,14,14,29,14,16,20,8,19,13,14,15,17,19,10,4,15,12,22,12,15,13,5,8,23,22,19,11,13,22,15,10,8,8,22,6,12,11,12,15,8,15,5,9,15,26,8,15,35,6,19,12,10,10,17
CSNK2A3,5,1,9,4,2,2,9,10,1,4,5,10,5,6,1,2,6,3,3,2,5,5,3,3,3,9,2,4,1,1,3,3,1,6,3,2,2,2,2,3,1,4,2,4,2,2,1,6,12,3,7,5,2,2,6
CSNK2B,7,5,5,4,14,10,21,9,19,5,11,10,12,11,6,8,10,6,19,4,10,13,11,18,19,23,8,16,7,5,17,7,10,11,14,9,10,8,10,8,11,15,5,7,7,17,8,16,9,11,10,12,13,9,11
CTBP1,10,13,5,9,15,18,29,22,25,10,23,15,25,13,12,5,23,12,12,14,16,11,11,13,10,34,9,7,21,13,17,15,8,15,12,9,12,15,8,13,16,17,5,9,18,17,9,16,18,16,16,15,14,8,11
CTBP2,10,7,10,8,5,10,0,13,13,8,17,17,19,5,8,4,13,11,0,19,10,9,9,7,7,0,5,6,12,10,9,19,12,15,12,4,0,9,6,5,6,10,9,4,9,11,4,3,12,7,9,16,6,4,7
CTF1,0,0,0,2,1,2,0,0,0,3,0,1,0,0,9,1,0,0,2,0,0,0,0,3,0,0,1,0,0,0,2,0,3,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,8
CTLA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,3,1,0
CTNNA1,89,54,58,62,55,75,4,78,54,76,38,46,33,84,48,63,52,54,42,28,74,66,72,83,14,7,53,34,65,55,54,70,78,81,89,0,27,43,68,49,46,53,53,66,114,55,58,61,32,51,42,51,28,52,56
CTNNA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
CTNNA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTNNB1,49,31,58,43,43,37,21,58,28,52,78,46,59,67,37,31,29,54,24,39,46,107,37,60,52,22,61,33,63,31,45,74,42,64,63,42,15,26,57,39,42,117,88,199,34,62,81,40,44,54,44,46,100,59,77
CTNNBIP1,5,1,1,1,11,3,15,23,8,5,3,8,19,5,15,2,7,2,12,3,1,10,7,15,9,9,5,3,28,1,20,9,11,7,3,10,3,4,10,2,10,8,18,6,3,6,9,0,14,11,12,12,7,6,6
CTNND1,32,19,35,24,28,20,1,68,32,32,55,31,56,28,26,29,66,34,20,25,25,32,24,23,46,1,28,12,39,15,46,42,41,53,27,21,1,23,21,15,17,17,20,22,38,17,29,15,49,72,32,22,19,16,52
CTNND2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0
CTSB,23,68,42,23,265,110,2,104,65,21,36,45,52,54,54,175,18,21,27,23,195,185,30,43,38,4,48,8,23,14,13,123,58,53,39,17,80,104,48,67,142,110,235,47,70,97,85,48,40,32,17,56,31,55,141
CTSD,86,447,40,58,66,180,39,203,74,106,58,21,100,85,402,92,128,79,35,29,28,209,691,360,124,16,49,26,55,73,40,47,39,237,23,64,50,236,179,164,426,197,232,147,245,74,535,25,40,591,101,159,142,34,259
CUL1,63,43,38,39,31,34,15,18,26,28,39,20,24,26,57,19,31,28,37,17,27,56,21,33,29,27,22,52,11,42,29,30,35,15,28,34,52,15,24,47,21,30,27,42,16,23,35,36,38,13,40,26,24,34,18
CUL3,10,5,14,9,6,7,12,8,7,9,10,9,8,8,5,5,8,5,5,6,10,8,8,6,10,10,9,15,5,9,10,9,5,11,7,7,4,2,7,8,5,7,8,6,10,10,6,9,9,7,10,8,8,10,6
CX3CL1,1,0,0,2,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,1,6,6,0,0,0,0,0,0,2,0,5,2,2,0,0,0,0,0,0,5,3,2,3,4
CX3CR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL1,8,1,1,38,629,2401,0,5,4,51,17,1,0,4,0,0,1,0,0,10,197,0,0,0,4,0,6,38,0,134,0,36,12,3,0,85,0,9,0,0,0,2,14,82,67,4,0,0,1,0,10,0,62,3,79
CXCL10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CXCL11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,5,1,30,0,0,0,0,0,16,0,0,41,0,0,0,0,0
CXCL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCL14,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543,0,0,0
CXCL16,0,1,5,3,0,0,0,7,9,11,21,22,29,0,0,1,5,3,0,3,0,1,6,1,15,0,4,2,6,4,4,5,21,5,0,5,9,0,6,6,5,1,4,6,2,3,3,1,5,24,2,12,0,3,7
CXCL2,4,4,2,24,50,124,0,5,16,21,4,1,0,3,1,0,0,0,4,10,64,0,0,2,0,0,3,19,0,9,0,3,0,1,1,2,0,0,0,0,0,0,0,0,6,1,0,0,1,0,5,0,0,0,8
CXCL3,0,0,0,1,8,6,0,2,0,5,8,0,0,0,0,0,0,0,5,16,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1
CXCL5,97,0,101,0,199,269,0,0,3,249,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,1,3,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
CXCL6,0,0,0,0,21,1596,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113
CXCL8,61,2,2,11,83,370,0,4,14,15,1,2,0,7,1,56,1,0,14,3,141,0,0,1,6,0,20,8,3,43,0,2,5,1,0,92,0,22,0,29,0,5,12,9,12,3,1,0,3,0,6,1,10,45,76
CXCL9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR4,0,16,0,0,0,0,152,0,0,0,0,0,0,0,0,0,17,33,0,0,0,0,26,3,0,183,0,2,0,0,0,0,0,0,5,0,30,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0
CXCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CXXC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYCS,72,35,77,75,72,69,53,93,59,85,86,58,26,56,60,36,35,48,85,102,61,74,55,48,58,46,90,88,81,118,64,53,118,55,90,84,62,9,45,99,63,45,50,118,19,53,40,74,92,57,75,58,81,145,22
CYLD,5,4,2,7,2,3,2,4,3,1,1,2,1,3,2,2,1,1,1,1,3,3,0,3,4,4,5,2,2,0,1,0,3,1,4,1,6,3,2,8,2,3,1,1,1,10,4,4,3,2,2,3,0,1,7
CYP17A1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP27A1,0,0,0,1,0,0,0,37,2,0,0,0,0,6,4,0,0,0,0,0,0,22,0,1,17,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,38,62,21,0,0,16,0,3,0,0,6,46,42,2
CYP7A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYP8B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYSLTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
CYTH1,5,5,5,4,3,11,15,15,7,12,5,5,9,5,7,2,5,4,6,7,5,4,4,5,9,23,2,6,3,6,13,11,6,3,4,4,24,2,3,4,4,5,2,16,7,2,4,9,8,6,11,4,3,2,5
CYTH2,4,5,4,4,6,5,11,9,5,9,8,11,16,7,9,5,24,11,8,16,8,5,13,11,9,13,4,4,5,2,12,8,4,15,7,5,3,18,5,10,6,6,5,4,13,4,8,5,4,10,7,13,8,5,7
CYTH3,6,11,9,10,4,6,2,1,15,17,8,7,16,12,22,36,1,8,8,4,9,22,3,9,14,1,21,4,10,4,17,55,17,28,34,8,2,18,25,6,20,52,35,32,16,25,17,0,5,1,12,51,26,20,18
CYTH4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
DAAM1,1,0,1,1,1,0,2,5,1,4,2,2,1,2,3,2,1,2,1,4,0,2,7,3,6,2,2,2,5,0,1,6,4,3,2,2,0,1,0,1,1,9,4,5,2,1,5,1,4,10,1,3,2,4,1
DAAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,53,0,0,0,5,1,0,0,0,0,0,0,2,0,0,0,0,1,1,1,21,41,13,6,0,13,0,0,0,0,1,41,31,1
DAB2IP,0,5,1,0,9,0,2,12,7,3,11,4,2,5,1,10,14,6,0,1,4,9,1,12,7,5,5,1,3,1,6,14,5,8,7,2,0,3,6,3,3,10,12,9,10,3,5,11,5,23,14,7,3,6,5
DAPP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,8,0,0,4,3,0,0,1,22,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
DAXX,14,18,12,14,48,14,26,5,22,12,18,13,15,22,14,22,14,23,21,8,51,19,20,26,39,30,22,42,19,14,29,21,18,11,36,15,23,13,22,22,29,25,14,16,17,18,24,24,13,25,16,11,29,13,16
DBI,47,71,45,74,58,71,39,37,25,47,36,18,29,76,70,21,70,31,15,103,52,92,77,23,60,36,36,27,25,76,19,23,42,46,85,55,29,26,56,49,70,44,63,59,38,31,59,35,14,65,45,15,75,86,30
DCHS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
DCHS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DCN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
