Drug,Target
BELINOSTAT,HDAC5
AT7519,CDK1
AT7519,CDK2
ADL5859,OPRD1
LY2140023,GRM2
LY2140023,GRM3
TANESPIMYCIN,HSP90AA1
TANESPIMYCIN,HSP90AB1
CYC116,KDR
PRACINOSTAT,HDAC1
PRACINOSTAT,HDAC2
PRACINOSTAT,HDAC3
COBIMETINIB,MAP2K1
XL765,PIK3CA
XL765,PIK3CG
XL765,PIK3CD
XL765,PIK3CB
XL765,MTOR
VANDETANIB,VEGFA
VANDETANIB,EGFR
VANDETANIB,TEK
VANDETANIB,RET
HISTAMINE,HRH1
HISTAMINE,HRH2
EMRICASAN,CASP1
EMRICASAN,CASP3
EMRICASAN,CASP7
TALMAPIMOD,MAPK14
TALMAPIMOD,TNF
TALMAPIMOD,IL1B
GW501516,PPARD
GW501516,PPARA
CANERTINIB,EGFR
TANDUTINIB,FLT3
TANDUTINIB,PDGFD
VX702,MAPK14
VX702,TNF
VX702,IL1B
VX702,IL6
VX765,CASP1
VX765,IL1B
PELITINIB,EGFR
TG100115,PIK3CD
TG100115,PIK3CG
NPS2143,CASR
ANDROGRAPHOLIDE,TNF
ANDROGRAPHOLIDE,IL1B
ANDROGRAPHOLIDE,IL6
ANDROGRAPHOLIDE,NFKB2
ANDROGRAPHOLIDE,NFKB1
ABIRATERONE,CYP17A1
OSI930,KIT
OSI930,FLT1
CVT6883,ADORA2B
MK0354,GPER1
VARLITINIB,ERBB2
VARLITINIB,EGFR
SNS032,VEGFA
BARDOXOLONE METHYL,NFKBIA
PLINABULIN,TNF
AV412,EGFR
AV412,ERBB2
AZD8330,MAP3K1
SNX5422,HSP90AA1
SNX5422,HSP90AB1
LINSITINIB,IGF1R
KX01,SRC
MIANSERIN,ADRA2A
MIANSERIN,HTR2A
MIANSERIN,HRH1
MIANSERIN,HTR1A
MIANSERIN,ADRA2C
MIANSERIN,HTR2B
MIANSERIN,HTR1F
MIANSERIN,ADRA2B
MIANSERIN,HTR7
MIANSERIN,DRD2
MIANSERIN,HTR6
MIANSERIN,ADRA1A
MIANSERIN,ADRA1B
MIANSERIN,ADRA1D
MIANSERIN,DRD1
MIANSERIN,DRD5
ACETYLCYSTEINE,IKBKB
ACETYLCYSTEINE,CHUK
ACETYLCYSTEINE,GRIN2B
ACETYLCYSTEINE,GRIN1
ACETYLCYSTEINE,GRIN2A
ACETYLCYSTEINE,GRIN2D
ACETYLCYSTEINE,GRIN3A
PIZOTIFEN,CHRM1
PIZOTIFEN,CHRM2
PIZOTIFEN,CHRM3
PIZOTIFEN,HTR2A
PIZOTIFEN,HTR2B
PIZOTIFEN,HTR1A
PIZOTIFEN,HTR1B
PIZOTIFEN,HTR1D
PIZOTIFEN,HRH1
PIZOTIFEN,ADRA1A
PIZOTIFEN,ADRA1B
PIZOTIFEN,ADRA1D
PIZOTIFEN,ADRA2A
PIZOTIFEN,ADRA2B
PIZOTIFEN,ADRA2C
RIMONABANT,CNR1
ROMIDEPSIN,HDAC1
ROMIDEPSIN,HDAC2
ROMIDEPSIN,HDAC4
SELICICLIB,CDK1
SELICICLIB,CDK2
SELICICLIB,MAPK3
SELICICLIB,MAPK1
SELICICLIB,CSNK1E
SILODOSIN,ADRA1A
SILODOSIN,ADRA1B
SILODOSIN,ADRA1D
ELTROMBOPAG,MPL
TOLVAPTAN,AVPR1A
ASENAPINE,DRD2
ASENAPINE,HTR2A
ASENAPINE,HTR1A
ASENAPINE,HTR1B
ASENAPINE,HTR2B
ASENAPINE,HTR5A
ASENAPINE,HTR6
ASENAPINE,HTR7
ASENAPINE,ADRA2A
ASENAPINE,ADRA2B
ASENAPINE,ADRA2C
ASENAPINE,ADRA1A
ASENAPINE,DRD1
ASENAPINE,HRH1
ASENAPINE,HRH2
ASENAPINE,ADRB1
ASENAPINE,ADRB2
RIDAFOROLIMUS,MTOR
LONIDAMINE,CFTR
LONIDAMINE,HK1
TEMSIROLIMUS,MTOR
AMISULPRIDE,DRD2
AMISULPRIDE,HTR7
AMISULPRIDE,HTR2A
BAZEDOXIFENE,ESR1
BAZEDOXIFENE,ESR2
AMBRISENTAN,EDNRA
AMBRISENTAN,EDNRB
LONAFARNIB,IGFBP3
LESTAURTINIB,FLT3
SUMANIROLE,DRD2
PRUCALOPRIDE,HTR4
ENZASTAURIN,PRKCB
ENZASTAURIN,CHEK1
ENZASTAURIN,CHEK2
ENZASTAURIN,AKT1
ENZASTAURIN,PIK3R1
PAZOPANIB,FLT1
PAZOPANIB,KDR
PAZOPANIB,FLT4
PAZOPANIB,PDGFRA
PAZOPANIB,PDGFRB
PAZOPANIB,KIT
PAZOPANIB,FGFR3
PAZOPANIB,ITK
PAZOPANIB,FGF1
PAZOPANIB,SH2B3
MIDOSTAURIN,PRKCA
MIDOSTAURIN,KDR
MIDOSTAURIN,KIT
MIDOSTAURIN,PDGFRA
MIDOSTAURIN,PDGFRB
MIDOSTAURIN,FLT3
PANOBINOSTAT,HDAC1
PANOBINOSTAT,HDAC2
PANOBINOSTAT,HDAC3
PANOBINOSTAT,HDAC4
PANOBINOSTAT,HDAC5
BOSUTINIB,ABL1
BOSUTINIB,LYN
BOSUTINIB,HCK
BOSUTINIB,SRC
BOSUTINIB,CDK2
BOSUTINIB,MAP2K1
BOSUTINIB,MAP2K2
BOSUTINIB,MAP3K2
BOSUTINIB,CAMK2G
FLUPIRTINE,ADRA2A
AXITINIB,FLT1
AXITINIB,KDR
AXITINIB,FLT4
PERIFOSINE,AKT1
PERIFOSINE,MAPK1
PERIFOSINE,PRKCA
XYLOMETAZOLINE,ADRA1A
XYLOMETAZOLINE,ADRA2A
XYLOMETAZOLINE,ADRA2B
XYLOMETAZOLINE,ADRA1B
XYLOMETAZOLINE,ADRA1D
XYLOMETAZOLINE,ADRA2C
FESOTERODINE,CHRM3
FESOTERODINE,CHRM1
FESOTERODINE,CHRM2
FESOTERODINE,CHRM5
METHYLTESTOSTERONE,ESR1
LORNOXICAM,PTGS2
BAFILOMYCIN A1,ATP6V1A
SERATRODAST,TBXA2R
NEPAFENAC,PTGS2
PLERIXAFOR,CXCR4
PD0325901,MAP2K1
EMODIN,CSNK2A1
HEXESTROL,ESR1
ERTEBEREL,ESR2
ERTEBEREL,ESR1
PH797804,MAPK14
WORTMANNIN,PIK3CG
WORTMANNIN,PLK1
WORTMANNIN,PIK3R1
WORTMANNIN,PIK3CA
FASUDIL,PRKACA
FASUDIL,ROCK1
FASUDIL,ROCK2
IVACAFTOR,CFTR
VISMODEGIB,SMO
ELLAGIC ACID,CSNK2A1
ELLAGIC ACID,PRKACA
ELLAGIC ACID,PRKCA
ELLAGIC ACID,PRKCB
ELLAGIC ACID,SYK
CRIZOTINIB,MET
FINGOLIMOD,S1PR5
FINGOLIMOD,HDAC1
CABOZANTINIB,MET
CABOZANTINIB,KDR
CABOZANTINIB,RET
RUXOLITINIB,JAK1
RUXOLITINIB,JAK2
VEMURAFENIB,BRAF
TOFACITINIB,JAK1
TOFACITINIB,JAK2
TOFACITINIB,JAK3
TOFACITINIB,TYK2
REGORAFENIB,FLT1
REGORAFENIB,KDR
REGORAFENIB,FLT4
REGORAFENIB,KIT
REGORAFENIB,PDGFRA
REGORAFENIB,PDGFRB
REGORAFENIB,FGFR1
REGORAFENIB,FGFR2
REGORAFENIB,TEK
REGORAFENIB,NTRK1
REGORAFENIB,EPHA2
REGORAFENIB,RAF1
REGORAFENIB,BRAF
REGORAFENIB,MAPK11
REGORAFENIB,ABL1
REGORAFENIB,RET
PONATINIB,ABL1
PONATINIB,KIT
PONATINIB,RET
PONATINIB,TEK
PONATINIB,FLT3
PONATINIB,FGFR1
PONATINIB,FGFR2
PONATINIB,FGFR3
PONATINIB,FGFR4
PONATINIB,LCK
PONATINIB,SRC
PONATINIB,LYN
PONATINIB,KDR
PONATINIB,PDGFRA
DIMETHYL FUMARATE,RELA
POMALIDOMIDE,TNF
POMALIDOMIDE,PTGS2
TRAMETINIB,MAP2K1
TRAMETINIB,MAP2K2
DABRAFENIB,BRAF
DABRAFENIB,RAF1
DABRAFENIB,SIK1
AFATINIB,EGFR
AFATINIB,ERBB2
AFATINIB,ERBB4
MACITENTAN,EDNRA
MACITENTAN,EDNRB
CLINOFIBRATE,PPARA
CLINOFIBRATE,PPARG
CLINOFIBRATE,PPARD
VORAPAXAR,F2R
CIPROFIBRATE,PPARA
PALBOCICLIB,CDK4
PALBOCICLIB,CDK6
LENVATINIB,FLT1
LENVATINIB,KDR
LENVATINIB,FLT4
LENVATINIB,FGFR1
LENVATINIB,FGFR2
LENVATINIB,FGFR3
LENVATINIB,FGFR4
LENVATINIB,KIT
NINTEDANIB,FLT1
NINTEDANIB,KDR
NINTEDANIB,FLT4
NINTEDANIB,FGFR1
NINTEDANIB,FGFR2
NINTEDANIB,FGFR3
NINTEDANIB,FLT3
NINTEDANIB,LCK
NINTEDANIB,LYN
NINTEDANIB,SRC
DIENOGEST,PGR
SONIDEGIB,SMO
SYNEPHRINE,ADRA1A
SYNEPHRINE,ADRA1B
SYNEPHRINE,ADRA1D
MANIDIPINE,CACNA1C
MANIDIPINE,CACNA1D
MANIDIPINE,CACNA1S
MANIDIPINE,CACNB1
MANIDIPINE,CACNB2
MANIDIPINE,CACNB3
MANIDIPINE,CACNB4
NIGULDIPINE,ADRA1A
METHYLENE BLUE,NOS1
MOXONIDINE,ADRA2A
LUMACAFTOR,CFTR
OCTOCRYLENE,ESR1
OCTOCRYLENE,ESR2
ARTENIMOL,ACTG1
ARTENIMOL,ENO1
ARTENIMOL,HSPB1
ARTENIMOL,LDHA
ARTENIMOL,LDHB
ARTENIMOL,PFN1
ARTENIMOL,PKM
ARTENIMOL,RPS6
ARTENIMOL,HSPA8
ARTENIMOL,ALDOA
ARTENIMOL,GAPDH
ARTENIMOL,CYCS
CURCUMIN,PPARG
RILMENIDINE,ADRA2A
BARICITINIB,JAK1
BARICITINIB,JAK2
BARICITINIB,PTK2B
BARICITINIB,JAK3
NERATINIB,EGFR
MOCETINOSTAT,HDAC1
MOCETINOSTAT,HDAC3
MOCETINOSTAT,HDAC2
FOSTAMATINIB,SYK
FOSTAMATINIB,ADORA3
FOSTAMATINIB,ABL1
FOSTAMATINIB,TYK2
FOSTAMATINIB,JAK1
FOSTAMATINIB,MET
FOSTAMATINIB,PRKACA
FOSTAMATINIB,STK3
FOSTAMATINIB,TEC
FOSTAMATINIB,TAOK1
FOSTAMATINIB,TAOK2
FOSTAMATINIB,TAOK3
FOSTAMATINIB,TBK1
FOSTAMATINIB,TEK
FOSTAMATINIB,TGFBR1
FOSTAMATINIB,TGFBR2
FOSTAMATINIB,ULK1
FOSTAMATINIB,ULK2
FOSTAMATINIB,MAP3K20
FOSTAMATINIB,ZAP70
FOSTAMATINIB,ABL2
FOSTAMATINIB,ACVR1
FOSTAMATINIB,ACVR1B
FOSTAMATINIB,BMPR1B
FOSTAMATINIB,BMPR2
FOSTAMATINIB,BRAF
FOSTAMATINIB,CAMK1
FOSTAMATINIB,CAMK1D
FOSTAMATINIB,CAMK1G
FOSTAMATINIB,CAMK2A
FOSTAMATINIB,CAMK2B
FOSTAMATINIB,CAMK2D
FOSTAMATINIB,CAMK2G
FOSTAMATINIB,CAMKK2
FOSTAMATINIB,CDK1
FOSTAMATINIB,CDK4
FOSTAMATINIB,CHEK1
FOSTAMATINIB,CHEK2
FOSTAMATINIB,CSF1R
FOSTAMATINIB,CSNK1A1
FOSTAMATINIB,CSNK2A1
FOSTAMATINIB,CSNK2A2
FOSTAMATINIB,EGFR
FOSTAMATINIB,EPHA2
FOSTAMATINIB,ERBB2
FOSTAMATINIB,ERBB4
FOSTAMATINIB,FGFR1
FOSTAMATINIB,FGFR2
FOSTAMATINIB,FGFR3
FOSTAMATINIB,FGR
FOSTAMATINIB,FLT1
FOSTAMATINIB,FLT3
FOSTAMATINIB,FLT4
FOSTAMATINIB,MTOR
FOSTAMATINIB,FYN
FOSTAMATINIB,GSK3A
FOSTAMATINIB,GSK3B
FOSTAMATINIB,HCK
FOSTAMATINIB,IKBKB
FOSTAMATINIB,IKBKE
FOSTAMATINIB,INSR
FOSTAMATINIB,IRAK3
FOSTAMATINIB,IRAK4
FOSTAMATINIB,ITK
FOSTAMATINIB,JAK2
FOSTAMATINIB,JAK3
FOSTAMATINIB,KDR
FOSTAMATINIB,KIT
FOSTAMATINIB,LATS1
FOSTAMATINIB,LCK
FOSTAMATINIB,LYN
FOSTAMATINIB,MAP2K2
FOSTAMATINIB,MAP2K3
FOSTAMATINIB,MAP2K5
FOSTAMATINIB,MAP2K6
FOSTAMATINIB,MAP3K1
FOSTAMATINIB,MAP3K11
FOSTAMATINIB,MAP3K12
FOSTAMATINIB,MAP3K13
FOSTAMATINIB,MAP3K2
FOSTAMATINIB,MAP3K3
FOSTAMATINIB,MAP3K4
FOSTAMATINIB,MAP3K6
FOSTAMATINIB,MAP4K1
FOSTAMATINIB,MAP4K2
FOSTAMATINIB,MAP4K3
FOSTAMATINIB,MAP4K4
FOSTAMATINIB,MAPK10
FOSTAMATINIB,MAPK13
FOSTAMATINIB,MAPK14
FOSTAMATINIB,MAPK15
FOSTAMATINIB,MAPK4
FOSTAMATINIB,MAPK7
FOSTAMATINIB,MAPK9
FOSTAMATINIB,MAPKAPK5
FOSTAMATINIB,MATK
FOSTAMATINIB,MKNK1
FOSTAMATINIB,MKNK2
FOSTAMATINIB,MST1R
FOSTAMATINIB,MYLK
FOSTAMATINIB,MYLK2
FOSTAMATINIB,MYLK3
FOSTAMATINIB,MYLK4
FOSTAMATINIB,NTRK1
FOSTAMATINIB,NTRK2
FOSTAMATINIB,NTRK3
FOSTAMATINIB,PAK1
FOSTAMATINIB,PAK2
FOSTAMATINIB,PAK4
FOSTAMATINIB,PAK6
FOSTAMATINIB,PAK5
FOSTAMATINIB,PDGFRA
FOSTAMATINIB,PDGFRB
FOSTAMATINIB,PDPK1
FOSTAMATINIB,PHKG1
FOSTAMATINIB,PIK3CD
FOSTAMATINIB,PIK3CG
FOSTAMATINIB,PIM1
FOSTAMATINIB,PKN1
FOSTAMATINIB,PKN2
FOSTAMATINIB,PLK1
FOSTAMATINIB,PLK2
FOSTAMATINIB,PLK3
FOSTAMATINIB,PLK4
FOSTAMATINIB,PRKAA1
FOSTAMATINIB,PRKAA1
FOSTAMATINIB,PRKAA2
FOSTAMATINIB,PRKAB1
FOSTAMATINIB,PRKAB2
FOSTAMATINIB,PRKAG1
FOSTAMATINIB,PRKAG2
FOSTAMATINIB,PRKAG3
FOSTAMATINIB,PRKACB
FOSTAMATINIB,PRKCD
FOSTAMATINIB,PRKCE
FOSTAMATINIB,PRKCG
FOSTAMATINIB,PRKCI
FOSTAMATINIB,PRKCQ
FOSTAMATINIB,PRKD1
FOSTAMATINIB,PRKG2
FOSTAMATINIB,PTK2
FOSTAMATINIB,PTK2B
FOSTAMATINIB,RAF1
FOSTAMATINIB,RET
FOSTAMATINIB,RIPK1
FOSTAMATINIB,RIPK2
FOSTAMATINIB,ROCK2
FOSTAMATINIB,RPS6KA1
FOSTAMATINIB,SGK3
FOSTAMATINIB,SIK1
FOSTAMATINIB,SIK2
FOSTAMATINIB,SRC
OBATOCLAX,BCL2
TIVANTINIB,MET
FORETINIB,HGF
FORETINIB,KDR
KETANSERIN,HTR2A
COPANLISIB,PIK3CA
COPANLISIB,PIK3CD
ABEXINOSTAT,HDAC1
NAFAMOSTAT,F2
NAFAMOSTAT,ICAM1
ROLOFYLLINE,ADORA1
AMUVATINIB,KIT
AMUVATINIB,MET
AMUVATINIB,RET
AMUVATINIB,PDGFRA
AMUVATINIB,FLT3
GABEXATE,F2
QUIZARTINIB,FLT3
GOSSYPOL,BCL2L1
RHEIN,NR1H3
BUFEXAMAC,PTGS2
GLYCYRRHIZIC ACID,TNF
GLYCYRRHIZIC ACID,CASP3
GLYCYRRHIZIC ACID,NFKB2
GLYCYRRHIZIC ACID,NFKB1
GLYCYRRHIZIC ACID,LPL
ACEMETACIN,PTGS2
TESTOSTERONE CYPIONATE,ESR1
