Drug A,Drug B,Cell Line Name,Study Name,Score
metformin,geldanamycin,PA1,ONEIL,-89.04756219223692
Tideglusib,Lenalidomide,COLO 792,FRIEDMAN,-5.2771273817966
Vandetanib,Romidepsin,NCI-H322M,ALMANAC,-12.9110812250465
raloxifene,Ruxolitinib,HOP-62,ALMANAC,-0.556889874927154
Vismodegib,Vatalanib,COLO 792,FRIEDMAN,-4.46873718035492
Vandetanib,Nilotinib,MCF7,ALMANAC,-1.12489404247296
Crizotinib,Midostaurin,SK-MEL-5,FRIEDMAN,-5.75127871203115
Vorinostat,Cediranib,LB2518-MEL,FRIEDMAN,-2.01513827616482
Axitinib,Romidepsin,OVCAR-4,ALMANAC,-29.886675426063
Crizotinib,paclitaxel,SK-OV-3,ALMANAC,-35.9509798682548
Ruxolitinib,Midostaurin,451Lu,FRIEDMAN,-12.697196153846
Dasatinib,Cediranib,IPC-298,FRIEDMAN,-17.7317305112972
Gefitinib,XL765,UACC-812,ASTRAZENECA,-0.478518595653365
Palbociclib,Dasatinib,MeWo,FRIEDMAN,21.0837808602286
Crizotinib,Lapatinib,COLO 792,FRIEDMAN,1.2360133505441
Lapatinib,Palbociclib,RPMI7951,FRIEDMAN,3.89944527535922
Dasatinib,Sorafenib,CAKI-1,ALMANAC,-40.7546570023942
Vemurafenib,Lapatinib,A498,ALMANAC,-4.01468957384546
Palbociclib,Cediranib,UACC62,FRIEDMAN,-9.38414332089167
Vandetanib,Crizotinib,CCRF-CEM,ALMANAC,-0.34185846767033
Abiraterone,thalidomide,SR,ALMANAC,-12.9260141541004
Pazopanib,Midostaurin,LOX IMVI,FRIEDMAN,-1.94018011453785
raloxifene,Dasatinib,SN12C,ALMANAC,-20.2384427540885
Vorinostat,Lapatinib,SW-620,ALMANAC,-5.63436129088498
Ruxolitinib,Bexarotene,COLO 792,FRIEDMAN,-9.15473632360023
dexamethasone,Lapatinib,SW-620,ONEIL,0.2404076931068699
Ruxolitinib,Crizotinib,HCT116,ALMANAC,-8.91306593081757
raloxifene,MEGESTROL ACETATE,UO-31,ALMANAC,-2.41197337975872
Axitinib,paclitaxel,SNB-75,ALMANAC,6.46354729440243
RAF265,Lenalidomide,SK-MEL-28,FRIEDMAN,5.05636436842249
paclitaxel,Sunitinib,A498,ALMANAC,6.04939588377247
Vismodegib,Vorinostat,RVH-421,FRIEDMAN,-12.8061876300122
Ruxolitinib,Lapatinib,RXF 393,ALMANAC,-7.86686070923975
Vatalanib,Dasatinib,SK-MEL-5,FRIEDMAN,-3.64983444405778
Abiraterone,Gefitinib,BT-549,ALMANAC,-1.71767970329664
Axitinib,Sorafenib,MDA-MB-468,ALMANAC,-6.88153949056172
Sunitinib,Dasatinib,UACC-257,FRIEDMAN,-11.9943280629081
Axitinib,Vorinostat,A498,ALMANAC,0.386133799862796
Bexarotene,Midostaurin,UACC62,FRIEDMAN,3.42914059793789
Navitoclax,Sorafenib,COLO 792,FRIEDMAN,-24.7829225098199
Nilotinib,thalidomide,BT-549,ALMANAC,-6.19913320106631
Palbociclib,Vatalanib,UACC62,FRIEDMAN,3.93089200084968
Linsitinib,Cediranib,RVH-421,FRIEDMAN,-28.4507503745964
Lenalidomide,Vorinostat,LB2518-MEL,FRIEDMAN,1.76819095456869
Vismodegib,Nilotinib,ACHN,ALMANAC,0.37552079098399
Fingolimod,Cediranib,SK-MEL-2,FRIEDMAN,-15.3407817986206
Navitoclax,Linsitinib,Mel Ho,FRIEDMAN,14.6989971342911
Ruxolitinib,Lenalidomide,U251,ALMANAC,-4.39749660232839
raloxifene,celecoxib,SK-OV-3,ALMANAC,-7.95660856253222
Vismodegib,Gefitinib,MOLT-4,ALMANAC,1.03687653526178
Axitinib,Fulvestrant,BT-549,ALMANAC,1.38854241834079
Enzastaurin,Midostaurin,RVH-421,FRIEDMAN,12.54230270217
Sorafenib,RAF265,WT2-iPS,FRIEDMAN,-22.069769718439
Tanespimycin,Pioglitazone,Mel Ho,FRIEDMAN,-12.4578745558469
Tideglusib,Vatalanib,UACC-257,FRIEDMAN,-0.948709957810948
raloxifene,Vorinostat,HT29,ALMANAC,-7.56945049076504
Vismodegib,Sunitinib,OVCAR-5,ALMANAC,-1.24331263467914
Nilotinib,mitotane,UACC-257,ALMANAC,-0.721187719256713
Ruxolitinib,Lenalidomide,SK-MEL-28,FRIEDMAN,-46.3702206169517
Axitinib,Vismodegib,A549,ALMANAC,-4.00922575668517
Ruxolitinib,Axitinib,NCI-H522,ALMANAC,5.88907621880606
Sunitinib,Crizotinib,COLO 792,FRIEDMAN,13.24959305107
Pazopanib,Dasatinib,WT2-iPS,FRIEDMAN,-15.1817670887115
Nilotinib,Sunitinib,G-361,FRIEDMAN,-6.24832162939252
RAF265,Vorinostat,A375,FRIEDMAN,-17.1391921306519
Erlotinib,Pioglitazone,SK-MEL-28,FRIEDMAN,-3.34485771436801
Ruxolitinib,Erlotinib,COLO 829,FRIEDMAN,-6.17553460015151
dexamethasone,Lapatinib,PA1,ONEIL,4.72846919446815
Lenalidomide,Sunitinib,SF-539,ALMANAC,-2.71884564412962
Lapatinib,mitotane,HCT-15,ALMANAC,-4.08723685750975
raloxifene,Sunitinib,SR,ALMANAC,-10.8629987465856
Axitinib,Imatinib,SK-MEL-28,ALMANAC,-2.37870087231204
Vemurafenib,Fulvestrant,NCI-H522,ALMANAC,1.52067662844757
raloxifene,celecoxib,HT29,ALMANAC,-5.37685568061175
MEGESTROL ACETATE,Vemurafenib,NCI-H322M,ALMANAC,13.1220575286403
RAF265,Vorinostat,Mel Ho,FRIEDMAN,19.0773804149862
Crizotinib,mitotane,UACC62,ALMANAC,-20.9933585956928
raloxifene,paclitaxel,SK-MEL-5,ALMANAC,-40.8778468951406
Erlotinib,geldanamycin,OCUBM,ONEIL,0.30651043350818
Midostaurin,SNS-032,SKMEL30,FRIEDMAN,0.46832349035315
Dasatinib,Sorafenib,PA1,ONEIL,4.62415639298937
Lapatinib,geldanamycin,SKMEL30,ONEIL,3.6035536346157695
mitotane,thalidomide,SR,ALMANAC,-5.82415816104837
Pazopanib,Sorafenib,SK-MEL-28,FRIEDMAN,18.3454932526589
Crizotinib,Sunitinib,OVCAR3,ALMANAC,-3.60930521120723
Tideglusib,VX-702,RPMI7951,FRIEDMAN,1.13165552231659
raloxifene,Ruxolitinib,PC-3,ALMANAC,0.337555682716393
VX-702,Dasatinib,A375,FRIEDMAN,-17.3785887850368
Pazopanib,Palbociclib,COLO 792,FRIEDMAN,-14.1078670482821
Lenalidomide,thalidomide,TK-10,ALMANAC,2.39191154473276
Ruxolitinib,Midostaurin,LOX IMVI,FRIEDMAN,-4.33158768581981
Tideglusib,RAF265,IPC-298,FRIEDMAN,-0.796183983079782
Vismodegib,Crizotinib,MDA-MB-231,ALMANAC,-3.91926962021908
Crizotinib,thalidomide,OVCAR-5,ALMANAC,0.113176807308859
Abiraterone,Sunitinib,PC-3,ALMANAC,-2.86490854321632
geldanamycin,Sorafenib,SW-620,ONEIL,-0.8984319813221007
Crizotinib,celecoxib,U251,ALMANAC,1.45333140075041
Lenalidomide,Vemurafenib,HT29,ALMANAC,-14.1819002794725
raloxifene,Dasatinib,SW-620,ALMANAC,0.0691116344573546
Vemurafenib,paclitaxel,A498,ALMANAC,-2.24694890990646
raloxifene,Axitinib,MOLT-4,ALMANAC,-6.57946197218746
Erlotinib,RAF265,COLO 800,FRIEDMAN,4.35121979713808
Vismodegib,SNS-032,COLO 829,FRIEDMAN,-1.77391445984349
Lapatinib,mitotane,ACHN,ALMANAC,-9.16218737564881
Vismodegib,RAF265,SK-MEL-28,FRIEDMAN,0.648707714631326
Nilotinib,Pioglitazone,Mel Ho,FRIEDMAN,1.7827093049862
Imatinib,Vorinostat,NCIH23,ALMANAC,-11.4215872759918
Crizotinib,Imatinib,ACHN,ALMANAC,-7.37470138418568
Lestaurtinib,Vatalanib,SK-MEL-2,FRIEDMAN,12.455546779861
Vorinostat,Dasatinib,HOP-92,ALMANAC,0.412413418353255
Axitinib,Romidepsin,KM12,ALMANAC,-10.8052594981281
Ruxolitinib,raloxifene,ACHN,ALMANAC,4.54277046066579
Vismodegib,Crizotinib,DU-145,ALMANAC,-2.37216780913148
Pazopanib,Crizotinib,RPMI7951,FRIEDMAN,-10.8531377160242
Pazopanib,Lenalidomide,LOX IMVI,FRIEDMAN,-14.7216401545268
raloxifene,Imatinib,A549,ALMANAC,-3.54105298984795
Navitoclax,Vorinostat,WM115,FRIEDMAN,-18.3292276474038
Fulvestrant,thalidomide,PC-3,ALMANAC,-0.683945985323488
VX-702,Bexarotene,UACC62,FRIEDMAN,-14.6406215659446
Lenalidomide,Crizotinib,UO-31,ALMANAC,-5.7589606407658
Nilotinib,Fulvestrant,A498,ALMANAC,-0.94729338410859
Pazopanib,Tideglusib,SK-MEL-28,FRIEDMAN,27.134020149215
Fingolimod,Cediranib,451Lu,FRIEDMAN,-27.3823467751969
Ruxolitinib,Abiraterone,HOP-62,ALMANAC,2.9187522201164
Vandetanib,Crizotinib,KM12,ALMANAC,-26.0783354602203
paclitaxel,Dasatinib,NCI-H460,ALMANAC,0.773995476662768
Lestaurtinib,Lenalidomide,Mel Ho,FRIEDMAN,-13.6649995066144
Axitinib,Fulvestrant,CCRF-CEM,ALMANAC,-10.5903012020512
Vorinostat,Lapatinib,HCC-2998,ALMANAC,-9.43438284411761
Imatinib,Vorinostat,OVCAR-8,ALMANAC,-41.228209374835
Vemurafenib,Romidepsin,OVCAR-5,ALMANAC,-71.3391259090208
Palbociclib,Pioglitazone,G-361,FRIEDMAN,-18.4114272300699
Romidepsin,Lapatinib,SK-OV-3,ALMANAC,-24.6166924906747
Linsitinib,Vatalanib,COLO 800,FRIEDMAN,11.2253051952592
Crizotinib,Vismodegib,K-562,ALMANAC,-32.0147797552382
Romidepsin,Sunitinib,M14,ALMANAC,-45.7957641673837
VX-702,Crizotinib,COLO 800,FRIEDMAN,-37.5953973040712
Navitoclax,Tideglusib,COLO 792,FRIEDMAN,9.49612282295526
Vismodegib,Fulvestrant,786-0,ALMANAC,2.85111369345976
mitotane,Fulvestrant,UACC62,ALMANAC,-2.38640822062852
Tideglusib,Vatalanib,G-361,FRIEDMAN,-7.31175454494795
mitotane,Nilotinib,SF-295,ALMANAC,-4.71157627944242
Navitoclax,Tanespimycin,SK-MEL-28,FRIEDMAN,3.14529440278199
Nilotinib,Enzastaurin,IST-MEL1,FRIEDMAN,10.5349717745401
Lestaurtinib,Midostaurin,LB2518-MEL,FRIEDMAN,-10.9166354670738
Ruxolitinib,Pazopanib,LB2518-MEL,FRIEDMAN,-7.74129156896362
Nilotinib,Dasatinib,MDA-MB-468,ALMANAC,-8.70441296588303
Vandetanib,Ruxolitinib,OVCAR3,ALMANAC,-15.0150546273625
Ruxolitinib,raloxifene,U251,ALMANAC,0.342686703504435
Lenalidomide,Gefitinib,NCI-H522,ALMANAC,-6.36761897669448
RAF265,Vorinostat,RVH-421,FRIEDMAN,-4.94886075650183
Abiraterone,MEGESTROL ACETATE,TK-10,ALMANAC,-6.11800186003325
Vemurafenib,Gefitinib,SK-MEL-2,ALMANAC,0.431189656212845
Lapatinib,Tanespimycin,451Lu,FRIEDMAN,-19.8051717059067
Palbociclib,Midostaurin,A2058,FRIEDMAN,-14.3551254169423
Navitoclax,Dasatinib,COLO 792,FRIEDMAN,12.4404194169806
Lapatinib,Sorafenib,SK-OV-3,ONEIL,13.9953943577381
Nilotinib,paclitaxel,RPMI-8226,ALMANAC,-10.233273575808
Vandetanib,mitotane,SN12C,ALMANAC,-1.42209392128117
Romidepsin,Lapatinib,A549,ALMANAC,-29.9069671724203
Vemurafenib,Crizotinib,KM12,ALMANAC,-29.3313248968254
amantadine,Ruxolitinib,L-1236,NCATS_HL,-32.1376820306737
VX-702,Midostaurin,IST-MEL1,FRIEDMAN,-9.24269233878404
raloxifene,Vismodegib,OVCAR-5,ALMANAC,-1.96867170626433
vinblastine,Erlotinib,A2058,ONEIL,6.4251548431743295
Dasatinib,SNS-032,MeWo,FRIEDMAN,-1.04024259552249
Dasatinib,geldanamycin,SKMEL30,ONEIL,-22.9515728231767
Erlotinib,RAF265,LOX IMVI,FRIEDMAN,-28.245271143507
celecoxib,Vorinostat,OVCAR-4,ALMANAC,-6.59270181058935
metformin,Dasatinib,UWB1289,ONEIL,-8.2299173561342
Fulvestrant,thalidomide,IGROV1,ALMANAC,-1.42233236411563
Lestaurtinib,Lapatinib,A375,FRIEDMAN,-28.3232297184365
dexamethasone,Sorafenib,CAOV3,ONEIL,15.6414782015599
Navitoclax,Sorafenib,A101D,FRIEDMAN,4.58442818262589
VX-702,Sorafenib,A101D,FRIEDMAN,-17.1669414761026
Crizotinib,Midostaurin,451Lu,FRIEDMAN,-21.5520014203922
Lenalidomide,Gefitinib,HT29,ALMANAC,6.17543022791672
Romidepsin,Dasatinib,SF-295,ALMANAC,-11.2106926317364
Vorinostat,Dasatinib,SR,ALMANAC,-16.3133041966407
Sorafenib,mitotane,SR,ALMANAC,2.50581188147693
Linsitinib,Crizotinib,A375,FRIEDMAN,-0.768765341382199
Vismodegib,Sorafenib,SNB-75,ALMANAC,-12.4228642524776
Midostaurin,Cediranib,Mel Ho,FRIEDMAN,-27.8277768432122
Lapatinib,SNS-032,SKMEL30,FRIEDMAN,-14.6669006810451
Vemurafenib,Abiraterone,PC-3,ALMANAC,-0.610430029838174
Vismodegib,Romidepsin,ACHN,ALMANAC,-48.6318004060846
Vemurafenib,Fulvestrant,IGROV1,ALMANAC,1.498485437243
Tideglusib,Pioglitazone,Mel Ho,FRIEDMAN,-1.06682901807985
paclitaxel,mitotane,NCI-H226,ALMANAC,0.0759099429503431
raloxifene,Dasatinib,TK-10,ALMANAC,-29.6049925418004
Pazopanib,Dasatinib,MeWo,FRIEDMAN,8.71835035805314
Imatinib,Lapatinib,HS 578T,ALMANAC,-3.95933391622947
metformin,Sorafenib,HT29,ONEIL,-37.4061766871973
Sorafenib,Midostaurin,SKMEL30,FRIEDMAN,-4.63219632331558
Nilotinib,Vatalanib,SK-MEL-5,FRIEDMAN,-10.0708058534845
Gefitinib,Sunitinib,SF-295,ALMANAC,0.368331759283828
Vismodegib,raloxifene,DU-145,ALMANAC,6.5744297660266
Lenalidomide,celecoxib,MDA-MB-231,ALMANAC,-1.17236082786447
Axitinib,Sunitinib,MDA-MB-468,ALMANAC,2.70552766526672
nateglinide,Ruxolitinib,L-1236,NCATS_HL,-28.2197509282564
paclitaxel,Fulvestrant,UACC62,ALMANAC,0.395845645517437
Crizotinib,Ruxolitinib,UACC62,ALMANAC,-25.9323976679762
Crizotinib,Vismodegib,SF-268,ALMANAC,-7.42354039022616
Erlotinib,Pioglitazone,RVH-421,FRIEDMAN,-2.23400973515807
Tideglusib,Fingolimod,UACC62,FRIEDMAN,-20.5256074729154
Vandetanib,Crizotinib,UACC62,ALMANAC,4.72555781372814
Ruxolitinib,Lapatinib,COLO 800,FRIEDMAN,-86.9648389409499
Fulvestrant,Sorafenib,OVCAR-4,ALMANAC,-2.98037456369112
Vandetanib,Vorinostat,A498,ALMANAC,-2.69928481038843
Ruxolitinib,celecoxib,KM12,ALMANAC,-2.30411335311018
Abiraterone,paclitaxel,KM12,ALMANAC,-18.8189357033271
Vorinostat,Sorafenib,UACC-257,ALMANAC,-47.2482624194924
Sorafenib,Erlotinib,A101D,FRIEDMAN,-9.12809808329103
Dasatinib,Sunitinib,SN12C,ALMANAC,9.87121780278486
Imatinib,Fulvestrant,MDA-MB-231,ALMANAC,-3.38991301648275
Ruxolitinib,Vorinostat,NCI-H322M,ALMANAC,-19.4012008261464
Lestaurtinib,Linsitinib,SK-MEL-2,FRIEDMAN,29.1765909339333
Vorinostat,Pioglitazone,SK-MEL-2,FRIEDMAN,-5.04860265838211
Ruxolitinib,Abiraterone,K-562,ALMANAC,4.9362145307078
Vemurafenib,Sunitinib,NCI-H226,ALMANAC,-5.1428644588496
Sunitinib,Tanespimycin,Mel Ho,FRIEDMAN,1.01916807432503
Lapatinib,Sorafenib,HT144,ONEIL,6.093529951556334
Vismodegib,Fulvestrant,ACHN,ALMANAC,2.45115253866792
Vismodegib,RAF265,RVH-421,FRIEDMAN,-18.2142139584799
vinblastine,Dasatinib,PA1,ONEIL,-0.1091636509260827
Navitoclax,Tideglusib,COLO 829,FRIEDMAN,-1.11279814981393
celecoxib,Sorafenib,MCF7,ALMANAC,-1.64063952318337
progesterone,Ruxolitinib,L-1236,NCATS_HL,-29.8196785259899
Vandetanib,celecoxib,OVCAR3,ALMANAC,-6.27441067046448
Crizotinib,Lenalidomide,MOLT-4,ALMANAC,-68.1103676768998
VX-702,Vismodegib,LB2518-MEL,FRIEDMAN,-22.9230715421721
Pranlukast,Ruxolitinib,L-1236,NCATS_HL,-16.3352984408187
celecoxib,Fulvestrant,SF-268,ALMANAC,-7.92780063123472
Lestaurtinib,Dasatinib,LOX IMVI,FRIEDMAN,-30.6994722976294
Vemurafenib,celecoxib,SF-539,ALMANAC,2.30216133294921
MEGESTROL ACETATE,Dasatinib,MDA-MB-468,ALMANAC,-0.247785063106014
Ruxolitinib,Dasatinib,SKMEL30,FRIEDMAN,-12.8910647053828
Abiraterone,Nilotinib,SK-MEL-2,ALMANAC,2.56928081694446
celecoxib,mitotane,LOX IMVI,ALMANAC,-3.71645833585652
Vandetanib,Gefitinib,COLO 205,ALMANAC,-1.37387756375704
Lenalidomide,Imatinib,CAKI-1,ALMANAC,-1.44942627948903
Dasatinib,Lenalidomide,MeWo,FRIEDMAN,9.54354433292134
Axitinib,celecoxib,NCI-H522,ALMANAC,4.82293963763254
mitotane,Fulvestrant,U251,ALMANAC,-1.14007559684561
dexamethasone,Vorinostat,NCI-H460,ONEIL,-33.9587360563784
Pazopanib,SNS-032,COLO 829,FRIEDMAN,1.1967443295398
VX-702,Pioglitazone,COLO 792,FRIEDMAN,-4.17448732901019
Vandetanib,thalidomide,SK-MEL-5,ALMANAC,1.98364244458794
celecoxib,Vorinostat,NCIH23,ALMANAC,-10.1342872045471
Lenalidomide,Imatinib,K-562,ALMANAC,-26.7426584436961
Abiraterone,Romidepsin,UACC62,ALMANAC,-45.7012513695163
Lapatinib,geldanamycin,A375,ONEIL,-6.135426654744688
Vandetanib,mitotane,MDA-MB-231,ALMANAC,-9.12579727188325
Pazopanib,SNS-032,A101D,FRIEDMAN,4.86825597700497
raloxifene,Fulvestrant,ACHN,ALMANAC,-1.20926778095527
Lenalidomide,Fulvestrant,U251,ALMANAC,0.212950961929589
Gefitinib,Temsirolimus,HCC1500,ASTRAZENECA,-2.90069936651219
paclitaxel,Sorafenib,M14,ALMANAC,0.957262977359727
Ruxolitinib,Cediranib,WM115,FRIEDMAN,-34.2178219345981
Nilotinib,Linsitinib,WM115,FRIEDMAN,-3.65521946867646
Lestaurtinib,RAF265,LB2518-MEL,FRIEDMAN,-33.2782372537561
Lapatinib,Erlotinib,WT2-iPS,FRIEDMAN,10.2015813604183
Gefitinib,MEGESTROL ACETATE,MDA-MB-231,ALMANAC,-26.5554304444771
Linsitinib,Midostaurin,COLO 792,FRIEDMAN,-31.0840771356528
Ruxolitinib,celecoxib,UO-31,ALMANAC,2.86264455214185
Axitinib,Abiraterone,SF-295,ALMANAC,1.20464150903806
Vismodegib,paclitaxel,NCI-H460,ALMANAC,-33.1027301678313
Lestaurtinib,Lenalidomide,COLO 829,FRIEDMAN,-3.2770882582386
Vismodegib,Sunitinib,M14,ALMANAC,-3.52108195370308
Dasatinib,Sorafenib,CAOV3,ONEIL,7.656482330373112
VX-702,Bexarotene,LB2518-MEL,FRIEDMAN,-24.0254656285032
raloxifene,Vemurafenib,HCC-2998,ALMANAC,-11.727447103718353
Linsitinib,Lenalidomide,RVH-421,FRIEDMAN,5.11288787801763
mitotane,Nilotinib,PC-3,ALMANAC,-2.27269312819914
Gefitinib,Dasatinib,SNB-75,ALMANAC,9.19434722071777
RAF265,Midostaurin,451Lu,FRIEDMAN,-12.2107670043847
Crizotinib,Cediranib,UACC62,FRIEDMAN,23.2260089494705
Lenalidomide,Fulvestrant,K-562,ALMANAC,-5.27173447228774
Crizotinib,Nilotinib,DU-145,ALMANAC,-8.76319861041845
Abiraterone,Vorinostat,OVCAR3,ALMANAC,-9.63441449641146
Sunitinib,Sorafenib,HS 578T,ALMANAC,-1.8137690625972
Vorinostat,Erlotinib,UWB1289,ONEIL,5.062784719364307
Abiraterone,Dasatinib,HCT-15,ALMANAC,-2.26383915209553
raloxifene,Lapatinib,HOP-62,ALMANAC,-3.14155486420927
Navitoclax,Sorafenib,SK-MEL-28,FRIEDMAN,6.11429116869022
Enzastaurin,Dasatinib,RPMI7951,FRIEDMAN,40.4524898281705
Lenalidomide,Vorinostat,SF-295,ALMANAC,-5.42890658046422
Pazopanib,Palbociclib,MeWo,FRIEDMAN,9.05904166239499
Vemurafenib,raloxifene,KM12,ALMANAC,1.27241260913193
Abiraterone,paclitaxel,786-0,ALMANAC,0.696534389115776
Lenalidomide,Romidepsin,HCC-2998,ALMANAC,-69.2717925756874
Imatinib,Sunitinib,HCT-15,ALMANAC,-22.0023699188852
Gefitinib,mitotane,LOX IMVI,ALMANAC,-3.00586731525296
Vemurafenib,Abiraterone,RPMI-8226,ALMANAC,-10.0109558721476
Tideglusib,Sunitinib,A2058,FRIEDMAN,-25.5286672877575
Sunitinib,Cediranib,SK-MEL-28,FRIEDMAN,-10.6102857284125
Crizotinib,Lapatinib,Mel Ho,FRIEDMAN,-3.95485233891438
paclitaxel,Vorinostat,U251,ALMANAC,-19.1251345525238
Sorafenib,Erlotinib,A2058,FRIEDMAN,4.64767676951429
Ruxolitinib,Lenalidomide,NCI-H226,ALMANAC,-6.84513164499306
paclitaxel,Sunitinib,T-47D,ONEIL,-24.3954295810688
Vemurafenib,mitotane,MDA-MB-231,ALMANAC,1.48527013930229
suramin,Ruxolitinib,L-1236,NCATS_HL,-25.2776883804824
Dasatinib,Vorinostat,RVH-421,FRIEDMAN,14.7842563375781
Gefitinib,MEGESTROL ACETATE,ACHN,ALMANAC,-20.5596203741081
Lenalidomide,celecoxib,MOLT-4,ALMANAC,-39.7328319756467
Crizotinib,Axitinib,HOP-62,ALMANAC,4.86158192600763
VX-702,Vorinostat,MZ-MEL-2,FRIEDMAN,-11.5656247033298
Axitinib,Abiraterone,HCT-15,ALMANAC,2.16798068053044
Axitinib,Abiraterone,MDA-MB-231,ALMANAC,-0.204405066506078
Lenalidomide,paclitaxel,DU-145,ALMANAC,-42.4691195595312
Fingolimod,Dasatinib,A2058,FRIEDMAN,-19.7265956136675
Tideglusib,Lenalidomide,Mel Ho,FRIEDMAN,-21.4779354625711
Tideglusib,Palbociclib,UACC-257,FRIEDMAN,8.62333797126442
Lapatinib,Sunitinib,MDA-MB-468,ALMANAC,-6.0966383865395
Vemurafenib,raloxifene,SNB-75,ALMANAC,4.11569722971051
Romidepsin,thalidomide,UACC-257,ALMANAC,-49.9519382468295
Vatalanib,Pioglitazone,MeWo,FRIEDMAN,-5.32945258121168
Vemurafenib,Fulvestrant,RPMI-8226,ALMANAC,8.33545761469539
Lestaurtinib,Crizotinib,451Lu,FRIEDMAN,13.016683568348
Dasatinib,Sorafenib,MOLT-4,ALMANAC,-57.7312767862836
paclitaxel,Lapatinib,HT29,ALMANAC,-31.881643877542
Abiraterone,Nilotinib,EKVX,ALMANAC,-4.99594927001828
Gefitinib,thalidomide,HCT-15,ALMANAC,-16.2786802293601
dexamethasone,Lapatinib,NCIH2122,ONEIL,8.19307228691883
paclitaxel,Romidepsin,SW-620,ALMANAC,-5.46527112237764
Gefitinib,thalidomide,SW-620,ALMANAC,1.14457627029841
Imatinib,Lapatinib,UACC-257,ALMANAC,-4.0723098914866
Bexarotene,Ruxolitinib,L-1236,NCATS_HL,-23.424097393368
Dasatinib,geldanamycin,HT29,ONEIL,5.02066543392875
Lenalidomide,MEGESTROL ACETATE,HOP-62,ALMANAC,-2.39291278642913
Linsitinib,Vatalanib,RPMI7951,FRIEDMAN,-19.8356723891127
Axitinib,Lenalidomide,T-47D,ALMANAC,1.45748108381081
Crizotinib,Ruxolitinib,OVCAR3,ALMANAC,-0.0568493297411824
paclitaxel,Vorinostat,NCI-H226,ALMANAC,-35.6615393689785
Vismodegib,Nilotinib,TK-10,ALMANAC,-0.873663216944036
Abiraterone,paclitaxel,HCC-2998,ALMANAC,-13.5880867213334
Vandetanib,paclitaxel,SK-MEL-2,ALMANAC,-37.6466418719983
Gefitinib,chloroquine,MDA-MB-175-VII,ASTRAZENECA,-8.70267773713168
raloxifene,Axitinib,SK-MEL-2,ALMANAC,4.33919633218332
celecoxib,Romidepsin,CAKI-1,ALMANAC,-60.1741505666927
Sunitinib,Fulvestrant,SN12C,ALMANAC,-10.9684146096413
Vorinostat,Erlotinib,A427,ONEIL,1.7706121017107803
Lapatinib,Bexarotene,A375,FRIEDMAN,-13.0175749102269
Ruxolitinib,Tanespimycin,MeWo,FRIEDMAN,-7.83587207242364
Ruxolitinib,raloxifene,CAKI-1,ALMANAC,0.505716822827538
MEGESTROL ACETATE,Imatinib,786-0,ALMANAC,-14.9785498383229
MEGESTROL ACETATE,paclitaxel,NCI-H522,ALMANAC,-72.4487925756874
Imatinib,mitotane,MDA-MB-231,ALMANAC,-6.45319071631461
Vismodegib,Fingolimod,COLO 792,FRIEDMAN,-22.0082448285317
Gefitinib,Fulvestrant,LOX IMVI,ALMANAC,-3.29943767024001
Imatinib,Sorafenib,SK-OV-3,ALMANAC,-4.16857164094764
Ruxolitinib,thalidomide,HCT116,ALMANAC,-2.02134767293744
Vemurafenib,Lenalidomide,TK-10,ALMANAC,-3.97633294677312
Gefitinib,Vemurafenib,MDA-MB-231,ALMANAC,-3.39824322168566
Vorinostat,Fulvestrant,LOX IMVI,ALMANAC,-1.7652659242156
Vandetanib,paclitaxel,A498,ALMANAC,8.73073530819197
Lestaurtinib,Fingolimod,LB2518-MEL,FRIEDMAN,-8.67293803207155
Abiraterone,Fulvestrant,PC-3,ALMANAC,-0.964522852872309
Linsitinib,Dasatinib,LOX IMVI,FRIEDMAN,-24.142002423839
Vorinostat,mitotane,NCI-H460,ALMANAC,-65.0397997182839
celecoxib,Lapatinib,SK-OV-3,ALMANAC,-9.34749266036178
Vandetanib,Sunitinib,RXF 393,ALMANAC,-4.58770611505069
Abiraterone,raloxifene,A549,ALMANAC,0.0476200651371582
Pazopanib,Dasatinib,G-361,FRIEDMAN,1.50217723239147
Abiraterone,Sorafenib,COLO 205,ALMANAC,-18.8862911765853
MEGESTROL ACETATE,thalidomide,DU-145,ALMANAC,-4.71282115308653
raloxifene,Vandetanib,SF-539,ALMANAC,-5.0676325153231
Gefitinib,Sunitinib,SF-268,ALMANAC,-3.2659589783708
Fingolimod,Lapatinib,COLO 792,FRIEDMAN,-4.41708834083589
Pazopanib,Crizotinib,Mel Ho,FRIEDMAN,-7.27580828410067
Abiraterone,mitotane,TK-10,ALMANAC,2.61163825645463
Sorafenib,Palbociclib,A375,FRIEDMAN,-0.998798957019785
Crizotinib,Lapatinib,LB2518-MEL,FRIEDMAN,8.75246267345701
Imatinib,paclitaxel,NCI-H522,ALMANAC,-9.14184622428666
Vorinostat,Sorafenib,SF-539,ALMANAC,-43.3508426466073
Pazopanib,Vorinostat,SKMEL30,FRIEDMAN,8.54586594859893
Axitinib,Vismodegib,OVCAR-5,ALMANAC,-1.38675728557587
raloxifene,MEGESTROL ACETATE,EKVX,ALMANAC,-2.60053720745208
Gefitinib,MEGESTROL ACETATE,HT29,ALMANAC,-12.6772916135089
Crizotinib,Vandetanib,HT29,ALMANAC,6.70416743617125
Axitinib,MEGESTROL ACETATE,SN12C,ALMANAC,3.53825158678337
Gefitinib,RAF265,T-47D,ASTRAZENECA,4.6045804771019
