Drug A,Drug B,Cell Line Name,Study Name,Score
Bexarotene,RAF265,UACC-257,FRIEDMAN,-11.980985927832
Sonidegib,Ruxolitinib,L-1236,NCATS_HL,-51.9307891642713
Crizotinib,Vorinostat,SW-620,ALMANAC,2.71366375555831
Abiraterone,raloxifene,SF-268,ALMANAC,1.02246341646021
Vandetanib,celecoxib,CCRF-CEM,ALMANAC,-3.60363445250238
Pazopanib,Midostaurin,SK-MEL-28,FRIEDMAN,-38.8162755142701
Axitinib,Imatinib,CAKI-1,ALMANAC,-10.7941742319972
celecoxib,Lapatinib,A498,ALMANAC,-9.19243371395099
Ruxolitinib,Lestaurtinib,Mel Ho,FRIEDMAN,-10.986765565435
Vemurafenib,Axitinib,NCI-H322M,ALMANAC,-11.285252573833
VX-702,Dasatinib,MeWo,FRIEDMAN,6.19322786732957
Tanespimycin,Pioglitazone,WM115,FRIEDMAN,-35.7803324173968
Vatalanib,Cediranib,SK-MEL-28,FRIEDMAN,6.94616723456688
MEGESTROL ACETATE,Lapatinib,NCI-H460,ALMANAC,0.4415546716233
Axitinib,Fulvestrant,SK-MEL-2,ALMANAC,-0.591598086417853
VX-702,Erlotinib,WT2-iPS,FRIEDMAN,-0.633774310836402
Vismodegib,Lapatinib,WM115,FRIEDMAN,-2.13925251714124
Axitinib,celecoxib,UO-31,ALMANAC,0.057782528740101
Navitoclax,Enzastaurin,451Lu,FRIEDMAN,17.1516980267797
Tanespimycin,Palbociclib,WM115,FRIEDMAN,8.95170170055135
Ruxolitinib,Axitinib,CAKI-1,ALMANAC,-2.16457518539028
MEGESTROL ACETATE,paclitaxel,MDA-MB-231,ALMANAC,-51.4226378104083
Tideglusib,Crizotinib,LB2518-MEL,FRIEDMAN,4.0165984841518
Fulvestrant,thalidomide,TK-10,ALMANAC,0.450649350775089
PONATINIB,Navitoclax,L-1236,NCATS_HL,-7.65897458195039
Linsitinib,Palbociclib,G-361,FRIEDMAN,1.37125204877329
Lenalidomide,MEGESTROL ACETATE,COLO 205,ALMANAC,-1.60039654885806
Abiraterone,Sorafenib,SF-295,ALMANAC,-13.1497256501971
raloxifene,Sorafenib,COLO 205,ALMANAC,-3.11149489622635
Vismodegib,Lapatinib,NCI-H522,ALMANAC,-10.2166520533285
Vismodegib,Dasatinib,LOX IMVI,FRIEDMAN,-17.3887886123413
Sorafenib,thalidomide,DU-145,ALMANAC,-4.27586262583155
Crizotinib,Sunitinib,T-47D,ALMANAC,3.97093826569998
Fingolimod,Bexarotene,MZ-MEL-2,FRIEDMAN,4.16962370111295
Linsitinib,Vatalanib,G-361,FRIEDMAN,-3.62713957782611
Enzastaurin,Linsitinib,RVH-421,FRIEDMAN,8.68524545904487
Axitinib,Nilotinib,HOP-92,ALMANAC,-0.842024225889865
Nilotinib,Tanespimycin,MZ-MEL-2,FRIEDMAN,30.5209154912631
Nilotinib,Romidepsin,CCRF-CEM,ALMANAC,-78.54293328555
Ruxolitinib,Imatinib,SF-268,ALMANAC,-2.5997873315575
Sunitinib,Sorafenib,IST-MEL1,FRIEDMAN,-11.4707779380656
Crizotinib,Gefitinib,786-0,ALMANAC,13.9285833910043
Navitoclax,Crizotinib,SKMEL30,FRIEDMAN,3.16690213564239
Vandetanib,Romidepsin,U251,ALMANAC,-8.56722744942059
Dasatinib,Lenalidomide,COLO 792,FRIEDMAN,2.32477340136701
Vorinostat,Sorafenib,NCIH2122,ONEIL,-8.251107402184557
Enzastaurin,Cediranib,WT2-iPS,FRIEDMAN,-0.54625629786257
Lapatinib,Sorafenib,SW-620,ONEIL,0.3837795244341289
Vandetanib,Vismodegib,OVCAR-8,ALMANAC,-0.390329402971744
dexamethasone,Lapatinib,T-47D,ONEIL,-19.100904418149
Abiraterone,Vandetanib,KM12,ALMANAC,-4.99456713213063
Vismodegib,SNS-032,RVH-421,FRIEDMAN,3.36633680801594
Nilotinib,Romidepsin,OVCAR-4,ALMANAC,-21.7758941666047
Nilotinib,Romidepsin,786-0,ALMANAC,-8.16189002128505
Vandetanib,Ruxolitinib,SF-295,ALMANAC,2.48202052690458
VX-702,Vismodegib,A375,FRIEDMAN,-23.8735531675171
VX-702,Midostaurin,SK-MEL-5,FRIEDMAN,-7.4431882040285
Sunitinib,mitotane,SW-620,ALMANAC,-15.1585965867743
Axitinib,Lenalidomide,SW-620,ALMANAC,-9.45522608314354
Abiraterone,Gefitinib,HT29,ALMANAC,16.5490220127734
Imatinib,Dasatinib,TK-10,ALMANAC,3.45520924518189
Navitoclax,VX-702,RVH-421,FRIEDMAN,-16.0869436745861
Vemurafenib,Vemurafenib,OVCAR3,ALMANAC,1.39810755527699
Vismodegib,Pioglitazone,IPC-298,FRIEDMAN,-10.3684506364283
raloxifene,MEGESTROL ACETATE,RPMI-8226,ALMANAC,0.549127270129707
MEGESTROL ACETATE,thalidomide,NCI-H226,ALMANAC,-3.9528027103928
Lestaurtinib,Palbociclib,COLO 829,FRIEDMAN,-0.360262101137931
Vandetanib,Sorafenib,T-47D,ALMANAC,-10.9295145289244
Nilotinib,Tanespimycin,COLO 792,FRIEDMAN,20.2448473389438
Tanespimycin,RAF265,IPC-298,FRIEDMAN,11.2861623519306
Lenalidomide,Gefitinib,OVCAR-8,ALMANAC,-21.8045276255246
Vandetanib,Vismodegib,HOP-62,ALMANAC,-5.16343428032111
Tideglusib,Sunitinib,SK-MEL-5,FRIEDMAN,-23.0757386476651
Axitinib,Crizotinib,HCC-2998,ALMANAC,-0.695606910686105
Lapatinib,Sorafenib,UACC62,ONEIL,8.88265541550952
celecoxib,Romidepsin,SK-MEL-28,ALMANAC,-45.4104828048526
Vandetanib,MEGESTROL ACETATE,UACC62,ALMANAC,-12.791524946815
Lapatinib,Bexarotene,SK-MEL-5,FRIEDMAN,-0.634204447730481
celecoxib,Lapatinib,T-47D,ALMANAC,-10.3016761393467
Abiraterone,Gefitinib,UO-31,ALMANAC,15.5420733009159
raloxifene,Gefitinib,CAKI-1,ALMANAC,-1.84563046914581
Abiraterone,Vorinostat,T-47D,ALMANAC,-6.49287321218528
Lestaurtinib,Midostaurin,COLO 829,FRIEDMAN,-7.65182103782407
Abiraterone,Lenalidomide,TK-10,ALMANAC,-1.68811028461074
Fingolimod,Cediranib,RPMI7951,FRIEDMAN,1.10668414422345
Vandetanib,Sorafenib,MDA-MB-468,ALMANAC,-9.20639128737693
Sunitinib,Sorafenib,UO-31,ALMANAC,-1.76105543899303
VX-702,RAF265,MZ-MEL-2,FRIEDMAN,-24.5030377363721
Vemurafenib,celecoxib,UACC62,ALMANAC,-13.7231168144106
celecoxib,Romidepsin,MDA-MB-231,ALMANAC,5.33411862168048
Lestaurtinib,RAF265,UACC62,FRIEDMAN,3.00229844943621
Abiraterone,Romidepsin,K-562,ALMANAC,-37.0034034524322
Vandetanib,Ruxolitinib,786-0,ALMANAC,0.351010538927698
Vatalanib,Vorinostat,A101D,FRIEDMAN,3.79491736100752
Crizotinib,Lenalidomide,IST-MEL1,FRIEDMAN,-12.2318604641059
Linsitinib,Vismodegib,451Lu,FRIEDMAN,8.64243095257325
Abiraterone,Lapatinib,A498,ALMANAC,-7.42168305330742
Nilotinib,mitotane,SF-295,ALMANAC,-4.74776248468865
raloxifene,Ruxolitinib,BT-549,ALMANAC,-2.18575251706885
celecoxib,Lapatinib,SK-MEL-5,ALMANAC,-1.79885018113211
Crizotinib,Vorinostat,HOP-62,ALMANAC,-6.49922952008342
Lapatinib,Tanespimycin,LB2518-MEL,FRIEDMAN,-31.8210803602357
Vemurafenib,Crizotinib,NCI-H322M,ALMANAC,-2.77525934467163
Axitinib,Vorinostat,MDA-MB-231,ALMANAC,9.59051897680778
Nilotinib,Cediranib,MeWo,FRIEDMAN,-13.7542339928123
Vemurafenib,Vandetanib,OVCAR3,ALMANAC,-4.88346709146498
Vismodegib,Crizotinib,RVH-421,FRIEDMAN,-27.4821028592393
MEGESTROL ACETATE,Dasatinib,HOP-92,ALMANAC,-83.1088220670362
Sunitinib,Dasatinib,RPMI7951,ONEIL,-4.736229867816737
Ruxolitinib,Imatinib,OVCAR3,ALMANAC,-4.64592782582784
Crizotinib,Vatalanib,MZ-MEL-2,FRIEDMAN,-0.813559593255364
Navitoclax,Bexarotene,G-361,FRIEDMAN,21.9549665967564
raloxifene,Sunitinib,OVCAR-5,ALMANAC,-1.63315609267382
Dasatinib,Sorafenib,SF-268,ALMANAC,-15.7910835317957
Vemurafenib,Lapatinib,CCRF-CEM,ALMANAC,-9.15744865160526
Axitinib,Sunitinib,EKVX,ALMANAC,-1.76152296448188
Imatinib,Sorafenib,SK-MEL-5,ALMANAC,0.735191606313974
raloxifene,Vismodegib,SNB-75,ALMANAC,-3.40397341146029
Navitoclax,Lenalidomide,MZ-MEL-2,FRIEDMAN,-13.1734159310402
Gefitinib,Imatinib,A549,ALMANAC,-10.3142303073245
Vatalanib,Erlotinib,LOX IMVI,FRIEDMAN,-9.62159545188047
Vorinostat,thalidomide,SF-295,ALMANAC,-6.84193802310573
metformin,Erlotinib,MDAMB436,ONEIL,-42.2483635713802
Imatinib,Fulvestrant,OVCAR-5,ALMANAC,-11.2198711550426
Tanespimycin,Palbociclib,COLO 829,FRIEDMAN,-5.7654043597303
Dasatinib,thalidomide,NCI-H460,ALMANAC,-2.95732379512281
paclitaxel,Sunitinib,OV90,ONEIL,-5.77436797253085
Romidepsin,Lapatinib,SK-MEL-5,ALMANAC,-36.252663678655
Vandetanib,Crizotinib,IGROV1,ALMANAC,-6.11036060965987
RAF265,Midostaurin,G-361,FRIEDMAN,-7.14045458186554
Lestaurtinib,Dasatinib,451Lu,FRIEDMAN,-18.9940123820434
Ruxolitinib,Sorafenib,RVH-421,FRIEDMAN,-36.9528712310561
Abiraterone,Romidepsin,SF-539,ALMANAC,-48.7555381314943
Crizotinib,Vatalanib,WT2-iPS,FRIEDMAN,8.55800491995732
Vandetanib,mitotane,HCT-15,ALMANAC,-2.42881096853261
Vandetanib,Abiraterone,UO-31,ALMANAC,-0.0057362825955361
Lenalidomide,celecoxib,A498,ALMANAC,-1.82672621546145
dexamethasone,Vorinostat,MDAMB436,ONEIL,-15.4752611754195
Vemurafenib,Vorinostat,SK-MEL-28,ALMANAC,-19.2501756552677
Vandetanib,Lapatinib,CAKI-1,ALMANAC,-7.47002811777212
Fingolimod,Palbociclib,SK-MEL-5,FRIEDMAN,7.9193261284451
Vorinostat,Sorafenib,COLO 205,ALMANAC,-12.5974620146693
Navitoclax,Midostaurin,COLO 829,FRIEDMAN,0.288051785287054
Dasatinib,Sunitinib,UO-31,ALMANAC,4.03329969065446
Rimonabant,Ruxolitinib,L-1236,NCATS_HL,-36.4694235897358
raloxifene,Dasatinib,SNB-75,ALMANAC,-21.3412725698047
Vismodegib,Lenalidomide,NCI-H322M,ALMANAC,0.781358126612467
Romidepsin,thalidomide,NCI-H460,ALMANAC,-47.681343884084
Axitinib,Ruxolitinib,OVCAR-8,ALMANAC,1.20809964532114
Lenalidomide,SNS-032,Mel Ho,FRIEDMAN,-10.75109000447
Lenalidomide,Lapatinib,OVCAR-5,ALMANAC,2.39934611649317
Abiraterone,Gefitinib,NCI-H226,ALMANAC,5.79496323122089
Sunitinib,Bexarotene,G-361,FRIEDMAN,-11.6385908858557
Sunitinib,geldanamycin,NCIH1650,ONEIL,5.3817717725564
Dasatinib,geldanamycin,OV90,ONEIL,2.24572304437811
Ruxolitinib,Fulvestrant,U251,ALMANAC,-0.342850868273937
Vorinostat,Erlotinib,LOVO,ONEIL,5.009535132419683
celecoxib,Romidepsin,T-47D,ALMANAC,-22.4564765961988
paclitaxel,Erlotinib,RKO,ONEIL,-2.6871577689602653
Vismodegib,celecoxib,SF-268,ALMANAC,4.37195835178269
Vemurafenib,Vismodegib,HOP-62,ALMANAC,-4.37017160997719
Vismodegib,Sorafenib,HOP-92,ALMANAC,-11.5548966033655
Navitoclax,Tideglusib,RPMI7951,FRIEDMAN,22.1800837666179
MEGESTROL ACETATE,Lapatinib,SR,ALMANAC,2.05206915074618
Lapatinib,geldanamycin,HCT116,ONEIL,-4.739766082030863
MEGESTROL ACETATE,Nilotinib,M14,ALMANAC,2.27527205659776
raloxifene,celecoxib,SNB-75,ALMANAC,-0.6558429000435
Crizotinib,Tanespimycin,A2058,FRIEDMAN,-8.41322503513907
Linsitinib,Tanespimycin,SK-MEL-28,FRIEDMAN,28.0736983057089
MEGESTROL ACETATE,mitotane,OVCAR-4,ALMANAC,3.72805277636713
vinblastine,Vorinostat,SW837,ONEIL,-2.248378586620203
MEGESTROL ACETATE,celecoxib,TK-10,ALMANAC,-5.49414005971392
Vismodegib,Dasatinib,A2058,FRIEDMAN,-8.43496055436558
Axitinib,Gefitinib,IGROV1,ALMANAC,2.26640864399898
Palbociclib,Vorinostat,SK-MEL-5,FRIEDMAN,10.8610313795735
Linsitinib,Tanespimycin,A2058,FRIEDMAN,24.0720025888817
Dasatinib,Cediranib,IST-MEL1,FRIEDMAN,0.834041427430771
metformin,Dasatinib,SKMES1,ONEIL,-37.3999740396079
Nilotinib,Bexarotene,G-361,FRIEDMAN,1.99478844973781
Abiraterone,Crizotinib,LOX IMVI,ALMANAC,8.57569792242849
celecoxib,paclitaxel,NCI-H322M,ALMANAC,-12.491761622165
Crizotinib,Lenalidomide,LOX IMVI,FRIEDMAN,-53.1185344973062
Crizotinib,Sunitinib,ACHN,ALMANAC,-2.62283499897649
Vismodegib,Lapatinib,LOX IMVI,FRIEDMAN,-13.698848010697
dexamethasone,Dasatinib,HCT116,ONEIL,-20.5869014386951
Imatinib,Fulvestrant,MOLT-4,ALMANAC,-11.8462455272286
Abiraterone,Vemurafenib,T-47D,ALMANAC,-2.61339615168626
metformin,geldanamycin,MDAMB436,ONEIL,-31.4759298257721
Sorafenib,SNS-032,SK-MEL-2,FRIEDMAN,19.0020877676223
Abiraterone,Vorinostat,K-562,ALMANAC,-12.8785780897066
paclitaxel,Vorinostat,HCT116,ONEIL,-1.593720937577549
Sunitinib,Lenalidomide,UACC62,FRIEDMAN,-4.29304690369126
Abiraterone,Dasatinib,KM12,ALMANAC,3.73807186845834
Tanespimycin,Pioglitazone,A2058,FRIEDMAN,-1.21554776804811
Lapatinib,Tanespimycin,UACC62,FRIEDMAN,-11.5780576173821
Imatinib,Vorinostat,SR,ALMANAC,-34.2015946078038
Midostaurin,Pioglitazone,MeWo,FRIEDMAN,-8.22726080873987
Nilotinib,thalidomide,SNB-75,ALMANAC,-0.793124846330794
Lenalidomide,celecoxib,UACC62,ALMANAC,-4.55689364051192
Tideglusib,Dasatinib,A375,FRIEDMAN,-12.8716763940282
Tideglusib,Linsitinib,MeWo,FRIEDMAN,-0.955020558348446
celecoxib,Lapatinib,COLO 205,ALMANAC,-0.208390307294446
Lapatinib,Sorafenib,OV90,ONEIL,6.457932781589695
Ruxolitinib,Vorinostat,MOLT-4,ALMANAC,-24.6775778899204
Imatinib,thalidomide,MDA-MB-231,ALMANAC,-2.28316935852933
Ruxolitinib,Vandetanib,M14,ALMANAC,-6.58968784062486
Vorinostat,Sunitinib,NCIH2122,ONEIL,-6.89310310865277
Ruxolitinib,paclitaxel,ACHN,ALMANAC,-9.29755591554254
Enzastaurin,Pioglitazone,SK-MEL-28,FRIEDMAN,-16.3911125316942
celecoxib,Romidepsin,K-562,ALMANAC,-57.8046845450771
Crizotinib,Ruxolitinib,OVCAR-4,ALMANAC,0.956199233458496
Vismodegib,celecoxib,SR,ALMANAC,4.64986445234315
raloxifene,celecoxib,UO-31,ALMANAC,0.31904258506904
Linsitinib,Cediranib,IST-MEL1,FRIEDMAN,-18.463544093433
Nilotinib,Vismodegib,SK-MEL-5,FRIEDMAN,-18.2198664561443
Navitoclax,Vatalanib,SK-MEL-2,FRIEDMAN,3.76723793007141
Fingolimod,Midostaurin,UACC62,FRIEDMAN,-8.50893183284924
Fingolimod,Midostaurin,MZ-MEL-2,FRIEDMAN,2.4961154672553
Axitinib,Vandetanib,IGROV1,ALMANAC,-14.0258286645072
Ruxolitinib,Lenalidomide,A375,FRIEDMAN,-12.0077266004597
Midostaurin,Cediranib,SKMEL30,FRIEDMAN,-1.36608333110239
Lestaurtinib,Bexarotene,A2058,FRIEDMAN,-19.6020124635669
Crizotinib,thalidomide,NCI-H460,ALMANAC,-8.43779356636457
Crizotinib,Vandetanib,MDA-MB-231,ALMANAC,2.03590397246005
Palbociclib,RAF265,IST-MEL1,FRIEDMAN,16.294451223641
celecoxib,Lapatinib,OVCAR-8,ALMANAC,-10.4180305726641
Pazopanib,SNS-032,WM115,FRIEDMAN,-9.22722510954815
MEGESTROL ACETATE,Crizotinib,NCIH23,ALMANAC,-20.5363869115946
Abiraterone,Gefitinib,MDA-MB-231,ALMANAC,-1.98890681899517
MEGESTROL ACETATE,thalidomide,TK-10,ALMANAC,-0.85666856725503
Gefitinib,paclitaxel,RXF 393,ALMANAC,10.007527890064
celecoxib,Sorafenib,A549,ALMANAC,-4.52967955492054
Enzastaurin,Palbociclib,RVH-421,FRIEDMAN,16.7664345415556
Crizotinib,Romidepsin,SF-539,ALMANAC,-72.5383969227327
MEGESTROL ACETATE,Sunitinib,KM12,ALMANAC,-44.5371666936885
Dasatinib,Sunitinib,U251,ALMANAC,2.77548053557846
Palbociclib,Vatalanib,A101D,FRIEDMAN,14.7904943092501
Tideglusib,Vorinostat,COLO 800,FRIEDMAN,-3.06623443792287
Fingolimod,Crizotinib,A375,FRIEDMAN,13.0381898086812
Crizotinib,Romidepsin,UACC-257,ALMANAC,-66.8475508245797
MEGESTROL ACETATE,Sunitinib,SF-539,ALMANAC,-10.5864417377012
Ruxolitinib,Romidepsin,LOX IMVI,ALMANAC,-0.843924160050069
Ruxolitinib,Pioglitazone,SK-MEL-2,FRIEDMAN,-3.45751891334737
Dasatinib,Cediranib,SK-MEL-5,FRIEDMAN,5.53381983119828
celecoxib,Sorafenib,SN12C,ALMANAC,-5.19533077266664
Abiraterone,Nilotinib,SF-268,ALMANAC,1.76948831408796
Imatinib,Nilotinib,UACC-257,ALMANAC,-0.457194109942721
rizatriptan,Ruxolitinib,L-1236,NCATS_HL,-62.2891929098791
Bexarotene,Midostaurin,SK-MEL-5,FRIEDMAN,0.311177267474824
Vandetanib,mitotane,BT-549,ALMANAC,5.14515755877342
Lestaurtinib,Lapatinib,G-361,FRIEDMAN,20.5596679275988
Nilotinib,Fulvestrant,OVCAR-8,ALMANAC,0.614505939104207
Vismodegib,Dasatinib,UACC-257,ALMANAC,-8.70569602569232
Crizotinib,Sunitinib,COLO 205,ALMANAC,-5.91089841040757
Crizotinib,Fulvestrant,HS 578T,ALMANAC,4.11191755901869
Imatinib,Fulvestrant,HOP-62,ALMANAC,-0.0007735460735172
Vorinostat,Erlotinib,NCIH1650,ONEIL,4.14054171285972
Bexarotene,Pioglitazone,MZ-MEL-2,FRIEDMAN,7.54161556708495
Dasatinib,Sunitinib,SF-268,ALMANAC,-3.18161629229822
Nilotinib,Romidepsin,NCI-H522,ALMANAC,-57.637969123415
Vandetanib,Lapatinib,A549,ALMANAC,-3.00133611364706
Dasatinib,Fulvestrant,TK-10,ALMANAC,1.73409270321494
Vismodegib,mitotane,PC-3,ALMANAC,4.84331381089435
MEGESTROL ACETATE,paclitaxel,CAKI-1,ALMANAC,-78.3925703534652
Dasatinib,RAF265,MeWo,FRIEDMAN,3.69186582697343
Abiraterone,Sunitinib,LOX IMVI,ALMANAC,1.58321101529781
Enzastaurin,Lestaurtinib,RPMI7951,FRIEDMAN,2.11512806503096
Lestaurtinib,RAF265,COLO 792,FRIEDMAN,10.8014880545922
Vemurafenib,Vorinostat,T-47D,ALMANAC,-4.97809500145108
raloxifene,Ruxolitinib,UACC-257,ALMANAC,-1.64326803692231
Ruxolitinib,Abiraterone,HCT116,ALMANAC,-1.85615683072891
Linsitinib,Palbociclib,IPC-298,FRIEDMAN,1.74665786533427
raloxifene,Crizotinib,CAKI-1,ALMANAC,-5.24340773562309
Sunitinib,Fulvestrant,T-47D,ALMANAC,-1.25745097999943
Lenalidomide,MEGESTROL ACETATE,HCC-2998,ALMANAC,-1.60881149210734
Nilotinib,Erlotinib,Mel Ho,FRIEDMAN,6.54817704485198
Vismodegib,Vorinostat,SF-268,ALMANAC,2.38149899401239
Axitinib,Lenalidomide,UACC-257,ALMANAC,-2.14166460277418
Tideglusib,Lestaurtinib,SKMEL30,FRIEDMAN,1.86857074725202
raloxifene,Lapatinib,SR,ALMANAC,-9.43274637605183
Vandetanib,Vemurafenib,TK-10,ALMANAC,-3.33050199917784
raloxifene,Abiraterone,OVCAR-8,ALMANAC,1.65351724819862
MEGESTROL ACETATE,Nilotinib,HOP-62,ALMANAC,-9.58133692080188
Abiraterone,Imatinib,HOP-62,ALMANAC,-3.94294598812822
VX-702,Fingolimod,IST-MEL1,FRIEDMAN,-0.110659832553892
Linsitinib,Erlotinib,COLO 829,FRIEDMAN,-14.1250318295273
Palbociclib,RAF265,LOX IMVI,FRIEDMAN,5.81899122770474
Ambrisentan,Ruxolitinib,L-1236,NCATS_HL,-36.2000974915659
MEGESTROL ACETATE,celecoxib,CCRF-CEM,ALMANAC,-5.0738833676626
Nilotinib,Bexarotene,COLO 792,FRIEDMAN,2.20581119184112
Abiraterone,Fulvestrant,SK-MEL-5,ALMANAC,-2.64425858717311
Vorinostat,Sorafenib,SR,ALMANAC,-20.9505124723283
MEGESTROL ACETATE,mitotane,SF-268,ALMANAC,-0.852443570620415
Sunitinib,Tanespimycin,RVH-421,FRIEDMAN,-32.5937732692457
Lenalidomide,mitotane,UO-31,ALMANAC,-0.441752207535185
MEGESTROL ACETATE,Vorinostat,ACHN,ALMANAC,-16.446018876059
Sorafenib,Palbociclib,451Lu,FRIEDMAN,-21.4517066048012
Ruxolitinib,raloxifene,NCI-H522,ALMANAC,4.05578621906679
MEGESTROL ACETATE,mitotane,MCF7,ALMANAC,-8.11735904880018
Bexarotene,Midostaurin,COLO 792,FRIEDMAN,-12.1153614506538
Lestaurtinib,Vorinostat,451Lu,FRIEDMAN,2.21927817822499
Fingolimod,Pioglitazone,UACC-257,FRIEDMAN,-8.97181195462619
Tideglusib,VX-702,MZ-MEL-2,FRIEDMAN,-8.42114695806484
Nilotinib,Lapatinib,A498,ALMANAC,-10.6720759611933
Lapatinib,thalidomide,NCI-H322M,ALMANAC,-6.81429675331844
Lapatinib,Fulvestrant,U251,ALMANAC,-7.20322482421608
Lapatinib,Dasatinib,WT2-iPS,FRIEDMAN,-3.47735682891143
Ruxolitinib,Palbociclib,Mel Ho,FRIEDMAN,-5.90530029029612
raloxifene,Vorinostat,NCIH23,ALMANAC,-15.4410356753062
Ruxolitinib,Crizotinib,ACHN,ALMANAC,-1.57054731071849
MEGESTROL ACETATE,Dasatinib,NCI-H460,ALMANAC,-17.2715927196897
Tanespimycin,Vatalanib,SK-MEL-2,FRIEDMAN,-8.27985563928771
Vatalanib,Dasatinib,WT2-iPS,FRIEDMAN,11.1131235773339
Dasatinib,thalidomide,MCF7,ALMANAC,-1.12167121719608
raloxifene,Vemurafenib,A498,ALMANAC,-2.53546385196522
raloxifene,MEGESTROL ACETATE,HS 578T,ALMANAC,-5.46933354272348
Vemurafenib,mitotane,SF-268,ALMANAC,-38.680992647982
Nilotinib,paclitaxel,M14,ALMANAC,-19.9626995498872
Nilotinib,Fulvestrant,A549,ALMANAC,0.721838545556715
Nilotinib,Lapatinib,HOP-92,ALMANAC,-2.96061283681943
Vemurafenib,Vismodegib,RPMI-8226,ALMANAC,-1.45587682630078
Sunitinib,Crizotinib,451Lu,FRIEDMAN,3.72474958647198
Ruxolitinib,Vandetanib,786-0,ALMANAC,2.61824252540675
Lenalidomide,thalidomide,SR,ALMANAC,-2.81739485156113
Lestaurtinib,Midostaurin,MeWo,FRIEDMAN,2.91483428851406
MEGESTROL ACETATE,Romidepsin,MDA-MB-231,ALMANAC,-53.5972091333776
Vemurafenib,Gefitinib,HOP-62,ALMANAC,4.7038115410593
Sunitinib,Sorafenib,A498,ALMANAC,-1.08828775623192
Ruxolitinib,Lenalidomide,HCT-15,ALMANAC,-0.552763496455153
Lestaurtinib,Vismodegib,IPC-298,FRIEDMAN,6.68237120385762
celecoxib,mitotane,BT-549,ALMANAC,-4.83508593267126
Ruxolitinib,Tideglusib,A101D,FRIEDMAN,-31.4974441727784
Navitoclax,Linsitinib,UACC62,FRIEDMAN,3.30673734013344
Abiraterone,Fulvestrant,CAKI-1,ALMANAC,-1.23716291022428
Vandetanib,Sunitinib,TK-10,ALMANAC,-8.30530874092403
Bexarotene,Erlotinib,UACC-257,FRIEDMAN,9.88142917363411
Fingolimod,Pioglitazone,A375,FRIEDMAN,-12.7655159748005
Abiraterone,Romidepsin,SF-268,ALMANAC,-45.8762400523965
Sunitinib,Midostaurin,SK-MEL-5,FRIEDMAN,-5.27235624574947
Lapatinib,Sorafenib,KM12,ALMANAC,-3.48432127773749
Ruxolitinib,Fingolimod,UACC62,FRIEDMAN,-35.5049924793677
Nilotinib,Erlotinib,A2058,FRIEDMAN,-5.56585410555618
raloxifene,Abiraterone,SK-MEL-5,ALMANAC,-0.51133956184083
Vandetanib,Ruxolitinib,NCI-H522,ALMANAC,1.18010180655213
Vismodegib,Dasatinib,SR,ALMANAC,-9.53288097163844
Vismodegib,Sunitinib,OVCAR-4,ALMANAC,-1.22962463733926
RAF265,Pioglitazone,LB2518-MEL,FRIEDMAN,-0.292600537459299
celecoxib,Sorafenib,OVCAR-8,ALMANAC,-1.60037101315944
Gefitinib,Lapatinib,MDA-MB-468,ALMANAC,1.07287495139267
Vismodegib,Gefitinib,BT-549,ALMANAC,-14.3180490101113
Gefitinib,Romidepsin,MDA-MB-468,ALMANAC,-2.36332185982751
Tanespimycin,Vatalanib,LOX IMVI,FRIEDMAN,-2.56917450306773
Vismodegib,Vandetanib,UACC62,ALMANAC,-1.1176455447112
MEGESTROL ACETATE,Lapatinib,OVCAR-5,ALMANAC,-3.47520870149086
MEGESTROL ACETATE,Nilotinib,A498,ALMANAC,-4.2320200639269
Nilotinib,Tideglusib,UACC-257,FRIEDMAN,-11.7713775832653
Axitinib,Abiraterone,HOP-92,ALMANAC,-3.57975801371572
Vismodegib,Romidepsin,OVCAR-5,ALMANAC,-16.3107827042105
Tideglusib,SNS-032,451Lu,FRIEDMAN,-6.56222591589769
raloxifene,Sunitinib,NCI-H460,ALMANAC,2.79440601822632
phentolamine,Ruxolitinib,L-1236,NCATS_HL,-45.4222765432032
Pazopanib,Vismodegib,COLO 792,FRIEDMAN,-29.4297665819804
MEGESTROL ACETATE,thalidomide,SK-MEL-5,ALMANAC,-8.03107935339929
raloxifene,Vorinostat,SNB-75,ALMANAC,-1.96253529522628
Gefitinib,thalidomide,UACC62,ALMANAC,-10.0636196376565
Nilotinib,Tideglusib,COLO 792,FRIEDMAN,-13.1009603466191
raloxifene,Fulvestrant,MDA-MB-231,ALMANAC,-5.89815288783491
Tideglusib,RAF265,COLO 800,FRIEDMAN,-7.50476017125841
raloxifene,Axitinib,HOP-92,ALMANAC,4.59779695084212
Vandetanib,Gefitinib,HCT-15,ALMANAC,15.7619826952746
Nilotinib,thalidomide,OVCAR-5,ALMANAC,0.0201972750926898
Lapatinib,Lenalidomide,LOX IMVI,FRIEDMAN,6.38545206668612
Enzastaurin,SNS-032,WM115,FRIEDMAN,-0.791634832988963
Gefitinib,mitotane,UACC62,ALMANAC,-11.4209253577292
Vismodegib,Lapatinib,UACC-257,ALMANAC,-5.30017870860383
MEGESTROL ACETATE,Dasatinib,SF-295,ALMANAC,-9.77923510573023
celecoxib,Imatinib,UO-31,ALMANAC,-1.39646355302419
Navitoclax,Nilotinib,RPMI7951,FRIEDMAN,17.151529759099
Gefitinib,Dasatinib,A498,ALMANAC,7.54795205301467
