symbol,A2058,A2780,A375,A427,CAOV3,HCT116,HT144,HT29,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR3,PA1,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,UWB1289,VCAP
CACNG8,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,4,0,1,0,0,1,0
CACYBP,81,72,68,43,19,16,43,11,28,73,79,26,26,27,47,29,33,38,20,19,21,31,45,29,18,13,32,35,31,15
CALM1,31,32,29,36,77,23,31,23,46,31,64,46,40,24,43,52,44,37,30,20,31,54,46,37,20,27,60,37,23,38
CALM2,117,72,117,120,91,46,123,82,79,96,129,86,136,149,107,79,272,79,72,38,227,98,103,138,86,54,72,86,101,75
CALM3,65,144,62,69,43,62,70,90,108,52,52,170,45,57,92,61,191,30,162,29,80,104,57,63,23,46,85,57,49,213
CALML3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML4,1,0,0,1,0,3,0,25,3,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,6,8,1,0,1,1
CALML5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALML6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CAMK1,3,8,0,7,3,2,1,0,0,6,2,0,1,0,0,0,3,0,8,12,6,2,0,1,6,2,0,1,0,10
CAMK1D,0,1,0,1,1,4,0,0,2,0,0,1,0,1,0,1,0,3,0,4,0,1,0,2,0,5,1,0,2,1
CAMK1G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CAMK2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMK2B,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5
CAMK2D,6,1,4,5,1,27,6,17,5,13,8,10,4,1,3,15,15,1,13,8,5,5,4,12,7,5,0,7,4,6
CAMK2G,6,5,4,9,9,5,4,13,9,7,5,27,10,5,10,13,9,10,6,4,6,14,4,5,5,12,11,2,10,2
CAMK4,2,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
CAMKK2,5,8,4,11,8,8,4,7,14,12,9,6,10,7,11,13,7,6,5,12,7,9,5,7,15,15,13,5,9,24
CAMP,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD10,4,1,4,1,5,7,4,7,5,2,1,7,5,3,0,3,5,4,6,2,1,23,1,5,10,6,4,0,3,1
CARD11,0,0,0,0,9,0,0,0,0,0,0,0,14,0,0,0,30,0,18,0,0,0,0,11,0,5,0,0,6,0
CARD14,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,1
CARD16,0,36,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,5,0,3,3,0,0,0,2,0,0
CARD17,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CARD6,4,0,2,0,1,0,1,1,0,2,1,1,9,0,0,0,1,1,0,3,2,2,1,7,0,3,0,2,1,0
CARD8,2,2,1,1,0,2,0,2,0,0,1,2,2,1,2,2,2,1,1,2,3,2,2,2,2,2,1,1,2,2
CARD9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0
CASP1,0,11,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,6,0,1,4,0,4,0,0,0,0
CASP10,0,0,0,0,2,1,0,1,3,0,1,1,1,0,0,0,3,1,3,1,2,1,0,2,0,3,0,1,3,0
CASP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP3,26,20,19,27,9,7,14,7,18,10,13,12,10,8,16,17,19,17,51,11,12,18,17,10,12,9,9,10,9,12
CASP4,6,1,4,0,6,5,3,14,5,8,5,14,15,0,2,0,6,3,0,17,11,3,3,8,8,4,0,4,7,0
CASP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASP7,4,12,10,5,13,11,5,11,9,15,35,15,6,3,22,2,4,13,1,5,13,18,8,7,6,10,20,5,1,9
CASP8,5,4,6,6,5,6,6,9,7,13,10,8,12,1,2,3,4,6,3,7,9,7,3,10,4,8,2,7,5,2
CASP9,1,3,2,6,3,2,1,2,1,2,5,1,12,1,2,1,3,3,4,1,1,2,2,4,2,3,1,2,2,1
CASQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASQ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTOR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CASTOR2,0,1,1,1,2,1,0,1,5,0,1,1,0,0,2,4,0,2,3,2,0,2,1,2,0,6,1,0,3,2
CAT,23,10,25,13,8,19,20,29,23,26,0,13,16,6,15,40,16,19,0,4,39,20,15,16,6,14,39,15,2,7
CBL,8,9,9,4,4,12,4,9,6,6,3,7,1,8,12,5,3,6,11,15,6,12,4,6,15,12,5,4,18,3
CBLB,2,5,1,1,1,1,2,2,0,1,0,1,3,0,1,1,2,7,1,27,2,2,2,1,0,1,0,5,1,0
CCKAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCKBR,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCL13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL15,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
CCL19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL2,0,0,0,0,0,0,4,0,0,11,0,0,0,57,1,0,0,0,0,0,65,0,1,21,0,0,0,0,10,1
CCL20,1,0,0,13,0,0,1,0,0,22,1,0,1,429,0,0,88,0,0,0,0,1,0,1,2,3,0,0,4,0
CCL21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CCL25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL26,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1343,0,0,0,0,1,0,0,0,0,0,0,0,0
CCL27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL28,4,0,2,1,3,0,4,2,0,0,0,8,0,0,0,8,0,6,0,0,3,2,6,4,3,3,18,4,6,3
CCL3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL3L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL3L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL4L1,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0
CCL4L2,0,0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0
CCL5,0,0,0,0,0,0,1,0,0,20,0,48,0,22,0,0,0,0,0,0,8,0,6,1,0,3,0,0,0,0
CCL7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCNA1,0,0,0,0,9,0,0,0,0,0,0,1,0,2,0,0,0,7,0,0,0,36,0,0,0,0,0,0,8,0
CCNA2,47,55,36,25,24,12,28,16,36,23,41,41,34,72,42,32,31,52,28,9,19,45,30,27,5,16,30,18,37,30
CCNB1,102,119,129,78,69,25,103,27,111,58,133,122,99,144,86,48,63,91,65,22,52,94,94,52,32,28,94,91,64,111
CCNB2,30,30,37,7,21,8,32,23,51,25,35,30,36,40,56,35,33,37,24,9,25,28,30,19,10,12,35,22,30,28
CCND1,82,54,80,102,143,135,83,30,63,41,31,35,43,93,45,7,16,103,108,52,97,69,198,113,147,84,55,34,199,105
CCND2,0,165,0,0,0,0,0,0,36,2,0,0,0,35,0,0,0,0,32,25,0,0,0,0,0,3,0,0,37,0
CCND3,11,7,9,3,77,2,12,5,5,11,14,20,19,9,4,10,37,4,2,4,8,8,19,6,4,5,10,12,3,3
CCNE1,12,22,5,9,12,6,7,3,7,10,3,14,4,14,3,5,20,48,8,15,3,9,3,3,0,6,3,13,28,1
CCNE2,11,2,5,3,4,3,3,1,3,2,2,5,1,1,3,20,2,3,1,6,1,3,4,2,2,0,8,1,5,7
CCNG1,32,44,43,51,46,57,38,81,134,15,41,14,32,14,70,22,46,21,200,56,29,16,50,21,32,43,35,45,65,25
CCNG2,2,3,2,6,5,6,3,9,5,0,0,5,2,1,4,2,2,12,1,6,4,4,3,3,1,8,6,1,7,15
CCR1,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR10,0,4,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
CCR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
CD14,0,0,0,0,8,0,0,1,0,3,2,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1
CD19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CD209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD22,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,12,0,2,0,0
CD247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD36,0,0,0,0,0,0,0,0,3,0,0,0,46,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
CD38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CD3E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,0,0,0
CD40,0,2,2,0,4,7,0,0,0,1,2,15,0,14,0,0,0,4,0,9,0,5,0,17,0,0,1,0,19,0
CD72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD79A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
CD79B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0
CD80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD82,3,0,2,2,4,2,3,47,3,22,0,13,4,1,0,65,0,7,2,1,40,1,10,25,5,26,57,2,0,3
CD86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8A,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CD8B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0
CDC25B,27,13,37,5,29,48,20,22,23,45,41,38,23,20,11,37,16,33,11,20,83,92,51,28,82,35,18,33,40,30
CDC37,46,70,130,64,54,70,113,44,61,75,72,67,65,90,70,66,41,56,50,103,65,67,84,49,56,36,42,114,80,19
CDC42,67,72,82,51,64,68,55,70,64,39,49,91,65,87,40,80,88,52,78,43,84,117,89,95,42,55,67,69,57,101
CDH1,0,0,0,4,32,27,0,105,38,0,0,283,15,11,8,53,30,42,0,0,0,3,1,0,19,73,117,0,7,54
CDK1,50,58,32,27,41,20,26,16,33,29,50,28,29,24,63,32,31,49,26,9,14,30,32,18,24,17,51,27,74,43
CDK2,91,19,31,20,40,19,33,12,24,12,19,25,7,28,19,24,15,16,6,20,9,14,123,9,24,13,31,27,28,16
CDK4,51,69,79,89,19,39,75,38,64,33,53,26,29,38,31,55,42,39,54,86,46,31,60,27,56,38,39,39,40,43
CDK6,16,0,18,10,3,3,16,8,10,2,9,9,8,2,17,0,4,19,4,3,9,5,3,4,32,5,0,15,15,0
CDKN1A,5,11,36,14,21,103,73,15,26,6,14,43,65,37,3,9,5,2,46,54,7,2,10,20,2,22,10,86,0,14
CDKN1B,12,27,21,23,24,19,12,22,28,18,3,20,18,16,20,25,19,35,9,9,16,10,13,11,16,22,11,14,27,27
CDKN2A,10,0,0,0,10,7,0,13,1,11,0,0,0,3,12,11,12,24,6,0,35,0,11,0,18,13,4,0,40,0
CDKN2B,16,0,0,0,3,5,0,5,2,1,0,0,0,1,3,3,7,11,0,16,6,0,5,0,27,14,2,0,9,0
CDKN2D,2,2,9,8,5,3,5,5,3,4,2,7,3,2,11,3,5,6,1,2,9,7,11,7,3,1,5,4,6,8
CDON,2,1,4,1,0,2,1,1,0,0,0,0,0,1,1,0,1,1,2,0,4,2,1,1,0,2,0,1,0,3
CEBPB,6,7,6,63,5,61,15,87,6,68,10,27,26,16,11,20,10,11,14,142,28,9,13,8,84,93,4,12,85,1
CER1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
CFLAR,1,2,1,2,1,2,1,4,2,2,1,3,2,2,3,3,6,2,1,2,4,4,2,6,1,5,1,1,6,4
CFTR,0,0,0,0,0,0,0,39,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CGA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHAD,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHD8,13,18,12,5,14,7,11,7,11,17,10,5,8,17,12,14,7,10,13,9,9,13,11,11,11,14,9,12,17,14
CHEK1,10,9,11,5,6,5,4,4,8,6,8,12,5,10,15,7,7,5,6,5,5,9,4,7,11,9,17,5,18,11
CHEK2,8,13,4,3,12,6,5,5,6,6,7,11,3,8,4,8,3,8,11,3,3,3,6,4,3,2,9,8,7,7
CHRD,0,0,0,6,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHRM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHRM3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
CHRM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHUK,8,5,10,6,15,12,5,6,7,5,9,6,8,7,5,5,6,8,3,8,5,0,9,4,11,5,8,3,3,6
CIR1,6,7,7,8,9,5,8,9,8,10,4,7,6,8,14,6,9,9,9,7,16,8,7,27,8,12,6,9,10,6
CISH,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,7,0,0,0
CLEC1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4E,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC4M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLEC7A,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIP1,7,4,5,6,7,6,6,7,7,13,12,14,10,9,4,8,3,7,2,7,5,8,5,10,6,7,5,5,8,4
CNR1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CNTF,1,1,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,0,1,1,0,0
CNTFR,0,3,0,0,0,0,0,0,3,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,4,0,0,0,1
COL1A1,0,5,0,6,12,4,1,0,0,2,3,1,16,1,0,2,7,4,15,0,496,25,1,41,0,3,13,0,1,0
COL1A2,0,11,0,0,1,0,93,0,0,0,0,0,0,0,0,0,0,0,1,0,684,0,0,0,0,0,0,0,3,0
COL2A1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
COL3A1,0,123,0,15,0,0,1,0,0,0,7,2,0,0,0,0,1,0,0,0,137,0,0,0,0,0,0,0,0,0
COL4A1,78,0,55,2,4,0,72,0,0,7,2,10,2,1,0,0,0,17,48,0,78,107,26,15,0,0,0,18,22,0
COL4A2,131,0,89,2,8,0,93,1,0,13,6,19,2,2,0,0,0,23,48,0,84,105,54,43,1,0,0,25,36,1
COL4A3,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,2,0
COL4A4,0,0,0,0,3,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
COL6A1,9,10,25,13,13,30,43,0,11,124,13,8,4,4,1,7,3,7,14,6,689,6,12,311,17,37,1,14,1,6
COL6A2,0,12,12,53,16,32,38,0,0,147,0,10,0,2,1,10,0,5,17,0,707,25,0,220,1,27,0,9,1,2
COL6A3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL6A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COL9A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
COL9A2,1,0,4,0,9,1,0,0,0,0,0,0,0,0,4,7,1,7,2,0,0,1,0,1,0,1,6,4,4,11
COL9A3,62,0,69,0,3,6,220,21,0,0,1,0,0,2,14,0,0,0,8,2,0,0,50,1,12,140,1,159,1,0
COMP,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COP1,9,13,11,33,7,8,8,12,7,16,11,8,5,5,17,14,7,12,14,9,8,9,10,9,9,9,10,9,14,6
CPT1A,3,3,10,25,24,12,8,21,23,14,13,17,16,15,17,32,7,32,1,11,13,17,5,14,25,26,39,3,29,16
CPT1B,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,0,0,0,1,1,0,0,0
CPT1C,0,19,0,0,0,0,0,0,0,3,0,1,0,2,0,0,0,4,1,0,1,0,0,1,0,0,0,1,1,0
CPT2,7,9,9,7,9,5,4,10,11,11,5,3,6,4,6,9,5,11,16,7,3,4,13,7,9,4,10,7,6,9
CREB1,5,6,4,3,6,6,4,5,4,4,6,5,3,3,8,7,3,6,4,5,7,7,3,5,5,4,4,4,3,5
CREB3,18,16,24,17,36,11,15,14,14,45,16,27,18,46,27,12,20,28,18,19,22,52,12,24,14,18,31,20,11,18
CREB3L1,0,1,0,0,0,0,0,56,3,11,0,2,1,0,0,27,1,0,6,0,20,0,0,15,0,16,0,0,0,4
CREB3L2,25,4,10,3,7,18,20,5,5,6,6,7,7,3,6,7,13,2,7,12,15,5,9,4,12,4,3,16,10,8
CREB3L3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
CREB3L4,5,5,7,8,3,3,3,6,4,3,3,1,7,6,7,61,5,10,4,1,5,2,3,7,4,8,76,3,7,36
CREB5,1,0,0,0,0,0,1,1,0,3,0,0,0,3,0,1,0,2,2,4,0,1,0,3,0,0,0,10,5,0
CREBBP,5,8,7,3,3,7,11,6,12,7,3,7,3,6,11,10,6,5,6,6,5,13,6,3,7,18,7,3,7,6
CRK,35,29,34,18,19,33,29,16,26,33,24,25,28,37,25,16,23,19,19,27,23,17,21,19,29,11,21,22,29,29
CRKL,17,30,13,7,48,27,19,39,21,16,15,26,16,23,30,23,626,30,25,23,15,28,19,12,22,52,20,18,24,27
CRTC2,15,16,21,10,12,9,13,9,10,19,11,9,12,31,10,11,11,13,6,9,9,13,21,9,10,14,16,11,17,9
CSF1,1,6,2,0,1,0,12,0,1,27,2,2,1,1,0,0,2,1,1,2,19,19,2,60,0,2,0,1,78,0
CSF1R,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,1,0,0,0,0
CSF2RB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSF3R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
CSH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1A1,17,18,28,18,26,26,23,22,24,19,17,19,27,16,6,17,10,18,18,20,16,25,18,17,24,38,29,16,19,23
CSNK1A1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSNK1D,11,11,13,11,17,17,13,14,10,8,12,13,13,16,15,26,32,30,10,14,12,15,14,25,19,18,21,9,14,23
CSNK1E,25,23,17,12,16,27,25,16,12,16,9,18,66,17,19,21,8,12,40,36,20,16,21,16,35,15,14,20,18,27
CSNK1G1,4,3,5,2,4,5,3,7,6,6,2,4,5,3,6,5,2,7,4,6,5,3,3,3,5,6,4,2,1,2
CSNK1G2,7,27,13,27,6,27,19,22,20,15,11,9,9,20,28,29,12,11,36,23,15,20,18,13,27,17,11,18,18,16
CSNK1G3,7,8,11,17,10,15,12,13,6,4,7,7,8,6,16,3,6,8,9,15,8,10,7,7,10,15,6,9,7,7
CSNK2A1,28,49,39,20,13,57,21,35,22,34,12,23,39,31,34,42,23,25,32,72,43,22,28,16,74,15,22,29,29,40
CSNK2A2,12,14,19,14,22,15,11,15,25,8,22,22,9,11,22,8,13,10,19,27,9,15,11,14,35,15,6,10,22,5
CSNK2A3,3,7,8,3,1,10,2,6,1,2,1,3,6,4,2,6,1,3,6,10,3,2,2,1,12,0,3,2,5,6
CSNK2B,12,10,7,11,11,10,12,10,8,6,5,8,4,16,6,17,13,7,15,13,9,7,12,5,9,13,11,9,9,5
CTBP1,12,14,12,15,25,15,9,23,14,16,13,12,17,7,20,17,14,15,18,16,9,18,11,16,18,23,16,8,39,26
