Drug A,Drug B,Cell Line Name,Score
VEMURAFENIB,VANDETANIB,NCI-H522,-5.87
VEMURAFENIB,VEMURAFENIB,A-498,-6.11
MITOTANE,FULVESTRANT,OVCAR-4,-0.95
VANDETANIB,FULVESTRANT,CCRF-CEM,-6.97
MITOTANE,FULVESTRANT,HCC2998,-6.03
MITOTANE,FULVESTRANT,SF268,-4.87
VEMURAFENIB,MITOTANE,786-O,-1.65
VEMURAFENIB,FULVESTRANT,NCI-H226,1.48
VEMURAFENIB,DASATINIB,HCC2998,-15.56
VEMURAFENIB,VANDETANIB,UO-31,-0.07
VEMURAFENIB,DASATINIB,SK-MEL-28,2.06
DASATINIB,FULVESTRANT,SF268,2.08
MITOTANE,FULVESTRANT,CCRF-CEM,-2.47
VANDETANIB,MITOTANE,HCT 15,3.39
VANDETANIB,FULVESTRANT,NCI-H322M,-8.71
VEMURAFENIB,VEMURAFENIB,CCRF-CEM,3.63
DASATINIB,MITOTANE,BT-549,-0.48
MITOTANE,FULVESTRANT,MDA-MB-468,3.46
VANDETANIB,FULVESTRANT,SR,5.18
DASATINIB,MITOTANE,UACC-257,-43.56
VANDETANIB,DASATINIB,NCI-H322M,4.44
MITOTANE,FULVESTRANT,HT-29,-4.24
VEMURAFENIB,DASATINIB,SW620,-23.73
DASATINIB,MITOTANE,SF295,2.5
VANDETANIB,MITOTANE,A-549,-11.7
VANDETANIB,DASATINIB,Hs 578T,-18.47
VANDETANIB,MITOTANE,OVCAR-4,-1.98
VANDETANIB,DASATINIB,HOP-62,15.65
VEMURAFENIB,MITOTANE,DU145,8.01
VANDETANIB,DASATINIB,A-498,2.35
VANDETANIB,DASATINIB,RPMI-8226,-14.23
DASATINIB,MITOTANE,MDA-MB-231,-19.15
VEMURAFENIB,MITOTANE,SW620,-9.07
VANDETANIB,DASATINIB,SK-MEL-2,-5.84
VANDETANIB,DASATINIB,SW620,-2.01
VANDETANIB,MITOTANE,K-562,-14.79
MITOTANE,FULVESTRANT,Caki-1,-1.77
DASATINIB,FULVESTRANT,OVCAR-5,-0.5
DASATINIB,FULVESTRANT,HOP-62,-4.4
DASATINIB,FULVESTRANT,Hs 578T,3.07
VEMURAFENIB,VEMURAFENIB,OVCAR-4,1.3
VANDETANIB,DASATINIB,MDA-MB-468,-2.51
VANDETANIB,FULVESTRANT,UACC-62,-3.45
VANDETANIB,VEMURAFENIB,HOP-92,-0.86
VANDETANIB,FULVESTRANT,HCT 15,-2.56
VEMURAFENIB,FULVESTRANT,RXF 393L,1.89
VANDETANIB,VEMURAFENIB,A-498,-2.23
VANDETANIB,VEMURAFENIB,U-251MG,-6.78
VEMURAFENIB,FULVESTRANT,UO-31,-2.19
DASATINIB,MITOTANE,SK-OV-3,-7.98
DASATINIB,FULVESTRANT,HT-29,11.45
VEMURAFENIB,DASATINIB,KM12,1.0
VANDETANIB,FULVESTRANT,LOX-IMVI,-1.26
VEMURAFENIB,MITOTANE,ACHN,-1.71
VEMURAFENIB,MITOTANE,UACC-62,-17.16
VEMURAFENIB,FULVESTRANT,MCF-7,1.53
VANDETANIB,DASATINIB,KM12,1.91
VEMURAFENIB,VANDETANIB,DU145,-17.76
MITOTANE,FULVESTRANT,MOLT-4,0.73
VEMURAFENIB,VEMURAFENIB,OVCAR-3,0.76
MITOTANE,FULVESTRANT,NCI-H23,-5.36
MITOTANE,FULVESTRANT,786-O,-4.41
VEMURAFENIB,VANDETANIB,HCT 116,-21.77
VANDETANIB,FULVESTRANT,ACHN,8.04
VEMURAFENIB,VEMURAFENIB,NCI-H460,6.52
VANDETANIB,MITOTANE,DU145,-0.52
MITOTANE,FULVESTRANT,SNB-75,3.09
VANDETANIB,DASATINIB,786-O,3.74
VANDETANIB,FULVESTRANT,A-549,1.26
VANDETANIB,VEMURAFENIB,UACC-257,-4.87
DASATINIB,MITOTANE,NCI-H226,-14.97
VANDETANIB,DASATINIB,SF539,1.1
MITOTANE,FULVESTRANT,DU145,-4.82
VANDETANIB,MITOTANE,ACHN,-10.58
DASATINIB,FULVESTRANT,HCT 116,1.26
VANDETANIB,MITOTANE,COLO 205,3.87
VANDETANIB,FULVESTRANT,HOP-92,5.88
VANDETANIB,FULVESTRANT,IGROV-1,-10.43
VANDETANIB,MITOTANE,TK-10,-7.7
VANDETANIB,MITOTANE,KM12,5.04
VANDETANIB,DASATINIB,IGROV-1,18.14
VEMURAFENIB,MITOTANE,OVCAR-5,0.61
VANDETANIB,VEMURAFENIB,ACHN,-5.23
DASATINIB,MITOTANE,HOP-92,-10.03
VEMURAFENIB,FULVESTRANT,TK-10,2.13
VANDETANIB,MITOTANE,OVCAR-8,6.58
VEMURAFENIB,DASATINIB,RXF 393L,-2.62
VANDETANIB,MITOTANE,UO-31,-11.72
DASATINIB,MITOTANE,SK-MEL-5,-2.76
VANDETANIB,DASATINIB,BT-549,-17.97
VEMURAFENIB,VANDETANIB,UACC-62,-1.83
VEMURAFENIB,VEMURAFENIB,UACC-62,1.18
VEMURAFENIB,FULVESTRANT,KM12,-2.54
VANDETANIB,FULVESTRANT,786-O,1.78
VEMURAFENIB,MITOTANE,Caki-1,-7.48
MITOTANE,FULVESTRANT,OVCAR-8,-0.86
VEMURAFENIB,MITOTANE,HT-29,-15.77
VANDETANIB,MITOTANE,HT-29,-10.8
MITOTANE,FULVESTRANT,COLO 205,-1.79
VANDETANIB,VEMURAFENIB,786-O,-1.57
VEMURAFENIB,VANDETANIB,TK-10,-3.57
MITOTANE,FULVESTRANT,BT-549,-3.45
MITOTANE,FULVESTRANT,LOX-IMVI,1.51
VANDETANIB,VEMURAFENIB,PC-3,-9.04
DASATINIB,MITOTANE,HCT 116,-32.89
VANDETANIB,VEMURAFENIB,Hs 578T,-3.66
VANDETANIB,VEMURAFENIB,SW620,-40.65
VEMURAFENIB,MITOTANE,OVCAR-3,6.74
VANDETANIB,FULVESTRANT,SW620,-2.96
DASATINIB,FULVESTRANT,NCI-H226,0.53
VEMURAFENIB,VANDETANIB,SF539,1.59
VEMURAFENIB,VEMURAFENIB,EKVX,-7.11
VEMURAFENIB,MITOTANE,UO-31,-18.28
VANDETANIB,DASATINIB,CCRF-CEM,-4.29
VANDETANIB,MITOTANE,NCI-H322M,-28.83
DASATINIB,FULVESTRANT,UO-31,-39.76
VANDETANIB,MITOTANE,M14,-3.04
VEMURAFENIB,VEMURAFENIB,A-549,0.56
VEMURAFENIB,MITOTANE,HOP-62,-21.91
VEMURAFENIB,FULVESTRANT,SK-OV-3,2.87
DASATINIB,MITOTANE,HCT 15,-4.36
VEMURAFENIB,FULVESTRANT,Hs 578T,-1.36
DASATINIB,FULVESTRANT,NCI-H23,-66.29
MITOTANE,FULVESTRANT,SK-MEL-5,-7.22
VEMURAFENIB,FULVESTRANT,NCI-H322M,1.38
VANDETANIB,FULVESTRANT,SK-OV-3,-4.71
VEMURAFENIB,FULVESTRANT,OVCAR-8,-1.3
DASATINIB,FULVESTRANT,RXF 393L,-6.47
DASATINIB,FULVESTRANT,CCRF-CEM,-15.14
VEMURAFENIB,VANDETANIB,U-251MG,0.09
MITOTANE,FULVESTRANT,UACC-257,-1.55
VEMURAFENIB,DASATINIB,UACC-257,3.25
VEMURAFENIB,VEMURAFENIB,ACHN,-8.24
VEMURAFENIB,DASATINIB,TK-10,12.73
VEMURAFENIB,VANDETANIB,SF268,-5.17
VEMURAFENIB,VANDETANIB,SN12C,-8.61
VEMURAFENIB,VANDETANIB,LOX-IMVI,-3.65
VANDETANIB,FULVESTRANT,NCI-H522,6.47
VEMURAFENIB,VEMURAFENIB,MDA-MB-231,-3.85
VEMURAFENIB,DASATINIB,HOP-92,1.32
VEMURAFENIB,VEMURAFENIB,SK-MEL-5,-0.88
DASATINIB,MITOTANE,SF539,5.12
DASATINIB,FULVESTRANT,SK-MEL-28,0.25
VEMURAFENIB,MITOTANE,SF268,6.44
VANDETANIB,MITOTANE,OVCAR-5,5.2
VEMURAFENIB,VANDETANIB,T-47D,-0.04
VANDETANIB,VEMURAFENIB,IGROV-1,-4.49
VEMURAFENIB,VEMURAFENIB,NCI-H226,-12.2
VEMURAFENIB,DASATINIB,U-251MG,10.84
VEMURAFENIB,VANDETANIB,NCI-H226,-7.91
DASATINIB,FULVESTRANT,PC-3,-10.92
VANDETANIB,DASATINIB,TK-10,14.56
VANDETANIB,DASATINIB,UACC-257,-8.1
