Drug,Target
Trametinib,MAP2K1
Trametinib,MAP2K2
Dabrafenib,BRAF
Dabrafenib,RAF1
Dabrafenib,SIK1
Afatinib,EGFR
Afatinib,ERBB2
Afatinib,ERBB4
Macitentan,EDNRA
Macitentan,EDNRB
Ciprofibrate,PPARA
Palbociclib,CDK4
Palbociclib,CDK6
Lenvatinib,FLT1
Lenvatinib,KDR
Lenvatinib,FLT4
Lenvatinib,FGFR1
Lenvatinib,FGFR2
Lenvatinib,FGFR3
Lenvatinib,FGFR4
Lenvatinib,KIT
Nintedanib,FLT1
Nintedanib,KDR
Nintedanib,FLT4
Nintedanib,FGFR1
Nintedanib,FGFR2
Nintedanib,FGFR3
Nintedanib,FLT3
Nintedanib,LCK
Nintedanib,LYN
Nintedanib,SRC
Sonidegib,SMO
Synephrine,ADRA1A
Synephrine,ADRA1B
Synephrine,ADRA1D
tolfenamic acid,PTGS2
cilnidipine,CACNA1C
cilnidipine,CACNA1D
cilnidipine,CACNA1S
cilnidipine,CACNB1
cilnidipine,CACNB2
cilnidipine,CACNB3
cilnidipine,CACNB4
Lacidipine,CACNA1C
Lacidipine,CACNA1D
Lacidipine,CACNA1S
Lacidipine,CACNB1
Lacidipine,CACNB2
Lacidipine,CACNB3
Lacidipine,CACNB4
NIGULDIPINE,ADRA1A
MOXONIDINE,ADRA2A
Lumacaftor,CFTR
isosorbide,BCL2
isosorbide,BCL2L1
isosorbide,MCL1
Venetoclax,BCL2
curcumin,PPARG
Equol,ESR2
Icotinib,EGFR
Rilmenidine,ADRA2A
Baricitinib,JAK1
Baricitinib,JAK2
Baricitinib,PTK2B
Baricitinib,JAK3
Neratinib,EGFR
Mocetinostat,HDAC1
Mocetinostat,HDAC3
Mocetinostat,HDAC2
Binimetinib,IL6
Binimetinib,TNF
Binimetinib,IL1B
Binimetinib,MAP3K1
Binimetinib,MAP2K2
Diacerein,NR1H3
Fostamatinib,SYK
Fostamatinib,ADORA3
Fostamatinib,ABL1
Fostamatinib,TYK2
Fostamatinib,JAK1
Fostamatinib,MET
Fostamatinib,PRKACA
Fostamatinib,STK3
Fostamatinib,TEC
Fostamatinib,TAOK1
Fostamatinib,TAOK2
Fostamatinib,TAOK3
Fostamatinib,TBK1
Fostamatinib,TEK
Fostamatinib,TGFBR1
Fostamatinib,TGFBR2
Fostamatinib,ULK1
Fostamatinib,ULK2
Fostamatinib,MAP3K20
Fostamatinib,ZAP70
Fostamatinib,ABL2
Fostamatinib,ACVR1
Fostamatinib,ACVR1B
Fostamatinib,BMPR1B
Fostamatinib,BMPR2
Fostamatinib,BRAF
Fostamatinib,CAMK1
Fostamatinib,CAMK1D
Fostamatinib,CAMK1G
Fostamatinib,CAMK2A
Fostamatinib,CAMK2B
Fostamatinib,CAMK2D
Fostamatinib,CAMK2G
Fostamatinib,CAMKK2
Fostamatinib,CDK1
Fostamatinib,CDK4
Fostamatinib,CHEK1
Fostamatinib,CHEK2
Fostamatinib,CSF1R
Fostamatinib,CSNK1A1
Fostamatinib,CSNK2A1
Fostamatinib,CSNK2A2
Fostamatinib,EGFR
Fostamatinib,EPHA2
Fostamatinib,ERBB2
Fostamatinib,ERBB4
Fostamatinib,FGFR1
Fostamatinib,FGFR2
Fostamatinib,FGFR3
Fostamatinib,FGR
Fostamatinib,FLT1
Fostamatinib,FLT3
Fostamatinib,FLT4
Fostamatinib,MTOR
Fostamatinib,FYN
Fostamatinib,GSK3A
Fostamatinib,GSK3B
Fostamatinib,HCK
Fostamatinib,IKBKB
Fostamatinib,IKBKE
Fostamatinib,INSR
Fostamatinib,IRAK3
Fostamatinib,IRAK4
Fostamatinib,ITK
Fostamatinib,JAK2
Fostamatinib,JAK3
Fostamatinib,KDR
Fostamatinib,KIT
Fostamatinib,LATS1
Fostamatinib,LCK
Fostamatinib,LYN
Fostamatinib,MAP2K2
Fostamatinib,MAP2K3
Fostamatinib,MAP2K5
Fostamatinib,MAP2K6
Fostamatinib,MAP3K1
Fostamatinib,MAP3K11
Fostamatinib,MAP3K12
Fostamatinib,MAP3K13
Fostamatinib,MAP3K2
Fostamatinib,MAP3K3
Fostamatinib,MAP3K4
Fostamatinib,MAP3K6
Fostamatinib,MAP4K1
Fostamatinib,MAP4K2
Fostamatinib,MAP4K3
Fostamatinib,MAP4K4
Fostamatinib,MAPK10
Fostamatinib,MAPK13
Fostamatinib,MAPK14
Fostamatinib,MAPK15
Fostamatinib,MAPK4
Fostamatinib,MAPK7
Fostamatinib,MAPK9
Fostamatinib,MAPKAPK5
Fostamatinib,MATK
Fostamatinib,MKNK1
Fostamatinib,MKNK2
Fostamatinib,MST1R
Fostamatinib,MYLK
Fostamatinib,MYLK2
Fostamatinib,MYLK3
Fostamatinib,MYLK4
Fostamatinib,NTRK1
Fostamatinib,NTRK2
Fostamatinib,NTRK3
Fostamatinib,PAK1
Fostamatinib,PAK2
Fostamatinib,PAK4
Fostamatinib,PAK6
Fostamatinib,PAK5
Fostamatinib,PDGFRA
Fostamatinib,PDGFRB
Fostamatinib,PDPK1
Fostamatinib,PHKG1
Fostamatinib,PIK3CD
Fostamatinib,PIK3CG
Fostamatinib,PIM1
Fostamatinib,PKN1
Fostamatinib,PKN2
Fostamatinib,PLK1
Fostamatinib,PLK2
Fostamatinib,PLK3
Fostamatinib,PLK4
Fostamatinib,PRKAA1
Fostamatinib,PRKAA1
Fostamatinib,PRKAA2
Fostamatinib,PRKAB1
Fostamatinib,PRKAB2
Fostamatinib,PRKAG1
Fostamatinib,PRKAG2
Fostamatinib,PRKAG3
Fostamatinib,PRKACB
Fostamatinib,PRKCD
Fostamatinib,PRKCE
Fostamatinib,PRKCG
Fostamatinib,PRKCI
Fostamatinib,PRKCQ
Fostamatinib,PRKD1
Fostamatinib,PRKG2
Fostamatinib,PTK2
Fostamatinib,PTK2B
Fostamatinib,RAF1
Fostamatinib,RET
Fostamatinib,RIPK1
Fostamatinib,RIPK2
Fostamatinib,ROCK2
Fostamatinib,RPS6KA1
Fostamatinib,SGK3
Fostamatinib,SIK1
Fostamatinib,SIK2
Fostamatinib,SRC
tetrahydropalmatine,DRD1
tetrahydropalmatine,DRD2
Tideglusib,GSK3B
Tivantinib,MET
Foretinib,HGF
Foretinib,KDR
Navitoclax,BCL2
Navitoclax,BAD
Ketanserin,HTR2A
ABEXINOSTAT,HDAC1
Nafamostat,F2
Nafamostat,ICAM1
Amuvatinib,KIT
Amuvatinib,MET
Amuvatinib,RET
Amuvatinib,PDGFRA
Amuvatinib,FLT3
gabexate,F2
Quizartinib,FLT3
gossypol,BCL2L1
Rhein,NR1H3
bufexamac,PTGS2
Glycyrrhizic acid,TNF
Glycyrrhizic acid,CASP3
Glycyrrhizic acid,NFKB2
Glycyrrhizic acid,NFKB1
Glycyrrhizic acid,LPL
acemetacin,PTGS2
candesartan,AGTR1
estradiol valerate,ESR1
estradiol valerate,ESR2
estradiol valerate,NCOA2
estradiol valerate,GPER1
estradiol valerate,BECN1
