symbol,A2058,A2780,A375,A427,CAOV3,HCT116,HT144,HT29,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,NCIH520,OCUBM,OV90,OVCAR3,PA1,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,UWB1289,VCAP
BTC,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,1,0,0,-1,-1,-1,1
BTRC,-1,0,0,0,1,1,-1,0,0,-1,1,0,0,0,-1,-1,0,2,0,0,-1,-1,0,-1,0,0,1,-1,-1,0
CAB39,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,0,0,0,-1,0,1,1,0,0,1,0,0,-1,1,-1,0
CAB39L,1,0,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0
CACNA1C,-2,0,0,2,2,0,0,0,1,1,-1,0,-1,1,1,1,1,-1,0,-2,-1,-1,0,-1,1,-1,0,0,-1,1
CACNA1D,0,0,0,0,-1,-1,2,-2,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,1,2,-1,-1,0,-1,-1,-1,-1,1
CACNA1S,1,1,1,0,-1,-1,0,-1,0,1,1,0,1,0,0,0,0,-1,0,1,-1,-1,1,1,-1,0,1,0,-1,0
CACNA2D1,-2,0,1,0,2,1,1,1,1,0,1,1,2,1,-1,1,1,1,0,-1,1,-1,0,0,1,0,1,2,1,1
CACNA2D2,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-2,-1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1
CACNA2D3,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,0,-1,-1,-1,-1,1
CACNA2D4,0,0,0,2,2,0,0,0,1,1,-1,0,-1,1,1,1,1,-1,0,1,-1,-1,0,-1,1,-1,0,0,-1,1
CACNB1,0,0,-1,1,-1,0,0,0,0,-1,1,0,1,0,-1,1,1,-1,0,0,-1,1,-1,1,0,0,1,0,-1,1
CACNB2,0,0,-1,0,1,1,-1,0,0,-1,-1,-1,1,0,-1,0,-1,-1,0,1,1,0,0,-1,0,0,1,-1,-1,0
CACNB3,0,0,0,1,1,-1,0,0,1,-1,1,0,-1,1,0,1,1,0,0,0,-1,0,0,-1,1,0,1,0,1,1
CACNB4,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,-1,0,0,-1,1,2,0
CACNG1,0,0,0,1,0,2,0,2,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,1,1,1,0,1,1,0,0
CACNG2,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,-1,0
CACNG3,0,0,0,0,-1,0,0,0,0,-1,1,1,-1,-1,1,0,0,-1,0,0,-1,0,-1,0,0,0,0,-1,2,-1
CACNG4,0,0,0,1,0,2,0,2,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,1,1,1,0,1,1,0,0
CACNG5,0,0,0,1,0,2,0,2,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,1,1,1,0,1,1,0,0
CACNG6,0,0,0,0,1,0,0,1,0,1,-1,1,1,-1,-1,0,1,1,0,0,1,0,-1,1,0,0,-1,1,0,1
CACNG7,0,0,0,0,1,0,0,1,0,1,-1,1,1,-1,-1,0,1,1,0,0,1,0,-1,1,0,0,-1,1,0,1
CACNG8,0,0,0,0,1,0,0,1,0,1,-1,1,1,-1,-1,0,1,1,0,0,1,0,-1,1,0,0,-1,1,0,1
CACYBP,1,1,2,1,-1,0,0,0,0,0,1,0,-1,0,1,1,0,0,0,0,-1,0,1,1,0,0,1,1,1,0
CALM1,0,0,-1,0,2,0,-1,-1,0,-1,1,0,-1,0,-1,1,0,1,0,1,-1,0,-1,1,0,1,1,1,0,0
CALM2,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,-1,0,1,1,-1,0,1,0,0,-1,1,1,0
CALM3,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1
CALML3,0,0,-1,0,1,0,-1,0,0,-1,-1,-1,1,0,-2,-1,-1,-1,0,1,1,0,0,-1,0,0,1,-1,0,0
CALML4,0,0,1,-1,1,0,1,1,1,-2,1,0,1,0,1,0,1,-1,0,0,1,0,1,1,0,0,0,-1,0,1
CALML5,0,0,-1,0,1,0,-1,0,0,-1,-1,-1,-1,0,-2,-1,-1,-1,0,1,1,0,0,-1,0,0,1,-1,0,0
CALML6,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,-1,0,0,2,0,1,0,0,1,1,-1,0,-1,0,0,1
CAMK1,-1,0,0,0,1,-1,1,-1,0,1,-1,0,-1,-1,-1,1,-1,0,0,1,1,0,-1,-1,0,-1,0,-1,-1,1
CAMK1D,0,0,-1,0,1,0,-1,0,0,-1,-1,-1,0,0,-1,0,-1,-1,0,1,1,0,0,-1,0,0,1,-1,1,0
CAMK1G,1,1,1,-1,-1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,-1,0,1,1,0,0,1,1,-1,0
CAMK2A,0,0,-1,1,1,-1,0,0,1,1,1,0,1,1,0,-1,0,1,0,1,-1,0,1,0,0,1,1,-1,-1,0
CAMK2B,1,0,0,1,2,0,1,1,1,-1,1,1,1,1,-1,1,-1,-1,0,0,1,-1,-1,1,1,0,1,1,1,1
CAMK2D,0,0,-1,0,-1,0,-1,0,0,1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
CAMK2G,-1,0,-1,0,1,0,-1,0,0,1,1,0,0,0,1,1,-1,0,0,-1,-1,0,0,-1,1,0,1,-1,1,0
CAMK4,0,0,1,1,1,0,1,0,1,-1,1,1,1,-1,1,-1,0,0,0,2,-1,0,1,0,0,1,1,0,-1,-1
CAMKK2,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,-1,0,1,-1,0,0,1,0,0,1,0,1,1
CAMP,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-2,-1,-1,1,0,0,0,-1,-1,-1,0,-1,-1,-1,0,1
CARD10,0,0,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,-1,-1,-1,-1,1,-1,0
CARD11,1,0,-1,1,-1,0,0,1,1,2,1,1,1,1,-1,1,-1,-1,0,1,1,-1,-1,1,1,0,1,1,-1,0
CARD14,0,0,-1,1,0,1,0,-1,0,-1,1,-1,0,0,0,1,0,-1,0,1,-1,0,1,1,1,0,1,0,0,1
CARD16,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
CARD17,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
CARD18,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
CARD6,1,0,1,1,1,0,1,1,1,2,1,2,1,1,1,2,-1,1,-1,-1,-1,0,0,1,1,0,1,1,0,1
CARD8,0,0,0,0,-1,-1,0,1,0,-1,-1,1,1,-1,-1,0,1,0,0,0,0,0,-1,-1,-1,0,-1,0,0,1
CARD9,0,0,-1,-1,-1,-1,-1,-1,0,0,1,0,-1,-1,-1,1,1,-1,0,2,-1,0,-1,-1,-1,0,1,-1,1,1
CASP1,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
CASP10,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
CASP12,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,2,-1,-1,1,1,1,0,1,1
CASP3,0,0,0,-1,-2,-2,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0,0,-1,-1,-1,1
CASP4,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,2,-1,-1,1,1,1,0,1,1
CASP5,0,0,1,-1,-1,0,-1,1,1,-1,0,1,-1,-1,1,-1,0,-1,0,-1,1,0,-1,-1,1,1,1,0,1,1
CASP7,0,0,0,0,1,2,-1,0,0,1,1,0,0,-1,-1,-1,0,1,0,1,-1,0,0,-1,0,0,-1,-1,-1,0
CASP8,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
CASP9,0,0,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,1,0,0,2,0,1,0,0,1,1,0,0,-1,0,0,0
CASQ1,1,1,1,1,-1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,-1,-1,1,1,0,0,1,0,1,0
CASQ2,0,0,-1,-1,1,0,-1,0,0,-1,-1,0,-1,0,-1,-1,0,1,0,1,1,0,1,1,0,-1,-1,1,1,0
CASR,0,0,0,1,2,0,1,1,0,1,-1,0,-1,1,1,1,0,1,0,-1,1,0,1,1,0,0,0,1,1,0
CASTOR1,0,0,-1,-1,1,0,0,-1,0,1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,0,0,1,-1,1,-1,1,-1,0
CASTOR2,1,0,0,0,1,0,1,1,1,0,1,0,1,1,-1,1,-1,-1,0,-1,1,-1,0,1,1,0,1,2,1,1
CAT,0,0,0,0,-1,0,0,1,1,0,-1,0,-1,-1,1,1,1,1,0,1,-1,0,-1,1,1,0,1,-1,-1,0
CBL,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,-1,-1,1,1,1,-1,2,1
CBLB,0,0,1,1,2,0,1,1,0,1,0,0,0,1,1,1,0,1,-1,-1,1,0,1,-1,0,0,1,1,1,0
CCKAR,0,0,0,0,-1,0,-1,0,0,1,-1,-1,-1,1,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,-1,1,0
CCKBR,0,0,-1,1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,0,-1,1,1,-1,-1,-1,-1,0
CCL1,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCL11,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCL13,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCL14,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,1,-1,0,0,1,0,0,1,0,-1,1
CCL15,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,1,-1,0,0,1,0,0,1,0,-1,1
CCL16,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,1,-1,0,0,1,0,0,1,0,-1,1
CCL17,0,0,-1,0,1,-1,0,-1,0,-1,1,1,-1,0,0,1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,-1
CCL18,0,0,0,1,-1,0,0,1,0,-1,1,0,0,0,1,1,1,-1,0,1,-1,0,0,1,0,0,1,0,-1,1
CCL19,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
CCL2,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCL20,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,-1,1,-1,0
CCL21,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
CCL22,0,0,-1,0,1,-1,0,-1,0,-1,1,1,-1,0,0,1,0,-1,0,1,0,0,-1,1,1,0,-1,-1,1,-1
CCL23,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,1,-1,0,0,1,0,0,1,0,-1,1
CCL24,1,0,0,0,1,0,1,1,1,0,1,0,1,1,-1,1,-1,-1,0,-1,1,-1,0,1,1,0,1,2,1,1
CCL25,-1,0,-1,0,-1,0,0,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,-1
CCL26,1,0,0,0,1,0,1,1,1,0,1,0,1,1,-1,1,-1,-1,0,-1,1,-1,0,1,1,0,1,2,1,1
CCL27,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
CCL28,1,0,0,1,1,0,1,1,1,0,1,1,1,1,2,1,0,1,-1,-1,-1,0,0,1,1,0,1,1,1,1
CCL3,0,0,-1,1,-1,0,0,1,0,-1,1,0,0,0,1,1,1,-1,0,1,-1,0,0,1,0,0,1,0,-1,1
CCL3L1,-2,0,-1,-1,-1,0,0,1,-2,-1,1,-1,-1,0,1,-1,1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,1
CCL3L3,-2,0,-1,-1,-1,0,0,1,-2,-1,1,-1,-1,0,1,-1,1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,1
CCL4,0,0,-1,1,-1,0,0,1,0,-1,1,0,-1,0,1,-1,1,-1,0,1,-1,0,0,-1,0,0,-1,0,-1,1
CCL4L1,-2,0,-1,-1,-1,0,0,1,-2,-1,1,-1,-1,0,1,-1,1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,1
CCL4L2,-2,0,-1,-1,-1,0,0,1,-2,-1,1,-1,-1,0,1,-1,1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,-1,1
CCL5,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCL7,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCL8,0,0,0,1,-1,0,0,1,0,-1,1,0,1,0,1,1,1,-1,0,0,-1,0,0,1,0,0,1,0,-1,1
CCNA1,1,0,1,-1,-1,0,0,-1,0,0,0,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,0
CCNA2,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,-1,0,-1,-1,-1,0
CCNB1,0,0,0,1,-1,0,1,0,1,-1,1,0,1,-1,-1,-1,0,0,0,0,-1,1,0,0,1,0,1,0,-1,1
CCNB2,0,0,1,-1,-1,-1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,-1,-1
CCND1,0,0,0,2,1,-1,-1,1,1,-1,-1,0,-1,2,0,1,1,-1,0,1,0,2,2,1,1,0,1,-1,1,1
CCND2,0,0,0,2,2,0,0,0,1,1,-1,0,-1,1,1,1,0,-1,0,-2,-1,-1,0,-1,1,0,-2,0,-1,1
CCND3,-1,0,-1,0,2,-1,0,-1,0,-1,-1,-1,-1,0,-1,1,0,-1,0,0,0,0,1,-1,0,0,0,-1,-1,0
CCNE1,0,0,0,0,0,-1,0,0,0,-1,-1,1,1,0,0,1,1,2,0,0,1,0,-1,-1,-1,0,-1,1,1,1
CCNE2,1,0,0,-1,0,2,0,1,0,-1,0,0,1,1,1,1,1,-1,0,2,1,0,0,0,0,0,1,1,1,1
CCNG1,0,0,0,1,2,1,1,0,1,-2,1,1,1,1,2,-1,0,1,0,0,-1,0,1,-1,0,1,2,0,1,0
CCNG2,0,0,-1,0,-1,0,-1,0,0,-1,0,0,-1,0,-1,0,-1,0,0,0,-1,0,-1,1,0,0,-1,-1,-1,1
CCR1,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CCR10,0,0,-1,1,-1,0,0,-1,0,-1,1,-1,1,0,0,1,1,1,0,1,-1,1,-1,1,-1,0,1,0,0,-1
CCR2,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CCR3,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CCR4,0,0,0,0,-1,0,1,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,1,0,-1,1,-1,0,1
CCR5,0,0,0,0,-1,0,0,-1,0,-1,0,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CCR6,0,-1,-1,0,-1,0,-1,0,0,-1,-1,0,-1,0,1,-2,0,-1,2,0,1,0,-1,1,-1,0,-1,-1,-1,0
CCR7,0,0,-1,1,-1,0,0,0,0,-1,1,0,1,0,-1,2,1,-1,0,0,-1,1,-1,1,0,0,1,0,-1,1
CCR8,0,0,0,0,-1,0,1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CCR9,0,0,0,0,-1,0,0,-1,0,-1,-1,0,-1,-1,-2,-1,-1,0,0,0,1,-1,-1,-1,0,-1,0,-1,-1,1
CD14,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,-1,0,1,0,-1,-1,0,1,0,0,1,1,-1,-1,0
CD19,0,0,-1,0,1,0,0,-1,0,-1,1,0,-1,-1,1,0,0,-1,0,0,-1,0,-1,-1,0,0,0,-1,2,-1
CD209,-1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,-1
CD22,0,0,0,0,0,-1,0,1,0,-1,-1,1,1,-1,0,1,1,1,0,0,0,0,-1,-1,-1,0,-1,0,0,1
CD247,1,1,1,1,-1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,-1,0,1,1,0,0,1,1,1,0
CD28,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
CD36,1,0,1,0,2,1,1,1,1,0,1,1,2,1,-1,2,1,1,0,-1,1,-1,0,0,1,0,1,2,1,1
CD38,0,0,0,0,-1,0,-1,0,0,1,-1,-1,-1,1,-1,0,-1,0,0,0,-1,0,-1,1,-1,0,-1,-1,1,0
CD3E,-1,0,0,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,0,0,0,-1,-1,-1,1,1,1,-1,2,1
CD4,0,0,0,2,2,0,0,0,1,1,-1,0,-1,1,1,1,1,-1,0,1,-1,-1,0,-1,1,0,-2,0,-1,1
CD40,0,0,1,1,-1,-1,1,1,0,-1,1,1,1,1,-1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1
CD72,0,0,0,-1,1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
CD79A,0,0,0,0,1,-1,0,1,0,-1,-1,1,1,-1,0,1,1,-1,0,0,0,0,-1,-1,-1,0,-1,0,0,1
CD79B,0,0,-1,1,0,2,0,0,0,-1,1,0,1,0,1,1,0,0,0,0,-1,0,0,1,1,0,1,1,0,0
CD80,0,0,0,1,2,0,1,1,0,1,-1,0,-1,1,0,1,0,1,0,-1,1,0,1,1,0,0,0,1,1,0
CD82,0,0,0,0,-1,0,-1,1,1,1,-1,0,-1,-1,1,1,1,1,2,1,-1,0,-1,1,1,0,1,-1,-1,0
CD86,0,0,0,1,2,0,1,1,0,1,-1,0,-1,1,1,1,0,1,0,-1,1,0,1,1,0,0,0,1,1,0
CD8A,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,-1,1,1,0
CD8B,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,-1,1,1,0
CDC25B,0,0,0,0,1,-1,-1,0,0,-1,1,0,1,0,-1,1,1,-1,0,1,1,2,1,-1,1,-1,0,0,1,1
CDC37,-2,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,-1
CDC42,0,0,-1,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,0,1,0,0,1,1,-1,0,-1,0,0,0
CDH1,0,0,0,0,-1,0,0,0,0,-1,1,1,-2,1,1,-1,0,-1,0,1,0,1,-1,1,2,0,0,-1,-1,-1
CDK1,0,0,-1,0,1,0,-1,0,0,1,1,-1,1,0,1,0,0,1,0,0,-1,0,0,-1,1,0,1,-1,1,0
CDK2,0,0,0,1,1,-1,0,0,1,-1,1,0,1,1,-1,1,1,0,0,1,-1,0,0,-1,1,0,1,0,0,1
CDK4,0,0,0,1,-1,-1,0,0,1,-1,1,0,1,1,-1,1,1,1,0,1,-1,0,0,-1,0,0,1,0,0,1
CDK6,1,-1,1,0,1,0,1,1,1,0,1,0,2,1,-1,1,1,0,0,-2,1,-1,0,-1,1,0,-1,1,1,1
CDKN1A,1,0,-1,0,1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,1,0,-1,0,0,0,0,1,-1,0,-1,0,-1,-1,0
CDKN1B,0,0,0,1,1,0,0,0,1,1,-1,0,-1,1,-1,1,1,0,0,1,-1,-1,-1,-1,1,0,-2,0,-1,-1
CDKN2A,-2,0,-2,-1,-1,0,-2,1,0,-1,-2,-2,-2,-1,1,-1,-1,1,-1,-1,-1,-2,-1,-2,0,1,-1,-2,-1,1
CDKN2B,-2,0,-2,-1,-1,0,-2,1,0,-1,-2,-2,-2,-1,1,-1,-1,1,-1,-1,-1,-2,-1,-2,0,1,-1,-2,-1,1
CDKN2D,-2,0,1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,-1
CDON,0,0,1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,0,0,1,-1,-1,-1,1,1,2,-1,2,1
CEBPB,0,0,1,1,2,-1,2,1,0,1,1,1,1,1,-1,1,1,2,0,1,1,0,1,0,1,1,1,1,2,1
CER1,0,0,1,-1,-1,0,-1,0,0,-1,0,0,-1,-1,1,-1,-1,1,0,0,-1,-1,-1,1,-1,0,-1,-1,-1,1
CFLAR,0,0,-1,0,-1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,-1,1,1,0
CFTR,1,-1,1,0,1,0,1,1,1,1,1,1,0,1,-1,1,1,0,0,1,1,-1,0,-1,1,0,-1,2,1,1
CGA,0,0,-1,0,1,0,-1,-1,0,1,0,0,-1,0,1,-1,-1,0,0,0,1,0,-1,1,0,-1,-1,-1,0,0
CHAD,0,0,0,1,2,1,0,0,0,-1,1,0,1,0,0,-1,1,0,0,0,-1,0,0,1,0,0,1,0,0,1
CHD8,0,0,-1,0,2,0,0,-1,0,1,1,-1,1,1,-1,-1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,1,0
CHEK1,0,0,1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,1,-1,0,-1,0,0,1,-1,-1,-1,1,1,2,-1,2,1
CHEK2,0,0,-1,-1,2,0,0,1,0,-1,-1,0,-1,-1,-1,-1,-1,1,0,-1,-1,0,0,0,-1,-1,-1,1,-1,0
CHRD,1,0,-1,2,2,0,1,0,0,-1,-1,0,0,1,1,1,0,1,0,0,1,0,1,1,-1,0,2,1,2,0
CHRM1,0,0,-1,1,1,-1,-1,1,1,1,-1,0,-1,-1,1,1,1,-1,0,1,0,2,1,0,1,0,1,-1,1,0
CHRM2,1,0,1,0,1,1,1,1,1,1,1,0,-1,1,-1,1,1,0,0,1,1,-1,0,-1,1,0,-1,1,1,1
CHRM3,1,1,2,-1,1,1,1,0,0,1,2,1,1,0,1,-1,0,1,0,0,-1,0,1,1,0,0,1,1,1,0
CHRM5,0,0,0,-1,-1,0,-1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,-1,1,0,0,0,0,-1,0
CHUK,-1,0,0,0,1,1,-1,0,0,-1,1,0,0,0,-1,-1,0,1,0,0,-1,-1,0,-1,0,0,1,-1,-1,0
CIR1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,2,1,0,-1,1,1,0
CISH,0,0,-1,0,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-2,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,0,1
CLEC1B,0,0,1,2,1,0,0,0,1,1,-1,0,-1,1,-1,1,0,0,0,0,-1,-1,0,-1,1,0,-2,1,-1,1
CLEC4D,-1,0,0,2,1,0,0,0,1,1,-1,0,-1,1,1,1,0,0,0,0,-1,-1,0,-1,1,0,-2,1,-1,1
CLEC4E,-1,0,0,2,1,0,0,0,1,1,-1,0,-1,1,1,1,0,0,0,0,-1,-1,0,-1,1,0,-2,1,-1,1
CLEC4M,-1,0,-1,0,-1,0,0,-1,0,-1,-1,-1,-1,-1,1,1,-1,-1,0,1,-1,0,-1,-1,-1,-1,-1,0,1,-1
CLEC6A,-1,0,0,2,1,0,0,0,1,1,-1,0,-1,1,1,1,0,0,0,0,-1,-1,0,-1,1,0,-2,1,-1,1
CLEC7A,0,0,1,2,1,0,0,0,1,1,-1,0,-1,1,-1,1,0,0,0,0,-1,-1,0,-1,1,0,-2,1,-1,1
CLIP1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,-1,0,1,-1,0,0,1,0,0,1,0,1,1
CNR1,0,0,-1,0,1,0,-1,-1,0,1,0,0,-1,0,1,-1,-1,0,0,0,1,0,-1,1,0,-1,-1,-1,0,0
CNTF,0,0,1,1,1,0,0,1,1,1,-1,1,-1,-1,1,1,0,0,0,0,1,1,1,0,1,0,1,-1,1,0
CNTFR,0,0,0,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,0,-1,-1,1,0,0,0,2,-1,-1,-1,0,-1,-1,-1,1
COL1A1,0,0,0,1,2,1,0,0,0,-1,1,0,1,0,0,-1,1,0,0,0,-1,0,0,1,0,0,1,0,0,1
COL1A2,1,-1,1,0,2,0,1,1,1,0,0,0,2,1,-1,1,1,0,0,1,1,-1,0,-1,1,0,-1,1,1,1
COL2A1,0,0,0,1,1,-1,0,0,1,-1,1,0,-1,1,0,1,1,1,0,1,-1,0,0,-1,1,0,1,0,1,1
COL3A1,0,0,-1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,-1,1,1,0,1,1,0,-1,1,1,0
COL4A1,1,0,2,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,2
COL4A2,1,0,1,-1,-1,0,-1,1,0,-1,-1,-1,-1,-1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,2
COL4A3,0,0,-1,0,-1,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,-1,1,-1,0
