Drug,Target
nilvadipine,CACNA2D1
nilvadipine,CACNA2D3
nilvadipine,CACNB2
nimesulide,PLA2G2E
nimesulide,PTGS2
nimodipine,CACNA1C
nimodipine,CACNA1D
nimodipine,CACNA1S
nimodipine,CACNB1
nimodipine,CACNB2
nimodipine,CACNB3
nimodipine,CACNB4
nisoldipine,CACNA1C
nisoldipine,CACNA1D
nisoldipine,CACNA1S
nisoldipine,CACNA2D1
nisoldipine,CACNB2
nitrendipine,CACNA1C
nitrendipine,CACNA1D
nitrendipine,CACNA1S
nitrendipine,CACNA2D1
nitrendipine,CACNA2D2
nitrendipine,CACNB2
nitrendipine,CACNG1
norepinephrine,ADRA1A
norepinephrine,ADRA1B
norepinephrine,ADRA1D
norepinephrine,ADRA2A
norepinephrine,ADRA2B
norepinephrine,ADRA2C
norepinephrine,ADRB1
norepinephrine,ADRB2
norepinephrine,ADRB3
olanzapine,ADRA1A
olanzapine,ADRA1B
olanzapine,ADRA2A
olanzapine,ADRA2B
olanzapine,ADRA2C
olanzapine,ADRB1
olanzapine,ADRB2
olanzapine,ADRB3
olanzapine,CHRM1
olanzapine,CHRM2
olanzapine,CHRM3
olanzapine,CHRM5
olanzapine,DRD1
olanzapine,DRD1
olanzapine,DRD2
olanzapine,DRD5
olanzapine,DRD5
olanzapine,HRH1
olanzapine,HRH2
olanzapine,HTR1A
olanzapine,HTR1B
olanzapine,HTR1D
olanzapine,HTR1E
olanzapine,HTR2A
olanzapine,HTR2B
olanzapine,HTR5A
olanzapine,HTR6
olanzapine,HTR7
ondansetron,HTR1A
ondansetron,HTR1B
ondansetron,HTR4
ondansetron,OPRM1
orlistat,FASN
orphenadrine,GRIN1
orphenadrine,GRIN2D
orphenadrine,GRIN3A
orphenadrine,GRIN3B
orphenadrine,HRH1
ouabain,ATP1A1
ouabain,ATP1A2
ouabain,ATP1A3
oxaprozin,PTGS2
oxybutynin,CHRM1
oxybutynin,CHRM2
oxybutynin,CHRM3
oxymetazoline,ADRA1A
oxymetazoline,ADRA1B
oxymetazoline,ADRA1D
oxymetazoline,ADRA2A
oxymetazoline,ADRA2B
oxymetazoline,ADRA2C
oxymetholone,NPPB
paclitaxel,BCL2
paclitaxel,MAPT
pentagastrin,CCKBR
phenoxybenzamine,ADRA1A
phenoxybenzamine,ADRA1B
phenoxybenzamine,ADRA1D
phenoxybenzamine,ADRA2A
phenoxybenzamine,ADRA2B
phenoxybenzamine,ADRA2C
phenoxybenzamine,ADRB2
phenoxybenzamine,CALM1
phenoxybenzamine,CALM2
phenoxybenzamine,CALM3
phentolamine,ADRA1A
phentolamine,ADRA1B
phentolamine,ADRA1D
phentolamine,ADRA2A
phenylbutazone,PTGS2
phenylephrine,ADRA1A
phenylephrine,ADRA1B
phenylephrine,ADRA1D
piroxicam,PTGS2
pramipexole,ADRA2A
pramipexole,ADRA2B
pramipexole,ADRA2C
pramipexole,DRD1
pramipexole,DRD2
pramipexole,DRD5
pramipexole,HTR1A
pramipexole,HTR1B
pramipexole,HTR1D
pramipexole,HTR2A
pramipexole,HTR2B
pravastatin,HMGCR
prazosin,ADRA1A
prazosin,ADRA1B
prazosin,ADRA1D
prazosin,ADRA2A
prazosin,ADRA2B
primidone,GRIA2
progesterone,CYP17A1
progesterone,ESR1
progesterone,PGR
propafenone,ADRB1
propafenone,ADRB2
purvalanol A,CSNK1G3
purvalanol A,RPS6KA1
purvalanol A,SRC
raloxifene,ESR1
raloxifene,ESR2
raloxifene,TFF1
ramipril,BDKRB1
reserpine,BIRC5
resveratrol,AKT1
resveratrol,CSNK2A1
resveratrol,ESR1
resveratrol,ITGA5
resveratrol,ITGB3
resveratrol,PPARA
resveratrol,PPARG
resveratrol,PTGS2
resveratrol,SLC2A1
risperidone,ADRA1A
risperidone,ADRA1B
risperidone,ADRA2A
risperidone,ADRA2B
risperidone,ADRA2C
risperidone,DRD1
risperidone,DRD2
risperidone,HRH1
risperidone,HTR1A
risperidone,HTR1D
risperidone,HTR2A
risperidone,HTR7
rizatriptan,HTR1B
rizatriptan,HTR1D
rizatriptan,HTR1F
rofecoxib,PTGS2
rolipram,PDE4B
rolipram,PDE4D
rosiglitazone,PPARA
rosiglitazone,PPARD
rosiglitazone,PPARG
rosiglitazone,RXRA
rosiglitazone,RXRB
rosiglitazone,RXRG
simvastatin,HMGCR
simvastatin,ITGAL
simvastatin,ITGB2
sotalol,ADRB1
sotalol,ADRB2
spermidine,ADRB1
spermidine,ADRB2
spironolactone,CACNA1C
spironolactone,CACNA1D
spironolactone,CACNA1S
spironolactone,CACNA2D1
spironolactone,CACNA2D2
spironolactone,CACNA2D3
spironolactone,CACNB1
spironolactone,CACNB2
spironolactone,CACNB3
spironolactone,CACNB4
spironolactone,CACNG1
spironolactone,PGR
sulindac,MAPK3
sulindac,PPARD
sulindac,PTGS2
sulpiride,DRD2
sumatriptan,HTR1A
sumatriptan,HTR1B
sumatriptan,HTR1D
sumatriptan,HTR1F
suprofen,PTGS2
suramin,F2
suramin,FSHR
suramin,PLA2G2A
suramin,RYR1
tamoxifen,ESR1
tamoxifen,ESR2
tamoxifen,PRKCA
tamoxifen,PRKCB
tamoxifen,PRKCD
tamoxifen,PRKCE
tamoxifen,PRKCG
tamoxifen,PRKCI
tamoxifen,PRKCQ
tamoxifen,PRKCZ
taurine,GABBR1
taurine,GRIN2B
tazarotene,RARA
tazarotene,RXRB
tenoxicam,PTGS2
terazosin,ADRA1A
terazosin,ADRA1B
terazosin,ADRA1D
terfenadine,CHRM1
terfenadine,CHRM2
terfenadine,CHRM3
terfenadine,CHRM5
terfenadine,HRH1
tetrahydropalmatine,DRD1
tetrahydropalmatine,DRD2
thalidomide,FGFR2
thalidomide,NFKB1
thalidomide,PTGS2
thalidomide,TNF
theobromine,ADORA1
theobromine,ADORA2A
theobromine,PDE4B
theophylline,ADORA1
theophylline,ADORA2A
theophylline,ADORA2B
theophylline,HDAC2
theophylline,PDE3A
theophylline,PDE4A
theophylline,PDE4B
tizanidine,ADRA2A
tizanidine,ADRA2B
tizanidine,ADRA2C
tolfenamic acid,PTGS2
trazodone,ADRA1A
trazodone,ADRA2A
trazodone,HRH1
trazodone,HTR1A
trazodone,HTR2A
trichlormethiazide,ATP1A1
trifluoperazine,ADRA1A
trifluoperazine,CALM1
trifluoperazine,CALM2
trifluoperazine,CALM3
trifluoperazine,DRD2
troglitazone,PPARA
troglitazone,PPARD
troglitazone,PPARG
troglitazone,SERPINE1
tropicamide,CHRM1
tropicamide,CHRM2
tropicamide,CHRM3
valsartan,AGTR1
vinblastine,JUN
wortmannin,PIK3CA
wortmannin,PIK3CG
wortmannin,PIK3R1
wortmannin,PLK1
xylometazoline,ADRA1A
xylometazoline,ADRA1B
xylometazoline,ADRA1D
xylometazoline,ADRA2A
xylometazoline,ADRA2B
xylometazoline,ADRA2C
zolmitriptan,HTR1A
zolmitriptan,HTR1B
zolmitriptan,HTR1D
zolmitriptan,HTR1F
